bill_id,date,action
182957,2009-01-21,"(H) Pending introduction."
182957,2009-01-22,"(H) Introduced and Pass First Reading."
182957,2009-01-23,"(H) Referred to EEP/WLO, JUD, FIN, referral sheet 1"
182957,2009-01-23,"(H) Bill scheduled to be heard by EEP-WLO on Thursday, 01-29-09 10:00 AM in House conference room 325."
182957,2009-01-29,"(H) The committees on EEP recommend that the measure be HELD. The votes were as follows: 9 Ayes: Representative(s) Morita, Coffman, Chang, Har, Herkes, Ito, Sagum, Ching, Thielen; Ayes with reservations: none; Noes: none; and 4 Excused: Representative(s) Cabanilla, Chong, C. Lee, Luke."
182957,2009-01-29,"(H) The committees on WLO recommend that the measure be HELD. The votes were as follows: 9 Ayes: Representative(s) Ito, Har, Chang, Coffman, Herkes, Morita, Sagum, Ching, Thielen; Ayes with reservations: none; Noes: none; and 4 Excused: Representative(s) Cabanilla, Chong, C. Lee, Luke."
182957,2009-05-11,"Carried over to 2010 Regular Session."
182958,2009-01-21,"(H) Pending introduction."
182958,2009-01-22,"(H) Introduced and Pass First Reading."
182958,2009-01-23,"(H) Referred to TRN, FIN, referral sheet 1"
182958,2009-05-11,"Carried over to 2010 Regular Session."
182959,2009-01-21,"(H) Pending introduction."
182959,2009-01-22,"(H) Introduced and Pass First Reading."
182959,2009-01-23,"(H) Referred to WLO, HED, FIN, referral sheet 1"
182959,2009-05-11,"Carried over to 2010 Regular Session."
182960,2009-01-21,"(H) Pending introduction."
182960,2009-01-22,"(H) Introduced and Pass First Reading."
182960,2009-01-23,"(H) Referred to WLO/TCI, FIN, referral sheet 1"
182960,2009-05-11,"Carried over to 2010 Regular Session."
182961,2009-01-21,"(H) Pending introduction."
182961,2009-01-22,"(H) Introduced and Pass First Reading."
182961,2009-01-23,"(H) Referred to HLT, CPC, referral sheet 1"
182961,2009-05-11,"Carried over to 2010 Regular Session."
182962,2009-01-21,"(H) Pending introduction."
182962,2009-01-22,"(H) Introduced and Pass First Reading."
182962,2009-01-23,"(H) Referred to LAB, FIN, referral sheet 1"
182962,2009-05-11,"Carried over to 2010 Regular Session."
182963,2009-01-21,"(H) Pending introduction."
182963,2009-01-22,"(H) Introduced and Pass First Reading."
182963,2009-01-23,"(H) Referred to LAB, FIN, referral sheet 1"
182963,2009-05-11,"Carried over to 2010 Regular Session."
182963,2010-02-05,"(H) Bill scheduled to be heard by LAB on Tuesday, 02-09-10 9:30am in House conference room 309."
182963,2010-02-09,"(H) The committees on LAB recommend that the measure be HELD. The votes were as follows: 7 Ayes: Representative(s) Rhoads, Yamashita, M. Lee, Saiki; Ayes with reservations: Representative(s) Aquino, Keith-Agaran, Pine; 5 Noes: Representative(s) Awana, Hanohano, Nakashima, Souki, Takumi; and Excused: none."
182964,2009-01-21,"(H) Pending introduction."
182964,2009-01-22,"(H) Introduced and Pass First Reading."
182964,2009-01-23,"(H) Referred to HED, FIN, referral sheet 1"
182964,2009-01-26,"(H) Bill scheduled to be heard by HED on Thursday, 01-29-09 2:00pm in House conference room 309."
182964,2009-01-29,"(H) The committees on HED recommend that the measure be HELD. The votes were as follows: 8 Ayes: Representative(s) Chang, Nakashima, Bertram, Manahan, Shimabukuro, Takai, Yamane, Ching; Ayes with reservations: none; 0 Noes: none; and 6 Excused: Representative(s) Berg, Hanohano, Rhoads, Saiki, Takumi, Finnegan."
182964,2009-05-11,"Carried over to 2010 Regular Session."
182965,2009-01-21,"(H) Pending introduction."
182965,2009-01-22,"(H) Introduced and Pass First Reading."
182965,2009-01-23,"(H) Referred to TRN, JUD, referral sheet 1"
182965,2009-05-11,"Carried over to 2010 Regular Session."
182966,2009-01-21,"(H) Pending introduction."
182966,2009-01-22,"(H) Introduced and Pass First Reading."
182966,2009-01-23,"(H) Referred to PBS, CPC, FIN, referral sheet 1"
182966,2009-01-26,"(H) Bill scheduled to be heard by PBS on Thursday, 01-29-09 8:30am in House conference room 309."
182966,2009-01-29,"(H) The committee(s) recommends that the measure be deferred."
182966,2009-05-11,"Carried over to 2010 Regular Session."
182967,2009-01-21,"(H) Pending introduction."
182967,2009-01-22,"(H) Introduced and Pass First Reading."
182967,2009-01-23,"(H) Referred to EDN, JUD, referral sheet 1"
182967,2009-01-29,"(H) Bill scheduled to be heard by EDN on Monday, 02-02-09 2:00pm in House conference room 309."
182967,2009-02-02,"(H) The committees on EDN recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 12 Ayes: Representative(s) Takumi, Berg, Bertram, Chang, Hanohano, Manahan, Nakashima, Rhoads, Saiki, Yamane, Ching, Finnegan; Ayes with reservations: none; Noes: none; and 2 Excused: Representative(s) Shimabukuro, Takai."
182967,2009-02-09,"(H) Reported from EDN (Stand. Com. Rep. No. 113) as amended in HD 1, recommending passage on Second Reading and referral to JUD."
182967,2009-02-10,"(H) Passed Second Reading as amended in HD 1 and referred to the committee(s) on JUD with none voting no (0) and Takai excused (1)."
182967,2009-05-11,"Carried over to 2010 Regular Session."
182968,2009-01-21,"(H) Pending introduction."
182968,2009-01-22,"(H) Introduced and Pass First Reading."
182968,2009-01-23,"(H) Referred to EDN, JUD, FIN, referral sheet 1"
182968,2009-01-29,"(H) Bill scheduled to be heard by EDN on Monday, 02-02-09 2:00pm in House conference room 309."
182968,2009-02-02,"(H) The committee(s) recommends that the measure be deferred."
182968,2009-05-11,"Carried over to 2010 Regular Session."
182969,2009-01-21,"(H) Pending introduction."
182969,2009-01-22,"(H) Introduced and Pass First Reading."
182969,2009-01-23,"(H) Referred to EDN, JUD, referral sheet 1"
182969,2009-01-29,"(H) Bill scheduled to be heard by EDN on Monday, 02-02-09 2:00pm in House conference room 309."
182969,2009-02-02,"(H) The committees on EDN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 12 Ayes: Representative(s) Takumi, Berg, Bertram, Chang, Hanohano, Manahan, Nakashima, Rhoads, Saiki, Yamane, Ching, Finnegan; Ayes with reservations: none; Noes: none; and 2 Excused: Representative(s) Shimabukuro, Takai."
182969,2009-02-09,"(H) Reported from EDN (Stand. Com. Rep. No. 114), recommending passage on Second Reading and referral to JUD."
182969,2009-02-10,"(H) Passed Second Reading and referred to the committee(s) on JUD with none voting no (0) and Takai excused (1)."
182969,2009-05-11,"Carried over to 2010 Regular Session."
182970,2009-01-21,"(H) Pending introduction."
182970,2009-01-22,"(H) Introduced and Pass First Reading."
182970,2009-01-23,"(H) Referred to TRN, JUD, referral sheet 1"
182970,2009-02-05,"(H) Bill scheduled to be heard by TRN on Wednesday, 02-11-09 8:30am in House conference room 306."
182970,2009-02-05,"(H) Bill re-scheduled to be heard by TRN on Wednesday, 02-11-09 8:30am in conference room 309."
182970,2009-02-06,"(H) This measure has been deleted from the meeting scheduled on Wednesday 02-11-09 8:30am in conference room 309."
182970,2009-05-11,"Carried over to 2010 Regular Session."
182971,2009-01-21,"(H) Pending introduction."
182971,2009-01-22,"(H) Introduced and Pass First Reading."
182971,2009-01-23,"(H) Referred to TRN, JUD, referral sheet 1"
182971,2009-05-11,"Carried over to 2010 Regular Session."
182972,2009-01-21,"(H) Pending introduction."
182972,2009-01-22,"(H) Introduced and Pass First Reading."
