Row,id12286,id13126,id13308,id13657,id15095,id15360,id15361,id15362,id15718,id15719,id15720,id15721,id15723,id15724,id15726,id16408,id16410,id3804,id3806,id3808,id3812,id3819,id3825,id3834,id3845,id3851,id3869,id3914
id3804,0.25,0.666666666666667,0.666666666666667,0.333333333333333,0.5,0.5,0.5,0,0.5,0,0.5,0.5,NaN,0,0.5,0,0,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.333333333333333
id3806,0.2,0.8,0.2,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,1,0.5,1,0.666666666666667,1,0,1,1,1,0,1,1,0.2,0.6,0.8,0.4,0,0.6,0.6,0.25
id3808,0.5,1,0.5,0,0.5,1,1,0,1,0,1,0.5,1,0,1,1,1,0,1,1,0,1,0.5,0.5,0,0.5,1,0
id3812,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5
id3819,0.333333333333333,1,1,0.5,1,1,1,0,1,NaN,1,1,NaN,0,1,NaN,NaN,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333
id3825,0.5,1,0.5,0.5,1,1,1,0.5,1,0,0.5,1,1,0,1,NaN,NaN,0,1,0.5,0,1,1,0,0.5,1,0.5,0.5
id3834,0.666666666666667,0.666666666666667,0.666666666666667,0.5,1,1,1,0,1,NaN,1,1,NaN,0,1,NaN,NaN,0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.333333333333333,0.5,0.666666666666667
id3845,0,1,1,0,1,1,1,0,1,NaN,1,1,NaN,0,1,NaN,NaN,0,1,1,0,1,1,0,0,1,1,0
id3851,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3869,0,0.666666666666667,0,0,1,0,0,0.666666666666667,0.333333333333333,0,1,0.666666666666667,0.333333333333333,0,0.333333333333333,0.5,0,0.5,0.666666666666667,1,0,0.666666666666667,1,1,0,0.666666666666667,0.5,0.333333333333333
id3914,0.8,0.8,0.6,0.6,1,0.5,0.5,0,0.5,0,0.5,0.5,NaN,0,1,0,0,0.4,0.8,0.8,0.4,0.8,0.6,0.4,0.4,0.4,0.5,0.8
