Row,id12262,id12271,id12272,id12277,id12278,id12299,id12301,id13127,id15103,id3858,id3866,id3894,id3902,id3903,id3905,id3906,id3908,id3920,id3943,id3946
id12262,1,1,0.990654205607477,0.909090909090909,NaN,0.977272727272727,1,1,0.977272727272727,0.943396226415094,1,0.977272727272727,1,0.990654205607477,1,1,1,1,0.981308411214953,0.954545454545455
id12271,1,1,0.986754966887417,0.909090909090909,0.956521739130435,0.977272727272727,0.988888888888889,1,0.966666666666667,0.933333333333333,0.993288590604027,0.977272727272727,0.993333333333333,0.993377483443709,0.98876404494382,1,0.986754966887417,0.993377483443709,0.980132450331126,0.954545454545455
id12272,0.990654205607477,0.986754966887417,1,0.931818181818182,0.978260869565217,1,0.966666666666667,0.977272727272727,0.966666666666667,0.934210526315789,0.993377483443709,1,0.993421052631579,0.980392156862745,0.98876404494382,0.975,0.986928104575163,0.993464052287582,0.980392156862745,0.977272727272727
id12277,0.909090909090909,0.909090909090909,0.931818181818182,1,NaN,0.931818181818182,0.909090909090909,0.909090909090909,0.886363636363636,0.86046511627907,0.909090909090909,0.931818181818182,0.909090909090909,0.909090909090909,0.906976744186046,0.9,0.909090909090909,0.909090909090909,0.931818181818182,0.909090909090909
id12278,NaN,0.956521739130435,0.978260869565217,NaN,1,NaN,0.934782608695652,NaN,0.956521739130435,0.91304347826087,0.977272727272727,NaN,0.977777777777778,0.956521739130435,0.978260869565217,NaN,0.956521739130435,0.978260869565217,0.978260869565217,NaN
id12299,0.977272727272727,0.977272727272727,1,0.931818181818182,NaN,1,0.977272727272727,0.977272727272727,0.954545454545455,0.930232558139535,0.977272727272727,1,0.977272727272727,0.977272727272727,0.976744186046512,0.975,0.977272727272727,0.977272727272727,1,0.977272727272727
id12301,1,0.988888888888889,0.966666666666667,0.909090909090909,0.934782608695652,0.977272727272727,1,1,0.977777777777778,0.921348314606742,0.977272727272727,0.977272727272727,0.97752808988764,0.988888888888889,0.97752808988764,1,0.966666666666667,0.977777777777778,0.966666666666667,0.954545454545455
id13127,1,1,0.977272727272727,0.909090909090909,NaN,0.977272727272727,1,1,0.977272727272727,0.953488372093023,1,0.977272727272727,1,1,1,1,1,1,0.977272727272727,0.954545454545455
id15103,0.977272727272727,0.966666666666667,0.966666666666667,0.886363636363636,0.956521739130435,0.954545454545455,0.977777777777778,0.977272727272727,1,0.921348314606742,0.977272727272727,0.954545454545455,0.97752808988764,0.966666666666667,0.97752808988764,0.975,0.966666666666667,0.977777777777778,0.944444444444444,0.931818181818182
id3858,0.943396226415094,0.933333333333333,0.934210526315789,0.86046511627907,0.91304347826087,0.930232558139535,0.921348314606742,0.953488372093023,0.921348314606742,1,0.94,0.930232558139535,0.940397350993378,0.927631578947368,0.943181818181818,0.974358974358974,0.947368421052632,0.940789473684211,0.914473684210526,0.906976744186046
id3866,1,0.993288590604027,0.993377483443709,0.909090909090909,0.977272727272727,0.977272727272727,0.977272727272727,1,0.977272727272727,0.94,1,0.977272727272727,1,0.986754966887417,1,1,0.993377483443709,1,0.973509933774834,0.954545454545455
id3894,0.977272727272727,0.977272727272727,1,0.931818181818182,NaN,1,0.977272727272727,0.977272727272727,0.954545454545455,0.930232558139535,0.977272727272727,1,0.977272727272727,0.977272727272727,0.976744186046512,0.975,0.977272727272727,0.977272727272727,1,0.977272727272727
id3902,1,0.993333333333333,0.993421052631579,0.909090909090909,0.977777777777778,0.977272727272727,0.97752808988764,1,0.97752808988764,0.940397350993378,1,0.977272727272727,1,0.986842105263158,1,1,0.993421052631579,1,0.973684210526316,0.954545454545455
id3903,0.990654205607477,0.993377483443709,0.980392156862745,0.909090909090909,0.956521739130435,0.977272727272727,0.988888888888889,1,0.966666666666667,0.927631578947368,0.986754966887417,0.977272727272727,0.986842105263158,1,0.98876404494382,1,0.980392156862745,0.986928104575163,0.973856209150327,0.954545454545455
id3905,1,0.98876404494382,0.98876404494382,0.906976744186046,0.978260869565217,0.976744186046512,0.97752808988764,1,0.97752808988764,0.943181818181818,1,0.976744186046512,1,0.98876404494382,1,1,0.98876404494382,1,0.966292134831461,0.953488372093023
id3906,1,1,0.975,0.9,NaN,0.975,1,1,0.975,0.974358974358974,1,0.975,1,1,1,1,1,1,0.975,0.95
id3908,1,0.986754966887417,0.986928104575163,0.909090909090909,0.956521739130435,0.977272727272727,0.966666666666667,1,0.966666666666667,0.947368421052632,0.993377483443709,0.977272727272727,0.993421052631579,0.980392156862745,0.98876404494382,1,1,0.993464052287582,0.967320261437909,0.954545454545455
id3920,1,0.993377483443709,0.993464052287582,0.909090909090909,0.978260869565217,0.977272727272727,0.977777777777778,1,0.977777777777778,0.940789473684211,1,0.977272727272727,1,0.986928104575163,1,1,0.993464052287582,1,0.973856209150327,0.954545454545455
id3943,0.981308411214953,0.980132450331126,0.980392156862745,0.931818181818182,0.978260869565217,1,0.966666666666667,0.977272727272727,0.944444444444444,0.914473684210526,0.973509933774834,1,0.973684210526316,0.973856209150327,0.966292134831461,0.975,0.967320261437909,0.973856209150327,1,0.977272727272727
id3946,0.954545454545455,0.954545454545455,0.977272727272727,0.909090909090909,NaN,0.977272727272727,0.954545454545455,0.954545454545455,0.931818181818182,0.906976744186046,0.954545454545455,0.977272727272727,0.954545454545455,0.954545454545455,0.953488372093023,0.95,0.954545454545455,0.954545454545455,0.977272727272727,1
