Row,consistency,opportunity,percentage
id12262,0,0,NaN
id12271,0,0,NaN
id12272,0,0,NaN
id12277,0,0,NaN
id12278,0,0,NaN
id12299,0,0,NaN
id12301,0,0,NaN
id12304,0,0,NaN
id12306,0,0,NaN
id12308,0,0,NaN
id13127,0,0,NaN
id15103,0,0,NaN
id15363,0,0,NaN
id3818,0,0,NaN
id3835,0,0,NaN
id3837,0,0,NaN
id3838,0,0,NaN
id3840,0,0,NaN
id3858,0,0,NaN
id3864,0,0,NaN
id3866,0,0,NaN
id3867,0,0,NaN
id3877,0,0,NaN
id3887,0,0,NaN
id3894,0,0,NaN
id3902,0,0,NaN
id3903,0,0,NaN
id3905,0,0,NaN
id3906,0,0,NaN
id3908,0,0,NaN
id3916,0,0,NaN
id3920,0,0,NaN
id3943,0,0,NaN
id3946,0,0,NaN
