Row,id12258,id12264,id12267,id12276,id12294,id12295,id12296,id12300,id13125,id15092,id15096,id15097,id15100,id16419,id3846,id3847,id3855,id3870,id3886,id3891,id3897,id3922,id3938,id3942
id12258,0.985294117647059,0.985294117647059,0.955223880597015,0.985294117647059,0.96875,0.983333333333333,0.96875,0.985294117647059,0.968253968253968,1,1,0.942857142857143,1,1,0.985294117647059,0.985294117647059,0.970588235294118,0.985294117647059,0.940298507462687,0.970588235294118,0.984375,0.984615384615385,0.985074626865672,0.970588235294118
id12264,1,1,0.981132075471698,0.928571428571429,1,1,1,0.982456140350877,0.943396226415094,1,1,0.944444444444444,1,1,1,1,0.982142857142857,1,0.947368421052632,0.982142857142857,1,1,1,0.982456140350877
id12267,0.926829268292683,0.951219512195122,0.974358974358974,0.926829268292683,0.974358974358974,0.971428571428571,0.975,0.951219512195122,0.947368421052632,1,1,1,1,1,0.975609756097561,0.975609756097561,0.926829268292683,0.975609756097561,0.926829268292683,0.975,0.951219512195122,0.975,0.975,0.951219512195122
id12268,1,1,1,1,1,1,0.96551724137931,1,1,1,1,1,1,1,1,1,1,1,1,0.966666666666667,1,0.96551724137931,1,0.966666666666667
id12269,0.95,0.95,0.95,0.8,0.95,0.928571428571429,0.947368421052632,0.95,0.8,1,1,0.909090909090909,1,1,0.95,0.95,0.95,0.95,0.95,0.947368421052632,0.95,0.944444444444444,0.947368421052632,0.95
id12275,0.96875,0.9375,0.96875,1,1,1,1,0.96875,1,1,1,1,1,1,0.96875,1,0.9375,1,0.967741935483871,0.903225806451613,1,1,1,0.96875
id12276,1,0.985915492957747,0.971428571428571,1,1,1,0.984848484848485,1,0.984848484848485,1,1,0.972972972972973,1,1,0.985915492957747,1,0.985915492957747,1,0.956521739130435,0.971830985915493,1,1,1,0.985915492957747
id12291,0.958333333333333,0.916666666666667,0.958333333333333,1,1,1,1,0.958333333333333,1,1,1,1,1,1,0.958333333333333,1,0.958333333333333,1,1,0.875,1,1,1,1
id12294,0.95,0.95,1,1,1,1,1,0.925,0.973684210526316,1,1,0.96,1,1,1,1,0.95,1,0.975,0.95,0.972972972972973,1,1,0.975
id12295,0.975,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,0.975,1,0.948717948717949,1,0.972972972972973,1,1,0.975
id12296,1,1,0.979166666666667,1,1,1,1,0.98,0.979166666666667,1,1,0.970588235294118,1,1,1,1,0.98,1,0.94,1,1,1,1,0.98
id12298,1,1,0.928571428571429,1,1,1,1,0.928571428571429,0.928571428571429,1,1,0.818181818181818,1,1,0.928571428571429,1,1,1,1,0.928571428571429,1,1,1,1
id12300,1,1,0.962962962962963,0.851851851851852,0.961538461538462,1,0.962962962962963,1,0.958333333333333,1,1,0.916666666666667,1,1,1,1,0.961538461538462,1,0.925925925925926,1,1,1,1,0.962962962962963
id13125,0.983050847457627,0.966101694915254,0.96551724137931,1,1,1,1,1,1,1,1,1,1,0.95,0.983050847457627,0.983050847457627,0.983050847457627,1,0.913793103448276,0.949152542372881,1,0.982142857142857,1,1
id13347,0.958333333333333,0.91304347826087,0.958333333333333,0.958333333333333,1,1,1,0.958333333333333,1,1,1,1,1,1,1,1,0.958333333333333,1,0.916666666666667,1,1,1,1,1
id14585,1,1,1,1,1,1,1,1,0.916666666666667,1,1,0.916666666666667,1,1,1,1,1,1,1,1,1,1,1,1
id15091,0.961538461538462,0.923076923076923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.961538461538462,1,0.961538461538462,0.961538461538462,1,1,1,1
id15092,0.945945945945946,0.972972972972973,0.972972972972973,0.972222222222222,1,1,1,0.945945945945946,0.972972972972973,1,1,0.971428571428571,1,0.958333333333333,1,0.972972972972973,0.972972972972973,1,0.945945945945946,1,0.96969696969697,0.972972972972973,1,1
id15093,1,1,1,1,1,1,1,0.96551724137931,1,1,1,1,1,1,1,1,1,1,0.896551724137931,1,1,0.964285714285714,1,1
id15094,0.956521739130435,0.956521739130435,1,1,1,1,1,0.869565217391304,0.956521739130435,0.95,1,0.952380952380952,1,0.928571428571429,0.956521739130435,1,0.956521739130435,0.956521739130435,0.956521739130435,1,0.95,1,1,0.956521739130435
id15096,0.977272727272727,0.977272727272727,0.976744186046512,0.931818181818182,1,1,1,0.954545454545455,0.977272727272727,1,1,1,1,1,0.977272727272727,1,0.977272727272727,1,1,0.954545454545455,0.975,1,1,1
id15097,0.977777777777778,0.955555555555556,0.976190476190476,0.955555555555556,1,1,1,0.955555555555556,0.977777777777778,1,1,1,1,1,0.977777777777778,1,0.977777777777778,1,0.977272727272727,0.955555555555556,1,1,1,1
id15098,0.925925925925926,0.925925925925926,0.961538461538462,1,1,1,1,0.962962962962963,0.962962962962963,1,1,0.961538461538462,1,1,0.962962962962963,1,0.962962962962963,1,1,0.923076923076923,0.956521739130435,1,1,1
id15099,1,1,0.947368421052632,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id15100,0.953488372093023,0.928571428571429,0.953488372093023,1,1,1,1,1,0.930232558139535,0.974358974358974,1,0.925,1,0.944444444444444,0.953488372093023,1,0.953488372093023,0.953488372093023,0.928571428571429,0.952380952380952,1,0.974358974358974,1,0.976744186046512
id15101,0.941176470588235,0.941176470588235,0.941176470588235,1,1,1,1,1,1,1,1,1,1,1,0.941176470588235,1,0.882352941176471,1,1,0.941176470588235,1,1,1,1
id16023,0.888888888888889,0.888888888888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1,1,1,1,1,1,1
id16062,1,1,1,0.727272727272727,1,1,1,0.909090909090909,0.909090909090909,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id16063,1,0.91304347826087,1,0.869565217391304,1,1,1,1,0.91304347826087,0.95,1,0.952380952380952,1,0.9375,0.956521739130435,1,0.956521739130435,0.956521739130435,0.956521739130435,1,1,1,1,0.956521739130435
id16124,0.944444444444444,0.944444444444444,1,1,1,1,1,0.888888888888889,1,1,1,1,1,1,1,1,1,1,0.944444444444444,1,0.933333333333333,1,1,1
id16407,0.894736842105263,0.888888888888889,0.947368421052632,1,1,1,1,0.894736842105263,0.947368421052632,0.941176470588235,1,0.941176470588235,1,0.875,0.947368421052632,0.947368421052632,0.894736842105263,0.947368421052632,0.842105263157895,1,0.944444444444444,0.947368421052632,1,0.947368421052632
id16409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.944444444444444,1,1,1,1,1
