Row,consistency,opportunity,percentage
id12258,0,0,NaN
id12264,0,0,NaN
id12267,0,0,NaN
id12268,0,0,NaN
id12269,0,0,NaN
id12275,0,0,NaN
id12276,0,0,NaN
id12286,0,0,NaN
id12291,0,0,NaN
id12294,0,0,NaN
id12295,0,0,NaN
id12296,0,0,NaN
id12298,0,0,NaN
id12300,0,0,NaN
id13125,0,0,NaN
id13126,0,0,NaN
id13308,0,0,NaN
id13347,0,0,NaN
id13657,0,0,NaN
id14585,0,0,NaN
id15091,0,0,NaN
id15092,0,0,NaN
id15093,0,0,NaN
id15094,0,0,NaN
id15095,0,0,NaN
id15096,0,0,NaN
id15097,0,0,NaN
id15098,0,0,NaN
id15099,0,0,NaN
id15100,0,0,NaN
id15101,0,0,NaN
id15360,0,0,NaN
id15361,0,0,NaN
id15362,0,0,NaN
id15718,0,0,NaN
id15719,0,0,NaN
id15720,0,0,NaN
id15721,0,0,NaN
id15723,0,0,NaN
id15724,0,0,NaN
id15725,0,0,NaN
id15726,0,0,NaN
id16023,0,0,NaN
id16062,0,0,NaN
id16063,0,0,NaN
id16124,0,0,NaN
id16407,0,0,NaN
id16408,0,0,NaN
id16409,0,0,NaN
id16410,0,0,NaN
id16411,0,0,NaN
id16412,0,0,NaN
id16413,0,0,NaN
id16414,0,0,NaN
id16415,0,0,NaN
id16416,0,0,NaN
id16417,0,0,NaN
id16418,0,0,NaN
id16419,0,0,NaN
id16420,0,0,NaN
id16421,0,0,NaN
id16422,0,0,NaN
id16423,0,0,NaN
id16424,0,0,NaN
id16425,0,0,NaN
id16426,0,0,NaN
id16427,0,0,NaN
id16428,0,0,NaN
id16429,0,0,NaN
id16430,0,0,NaN
id17720,0,0,NaN
id3804,0,0,NaN
id3806,0,0,NaN
id3808,0,0,NaN
id3812,0,0,NaN
id3819,0,0,NaN
id3824,0,0,NaN
id3825,0,0,NaN
id3834,0,0,NaN
id3844,0,0,NaN
id3845,0,0,NaN
id3846,0,0,NaN
id3847,0,0,NaN
id3851,0,0,NaN
id3855,0,0,NaN
id3869,0,0,NaN
id3870,0,0,NaN
id3886,0,0,NaN
id3891,0,0,NaN
id3895,0,0,NaN
id3896,0,0,NaN
id3897,0,0,NaN
id3914,0,0,NaN
id3922,0,0,NaN
id3926,0,0,NaN
id3933,0,0,NaN
id3934,0,0,NaN
id3938,0,0,NaN
id3942,0,0,NaN
id3956,0,0,NaN
