Row,id12304,id12306,id12308,id15363,id3818,id3835,id3837,id3838,id3840,id3864,id3867,id3877,id3887,id3916
id12304,1,0.862068965517241,0.931818181818182,0.915492957746479,0.830357142857143,0.804054054054054,0.849673202614379,0.811188811188811,0.882352941176471,0.901960784313726,0.88,0.781456953642384,0.869281045751634,0.834437086092715
id12306,0.862068965517241,1,0.862068965517241,0.9,0.896551724137931,0.896551724137931,0.862068965517241,0.896551724137931,0.896551724137931,0.862068965517241,0.896551724137931,0.862068965517241,0.896551724137931,0.827586206896552
id12308,0.931818181818182,0.862068965517241,1,0.96,0.909090909090909,0.931818181818182,0.909090909090909,0.863636363636364,0.977272727272727,0.954545454545455,0.931818181818182,0.886363636363636,0.954545454545455,0.886363636363636
id15363,0.915492957746479,0.9,0.96,1,0.814285714285714,0.887323943661972,0.901408450704225,0.816901408450704,0.887323943661972,0.915492957746479,0.915492957746479,0.826086956521739,0.915492957746479,0.859154929577465
id3818,0.830357142857143,0.896551724137931,0.909090909090909,0.814285714285714,1,0.825688073394495,0.839285714285714,0.821428571428571,0.776785714285714,0.785714285714286,0.834862385321101,0.790909090909091,0.794642857142857,0.803571428571429
id3835,0.804054054054054,0.896551724137931,0.931818181818182,0.887323943661972,0.825688073394495,1,0.844594594594595,0.840579710144927,0.790540540540541,0.797297297297297,0.875862068965517,0.835616438356164,0.824324324324324,0.810810810810811
id3837,0.849673202614379,0.862068965517241,0.909090909090909,0.901408450704225,0.839285714285714,0.844594594594595,1,0.86013986013986,0.797385620915033,0.816993464052288,0.866666666666667,0.774834437086093,0.797385620915033,0.841059602649007
id3838,0.811188811188811,0.896551724137931,0.863636363636364,0.816901408450704,0.821428571428571,0.840579710144927,0.86013986013986,1,0.741258741258741,0.748251748251748,0.835714285714286,0.801418439716312,0.825174825174825,0.773049645390071
id3840,0.882352941176471,0.896551724137931,0.977272727272727,0.887323943661972,0.776785714285714,0.790540540540541,0.797385620915033,0.741258741258741,1,0.954248366013072,0.84,0.748344370860927,0.882352941176471,0.887417218543046
id3864,0.901960784313726,0.862068965517241,0.954545454545455,0.915492957746479,0.785714285714286,0.797297297297297,0.816993464052288,0.748251748251748,0.954248366013072,1,0.873333333333333,0.735099337748344,0.888888888888889,0.894039735099338
id3867,0.88,0.896551724137931,0.931818181818182,0.915492957746479,0.834862385321101,0.875862068965517,0.866666666666667,0.835714285714286,0.84,0.873333333333333,1,0.831081081081081,0.84,0.858108108108108
id3877,0.781456953642384,0.862068965517241,0.886363636363636,0.826086956521739,0.790909090909091,0.835616438356164,0.774834437086093,0.801418439716312,0.748344370860927,0.735099337748344,0.831081081081081,1,0.781456953642384,0.76510067114094
id3887,0.869281045751634,0.896551724137931,0.954545454545455,0.915492957746479,0.794642857142857,0.824324324324324,0.797385620915033,0.825174825174825,0.882352941176471,0.888888888888889,0.84,0.781456953642384,1,0.821192052980132
id3916,0.834437086092715,0.827586206896552,0.886363636363636,0.859154929577465,0.803571428571429,0.810810810810811,0.841059602649007,0.773049645390071,0.887417218543046,0.894039735099338,0.858108108108108,0.76510067114094,0.821192052980132,1
