bill_number,bill_id,title
HB1001,869476,"An Act For The Arkansas House Of Representatives Of The Ninetieth General Assembly Appropriation For The 2015-2016 Fiscal Year."
HB1002,866643,"The General Appropriation Act For The 2016-2017 Fiscal Year."
HB1003,866677,"An Act For The State Military Department Reappropriation."
HB1004,866689,"An Act For The Institutions Of Higher Education Reappropriation."
HB1005,866634,"An Act For The Northwest Technical Institute Reappropriation."
HB1006,866659,"An Act For The Riverside Vocational Technical School Reappropriation."
HB1007,866543,"An Act For The Crowley's Ridge Technical Institute Reappropriation."
HB1008,866655,"An Act For The Department Of Education - And Its Various Divisions Reappropriation."
HB1009,866671,"An Act For The Capitol Zoning District Commission Reappropriation."
HB1010,866586,"An Act For The Department Of Community Correction Reappropriation."
HB1011,866631,"An Act For The Arkansas Commission On Law Enforcement Standards And Training Reappropriation."
HB1012,866675,"An Act For The Department Of Correction Reappropriation."
HB1013,866652,"An Act For The Department Of Arkansas State Police Reappropriation."
HB1014,866633,"An Act For The Department Of Finance And Administration - Building Authority Division Reappropriation."
HB1015,866590,"An Act For The Arkansas Natural Resources Commission Reappropriation."
HB1016,866681,"An Act For The Department Of Parks And Tourism - Arkansas History Commission Reappropriation."
HB1017,866601,"An Act For The Department Of Workforce Services Appropriation For The 2016-2017 Fiscal Year."
HB1018,866555,"An Act For The Martin Luther King, Jr. Commission Appropriation For The 2016-2017 Fiscal Year."
HB1019,866553,"An Act For The Department Of Finance And Administration - Division Of Racing Appropriation For The 2016-2017 Fiscal Year."
HB1020,866560,"An Act For The Department Of Finance And Administration - Office Of Child Support Enforcement Appropriation For The 2016-2017 Fiscal Year."
HB1021,866627,"An Act For The Arkansas Public Service Commission Appropriation For The 2016-2017 Fiscal Year."
HB1022,866594,"An Act For The State Department For Social Security Administration Disability Determination Appropriation For The 2016-2017 Fiscal Year."
HB1023,866559,"An Act For The Department Of Education - Arkansas School For The Blind Appropriation For The 2016-2017 Fiscal Year."
HB1024,866638,"An Act For The Department Of Education - Arkansas School For The Deaf Appropriation For The 2016-2017 Fiscal Year."
HB1025,866637,"An Act For The Department Of Health Appropriation For The 2016-2017 Fiscal Year."
HB1026,866581,"An Act For The Henderson State University Appropriation For The 2016-2017 Fiscal Year."
HB1027,866635,"An Act For The Southern Arkansas University Appropriation For The 2016-2017 Fiscal Year."
HB1028,866613,"An Act For The Arkansas Public Employees Retirement System Appropriation For The 2016-2017 Fiscal Year."
HB1029,866674,"An Act For The Department Of Finance And Administration - Revenue Services Division Appropriation For The 2016-2017 Fiscal Year."
HB1030,866690,"An Act For The Department Of Information Systems Appropriation For The 2016-2017 Fiscal Year."
HB1031,866568,"An Act For The Department Of Finance And Administration - Management Services Division Appropriation For The 2016-2017 Fiscal Year."
HB1032,866644,"An Act For The State Military Department Appropriation For The 2016-2017 Fiscal Year."
HB1033,866606,"An Act For The Arkansas Veterans' Child Welfare Service Office Appropriation For The 2016-2017 Fiscal Year."
HB1034,866573,"An Act For The Disabled Veterans' Services Office Appropriation For The 2016-2017 Fiscal Year."
HB1035,866623,"An Act For The Department Of Career Education - Arkansas Rehabilitation Services Appropriation For The 2016-2017 Fiscal Year."
HB1036,866580,"An Act For The Arkansas Department Of Environmental Quality Appropriation For The 2016-2017 Fiscal Year."
HB1037,866600,"An Act For The Arkansas Department Of Emergency Management Appropriation For The 2016-2017 Fiscal Year."
HB1038,866565,"An Act For The Arkansas State Board Of Registration Of Foresters Appropriation For The 2016-2017 Fiscal Year."
HB1039,866584,"An Act For The State Board Of Pharmacy Appropriation For The 2016-2017 Fiscal Year."
HB1040,866604,"An Act For The Department Of Career Education Appropriation For The 2016-2017 Fiscal Year."
HB1041,866687,"An Act For The Department Of Finance And Administration - Disbursing Officer Appropriation For The 2016-2017 Fiscal Year."
HB1042,866545,"An Act For The University Of Arkansas For Medical Sciences - Reynolds Center On Aging, Boozman College Of Public Health, Ark. Biosciences Institute, & The Area Health Ed. Center In Helena Appropriation For The 2016-17 Fiscal Yr."
HB1043,866661,"An Act For The University Of Arkansas At Little Rock Appropriation For The 2016-2017 Fiscal Year."
HB1044,866656,"An Act For The University Of Arkansas And The Division Of Agriculture - Arkansas Biosciences Institutes Appropriation For The 2016-2017 Fiscal Year."
HB1045,866691,"An Act For The Arkansas Tech University Appropriation For The 2016-2017 Fiscal Year."
HB1046,866642,"An Act For The Department Of Health - Tobacco Prevention And Cessation Programs Appropriation For The 2016-2017 Fiscal Year."
HB1047,866682,"An Act For The Arkansas Motor Vehicle Commission Appropriation For The 2016-2017 Fiscal Year."
HB1048,866670,"An Act For The Office Of Health Information Technology Appropriation For The 2016-2017 Fiscal Year."
HB1049,866561,"An Act For The Department Of Arkansas Heritage Appropriation For The 2016-2017 Fiscal Year."
HB1050,866673,"An Act For The State Insurance Department Appropriation For The 2016-2017 Fiscal Year."
HB1051,866622,"An Act For The Arkansas Development Finance Authority Appropriation For The 2016-2017 Fiscal Year."
HB1052,866639,"An Act For The Department Of Education - Arkansas State Library Appropriation For The 2016-2017 Fiscal Year."
HB1053,866628,"An Act For The Arkansas Board Of Dispensing Opticians Appropriation For The 2016-2017 Fiscal Year."
