bill_id,roll_call_id,date,description,yea,nay,nv
415972,174863,2010-02-02,"Senate Natural Resources, Infrastructure and Public Debt Committee Action (DP)",6,1,0
415972,174864,2010-02-04,"House Appropriations Committee Action (DP)",9,4,0
415972,174865,2010-02-04,"House Rules Committee Action (C&P)",7,0,0
415986,174911,2010-02-02,"Senate Natural Resources, Infrastructure and Public Debt Committee Action (DPA)",7,0,0
415986,174912,2010-02-04,"House Appropriations Committee Action (DP)",13,0,0
415986,174913,2010-02-04,"House Rules Committee Action (C&P)",7,0,0
416000,174931,2010-02-02,"Senate Natural Resources, Infrastructure and Public Debt Committee Action (DPA)",7,0,0
416000,174932,2010-02-04,"House Appropriations Committee Action (DP)",10,3,0
416000,174933,2010-02-04,"House Rules Committee Action (C&P)",7,0,0
416014,174947,2010-02-02,"Senate Natural Resources, Infrastructure and Public Debt Committee Action (DPA)",7,0,0
416014,174948,2010-02-04,"House Appropriations Committee Action (DP)",9,3,0
416014,174949,2010-02-04,"House Rules Committee Action (C&P)",7,0,0
416027,174961,2010-02-02,"Senate Natural Resources, Infrastructure and Public Debt Committee Action (DP)",7,0,0
416027,174962,2010-02-04,"House Appropriations Committee Action (DP)",10,2,0
416027,174963,2010-02-04,"House Rules Committee Action (C&P)",7,0,0
416043,175002,2010-02-02,"Senate Natural Resources, Infrastructure and Public Debt Committee Action (DP)",7,0,0
416043,175003,2010-02-02,"Senate - Third Reading",20,8,0
416043,175004,2010-02-04,"House Appropriations Committee Action (DP)",9,4,0
416043,175005,2010-02-04,"House Rules Committee Action (C&P)",7,0,0
