Row,id10994,id10995,id10996,id10997,id10998,id10999,id11003,id11006,id11547,id11552,id11942,id11945,id11949,id12119,id12655,id13161,id13186,id13312,id13313,id13528,id13948,id13950,id13952,id14651,id14653,id14654,id14656,id14657,id14658,id14660,id14661,id16311,id16966,id16967,id16974,id16975,id16976,id16978,id16982,id16984,id16985,id16986,id16987,id16989,id16990,id16991,id16992,id16993,id17718,id17944,id524,id589,id612,id634,id636,id849,id854,id857,id859,id861,id864,id866,id870
id14654,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,1,0.5,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,0.666666666666667,1,NaN,NaN,NaN,NaN,1,NaN
id14656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN
id14657,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,1,1,1,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,1,1,1,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,1,NaN
id14658,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN
id14660,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN
id14661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id16311,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,1,1,NaN,1,1,0.5,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN
id16966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id16967,NaN,1,NaN,NaN,NaN,0.333333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,0.333333333333333,0.5,1,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0.666666666666667,NaN,1,0.666666666666667,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,0.666666666666667,NaN,0.333333333333333,0.666666666666667,NaN,NaN,NaN,NaN,0.666666666666667,NaN
id16974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,1,NaN,1,1,0.5,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1
id16975,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,1,NaN,1,1,0.5,1,NaN,1,1,NaN,1,1,NaN,NaN,NaN,0,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN
id16976,NaN,NaN,NaN,NaN,1,0.666666666666667,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,0.666666666666667,1,0.5,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,0.666666666666667,1,1,1,NaN,1,1,0.5,NaN,1,NaN,0.75,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,0.666666666666667,1,1,NaN,NaN,NaN,1,NaN
id16978,1,NaN,1,NaN,1,1,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,1,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN
id16982,1,1,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,NaN,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,1,1,1,1,1,0.75,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN
id16984,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.666666666666667,1,0.5,1,1,1,NaN,NaN,NaN,NaN,1,NaN,0.666666666666667,1,1,1,NaN,1,1,0.5,NaN,1,NaN,0.75,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,0.666666666666667,1,1,NaN,NaN,NaN,1,NaN
id16985,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,0.5,0.5,0.5,1,0.75,0.5,1,NaN,NaN,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN
id16986,NaN,NaN,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,1,1,NaN,1,1,0.5,NaN,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN
id16987,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,0,1,NaN,NaN,NaN,NaN,1,NaN
id16989,1,NaN,1,1,1,1,1,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,1,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,1,1,NaN,1,1,NaN,1,1,NaN,1,NaN,0,NaN,NaN,1,NaN,NaN,1,1,NaN,1,NaN,NaN
id16990,NaN,1,NaN,NaN,NaN,0.333333333333333,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,1,NaN,1,NaN,NaN,0.333333333333333,0.5,1,NaN,0.666666666666667,NaN,1,NaN,1,NaN,1,NaN,1,1,1,0.75,NaN,1,0.75,0,1,1,1,1,NaN,NaN,NaN,1,1,NaN,NaN,0.666666666666667,0.666666666666667,NaN,0.5,0.75,NaN,1,NaN,1,0.666666666666667,1
id16991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id16992,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,0,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN
id16993,NaN,NaN,1,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,0,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1,NaN
id17718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1
id17944,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN
id524,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id589,NaN,NaN,0,0,NaN,1,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0.5,NaN,0,NaN,NaN,0,0,NaN,1,1,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN
id612,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,1,0.5,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,0.666666666666667,1,NaN,NaN,NaN,NaN,1,NaN
id634,1,NaN,NaN,NaN,1,0.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.75,1,0.5,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,1,1,1,1,1,NaN,1,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,0.666666666666667,1,1,NaN,NaN,NaN,1,NaN
id636,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,0,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
id849,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,0.666666666666667,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.333333333333333,1,NaN,0.666666666666667,NaN,NaN,0.666666666666667,NaN,NaN,0,NaN,0.5,NaN,NaN,NaN,1,NaN,NaN,NaN,0.666666666666667,0.666666666666667,NaN,1,0.75,NaN,NaN,NaN,NaN,0.666666666666667,1
id854,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,0.666666666666667,1,0.666666666666667,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,1,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,0.75,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,0.75,1,NaN,NaN,NaN,NaN,1,1
id857,1,NaN,NaN,NaN,1,1,1,NaN,NaN,1,NaN,1,NaN,NaN,1,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,NaN,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,1,1,1,1,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN
id859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN
id861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN
id864,NaN,NaN,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,1,1,NaN,NaN,1,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,1,1,NaN,1,NaN,0,NaN,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN
id866,NaN,NaN,NaN,NaN,1,0.666666666666667,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,0.666666666666667,1,0.5,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,0.666666666666667,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,0.666666666666667,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,0.666666666666667,1,1,NaN,NaN,NaN,1,NaN
id870,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1
