Row,consistency,opportunity,percentage
id10994,0,0,NaN
id10995,0,0,NaN
id10996,0,0,NaN
id10997,0,0,NaN
id10998,0,0,NaN
id10999,0,0,NaN
id11003,0,0,NaN
id11005,0,0,NaN
id11006,0,0,NaN
id11544,0,0,NaN
id11547,0,0,NaN
id11548,0,0,NaN
id11549,0,0,NaN
id11550,0,0,NaN
id11552,0,0,NaN
id11942,0,0,NaN
id11943,0,0,NaN
id11944,0,0,NaN
id11945,0,0,NaN
id11947,0,0,NaN
id11949,0,0,NaN
id11951,0,0,NaN
id12119,0,0,NaN
id12655,0,0,NaN
id13161,0,0,NaN
id13186,0,0,NaN
id13312,0,0,NaN
id13313,0,0,NaN
id13527,0,0,NaN
id13528,0,0,NaN
id13835,0,0,NaN
id13948,0,0,NaN
id13950,0,0,NaN
id13952,0,0,NaN
id13964,0,0,NaN
id14651,0,0,NaN
id14652,0,0,NaN
id14653,0,0,NaN
id14654,0,0,NaN
id14655,0,0,NaN
id14656,0,0,NaN
id14657,0,0,NaN
id14658,0,0,NaN
id14659,0,0,NaN
id14660,0,0,NaN
id14661,0,0,NaN
id14662,0,0,NaN
id14663,0,0,NaN
id16042,0,0,NaN
id16276,0,0,NaN
id16311,0,0,NaN
id16966,0,0,NaN
id16967,0,0,NaN
id16968,0,0,NaN
id16969,0,0,NaN
id16970,0,0,NaN
id16971,0,0,NaN
id16972,0,0,NaN
id16973,0,0,NaN
id16974,0,0,NaN
id16975,0,0,NaN
id16976,0,0,NaN
id16977,0,0,NaN
id16978,0,0,NaN
id16979,0,0,NaN
id16980,0,0,NaN
id16981,0,0,NaN
id16982,0,0,NaN
id16983,0,0,NaN
id16984,0,0,NaN
id16985,0,0,NaN
id16986,0,0,NaN
id16987,0,0,NaN
id16988,0,0,NaN
id16989,0,0,NaN
id16990,0,0,NaN
id16991,0,0,NaN
id16992,0,0,NaN
id16993,0,0,NaN
id17718,0,0,NaN
id17872,0,0,NaN
id17944,0,0,NaN
id2378,0,0,NaN
id524,0,0,NaN
id551,0,0,NaN
id589,0,0,NaN
id592,0,0,NaN
id596,0,0,NaN
id612,0,0,NaN
id614,0,0,NaN
id621,0,0,NaN
id634,0,0,NaN
id636,0,0,NaN
id849,0,0,NaN
id854,0,0,NaN
id857,0,0,NaN
id859,0,0,NaN
id861,0,0,NaN
id864,0,0,NaN
id866,0,0,NaN
id869,0,0,NaN
id870,0,0,NaN
