Row,id10994,id10995,id10996,id10997,id10998,id10999,id11003,id11005,id11006,id11547,id11548,id11549,id11550,id11552,id11942,id11943,id11944,id11945,id11949,id11951,id12119,id12655,id13161,id13186,id13312,id13313,id13528,id13835,id13948,id13952,id16276,id551,id589,id612,id621,id634,id636,id849,id854,id857,id859,id861,id864,id866,id869,id870
id10994,1,1,0.769230769230769,1,1,1,0.884615384615385,0.461538461538462,0.923076923076923,0.96,0.461538461538462,0.384615384615385,0.91304347826087,0.961538461538462,0.869565217391304,0.192307692307692,0.384615384615385,0.961538461538462,1,0.153846153846154,0.96,1,0.875,0.9,0.9,0.8,0.888888888888889,0.444444444444444,0.875,1,0.307692307692308,0.269230769230769,0.961538461538462,0.923076923076923,0.192307692307692,NaN,0.884615384615385,0.846153846153846,0.956521739130435,0.961538461538462,1,1,0.92,1,0.307692307692308,1
id10995,1,1,0.722222222222222,1,1,1,1,0.388888888888889,1,1,0.5,0.388888888888889,1,1,0.9375,0.166666666666667,0.388888888888889,1,1,0.111111111111111,1,1,1,1,1,1,1,0.333333333333333,1,1,0.333333333333333,0.222222222222222,1,1,0.222222222222222,NaN,0.888888888888889,0.833333333333333,1,1,1,1,1,1,0.333333333333333,1
id10996,1,1,1,1,1,0.888888888888889,0.777777777777778,0.777777777777778,0.777777777777778,1,0.777777777777778,0.555555555555556,0.875,0.888888888888889,0.875,0.444444444444444,0.666666666666667,0.888888888888889,1,0.444444444444444,1,1,0.8,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,1,0.555555555555556,0.666666666666667,0.888888888888889,0.888888888888889,0.555555555555556,NaN,1,0.888888888888889,0.75,0.888888888888889,1,0.888888888888889,0.75,1,0.555555555555556,1
id10997,1,1,0.8,1,1,1,1,0.4,1,1,0.3,0.5,1,1,0.8,0.3,0.4,1,1,0.3,1,1,1,1,1,1,1,1,1,1,0.5,0.3,1,1,0.3,NaN,0.9,1,1,1,1,1,0.888888888888889,1,0.3,1
id10998,1,1,0.727272727272727,1,1,0.954545454545455,0.954545454545455,0.318181818181818,1,1,0.454545454545455,0.454545454545455,0.952380952380952,1,0.857142857142857,0.0909090909090909,0.380952380952381,1,0.954545454545455,0.0909090909090909,1,1,1,1,1,0.888888888888889,1,0.285714285714286,1,1,0.409090909090909,0.272727272727273,1,1,0.227272727272727,NaN,0.863636363636364,0.863636363636364,1,1,1,1,1,1,0.272727272727273,1
id10999,1,1,0.761904761904762,1,0.952380952380952,1,0.95,0.428571428571429,0.952380952380952,0.95,0.428571428571429,0.380952380952381,1,1,0.95,0.142857142857143,0.333333333333333,1,1,0.142857142857143,0.95,1,1,1,1,1,1,0.2,1,1,0.380952380952381,0.238095238095238,1,0.952380952380952,0.2,NaN,0.904761904761905,0.857142857142857,1,1,1,1,1,1,0.380952380952381,1
id11003,1,1,0.727272727272727,1,1,0.954545454545455,1,0.318181818181818,1,0.95,0.363636363636364,0.545454545454545,0.95,1,0.894736842105263,0.0909090909090909,0.476190476190476,1,0.954545454545455,0.0454545454545455,1,1,1,1,1,0.888888888888889,1,0.333333333333333,1,1,0.272727272727273,0.136363636363636,1,1,0.0909090909090909,NaN,0.863636363636364,0.909090909090909,1,1,1,1,1,1,0.181818181818182,1
id11005,1,1,1,1,1,1,0.8,1,0.8,1,1,0.6,0.75,0.8,1,0.8,1,1,1,0.8,1,1,0.666666666666667,0.5,1,0.5,1,1,1,1,0.8,0.8,0.8,0.8,0.6,NaN,1,1,0.8,0.8,1,1,0.75,1,0.8,1
id11006,1,1,0.769230769230769,1,1,0.961538461538462,1,0.346153846153846,1,1,0.384615384615385,0.384615384615385,0.956521739130435,1,0.916666666666667,0.115384615384615,0.36,1,0.961538461538462,0.0769230769230769,1,1,1,1,1,0.916666666666667,1,0.222222222222222,1,1,0.307692307692308,0.192307692307692,1,1,0.115384615384615,NaN,0.884615384615385,0.923076923076923,1,1,1,1,1,1,0.192307692307692,1
id11544,0.5,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0,1,0,0,0,1,1,1,1,1,0.5,1,1,NaN,1,1,1,0.5,1,1,1,1,1,1
