Row,consistency,opportunity,percentage
id11296,0,0,NaN
id11540,0,0,NaN
id11948,0,0,NaN
id12034,0,0,NaN
id12036,0,0,NaN
id12066,0,0,NaN
id13503,0,0,NaN
id13938,0,0,NaN
id16994,0,0,NaN
id516,0,0,NaN
id525,0,0,NaN
id531,0,0,NaN
id549,0,0,NaN
id560,0,0,NaN
id561,0,0,NaN
id563,0,0,NaN
id565,0,0,NaN
id578,0,0,NaN
id581,0,0,NaN
id591,0,0,NaN
id599,0,0,NaN
id605,0,0,NaN
id607,0,0,NaN
id610,0,0,NaN
id616,0,0,NaN
id620,0,0,NaN
id633,0,0,NaN
id637,0,0,NaN
id847,0,0,NaN
id850,0,0,NaN
id855,0,0,NaN
id860,0,0,NaN
id862,0,0,NaN
id863,0,0,NaN
