Row,id11296,id531,id560,id561,id599,id620,id637,id863
id11296,NaN,1,1,NaN,1,1,1,0
id531,NaN,1,1,NaN,1,1,1,0
id560,NaN,1,1,NaN,1,1,1,0
id561,NaN,1,1,NaN,1,1,1,0
id599,NaN,1,1,NaN,1,1,1,0
id620,NaN,1,1,NaN,1,1,1,0
id637,NaN,1,1,NaN,1,1,1,0
id863,NaN,1,1,NaN,1,1,1,0
