Row,id10994,id10995,id10996,id10997,id10998,id10999,id11003,id11006,id11547,id11550,id11552,id11942,id11945,id11949,id12119,id12655,id13161,id13186,id13312,id13313,id13528,id13948,id13952,id589,id612,id634,id636,id849,id854,id857,id859,id861,id864,id866,id870
id13948,1,1,1,1,1,1,0.75,0.75,1,0.75,0.75,1,1,1,1,1,0.75,0.75,1,0.75,1,1,1,0.75,0.75,NaN,1,1,0.5,0.75,1,1,0.75,1,1
id13952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1
id589,1,1,0.8,1,1,0.96,0.958333333333333,0.96,1,1,1,0.869565217391304,0.96,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.92,0.84,0.956521739130435,1,1,0.96,0.958333333333333,1,1
id612,1,1,0.730769230769231,1,1,0.923076923076923,0.961538461538462,0.961538461538462,1,0.961538461538462,1,0.916666666666667,1,0.961538461538462,1,1,1,1,1,0.923076923076923,1,1,1,1,1,NaN,0.884615384615385,0.884615384615385,1,1,1,1,0.96,1,1
id634,1,1,0.733333333333333,1,1,0.933333333333333,0.933333333333333,0.933333333333333,1,0.916666666666667,1,0.928571428571429,0.933333333333333,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.933333333333333,0.933333333333333,1,1,1,1,1,1,1
id636,1,1,0.818181818181818,1,1,1,0.818181818181818,0.909090909090909,1,0.909090909090909,0.909090909090909,0.8,1,1,1,1,0.875,0.8,1,0.8,1,1,1,0.909090909090909,0.909090909090909,NaN,1,1,0.9,0.909090909090909,1,1,0.8,1,1
id849,1,1,0.909090909090909,1,1,1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1
id854,1,1,0.727272727272727,1,1,0.954545454545455,0.954545454545455,0.954545454545455,1,0.95,1,0.904761904761905,0.954545454545455,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.909090909090909,0.863636363636364,1,1,1,1,0.952380952380952,1,1
id857,1,1,0.684210526315789,1,1,0.947368421052632,1,1,1,0.944444444444444,1,0.941176470588235,1,0.947368421052632,1,1,1,1,1,0.833333333333333,1,1,1,0.95,0.95,NaN,0.894736842105263,0.85,0.944444444444444,1,1,0.95,1,1,1
id859,1,1,0.84,1,1,0.96,0.92,0.92,1,0.958333333333333,0.96,0.909090909090909,1,1,1,1,0.9375,0.916666666666667,1,0.916666666666667,1,1,1,0.96,0.96,NaN,0.88,0.96,0.956521739130435,0.96,1,1,0.96,1,1
id861,1,0.944444444444444,0.684210526315789,0.947368421052632,0.947368421052632,0.947368421052632,1,1,0.944444444444444,1,1,0.833333333333333,1,1,1,1,0.916666666666667,1,1,1,1,1,1,0.947368421052632,0.947368421052632,NaN,0.894736842105263,0.842105263157895,1,0.947368421052632,0.941176470588235,1,1,0.947368421052632,0.947368421052632
id864,1,1,0.75,1,1,1,0.947368421052632,1,1,1,1,0.842105263157895,1,1,1,1,1,1,1,1,1,1,1,0.952380952380952,0.952380952380952,NaN,0.8,0.857142857142857,0.952380952380952,1,1,0.952380952380952,1,1,1
id866,1,1,0.875,1,1,0.958333333333333,0.916666666666667,0.958333333333333,1,0.91304347826087,0.916666666666667,0.904761904761905,1,1,1,1,0.888888888888889,0.923076923076923,1,0.846153846153846,0.916666666666667,0.916666666666667,0.916666666666667,0.958333333333333,0.958333333333333,NaN,0.958333333333333,0.958333333333333,0.909090909090909,0.958333333333333,1,1,0.869565217391304,1,1
id870,1,1,0.714285714285714,1,0.952380952380952,0.952380952380952,0.857142857142857,0.904761904761905,0.95,0.95,1,0.842105263157895,0.952380952380952,0.952380952380952,0.95,1,1,0.888888888888889,1,0.777777777777778,0.857142857142857,1,1,0.952380952380952,0.904761904761905,NaN,0.904761904761905,0.857142857142857,1,1,1,1,0.95,1,1
