Row,id10994,id10995,id10996,id10997,id10998,id10999,id11003,id11006,id11547,id11550,id11552,id11942,id11945,id11949,id12119,id12655,id13161,id13186,id13312,id13313,id13528,id13948,id13952,id589,id612,id634,id636,id849,id854,id857,id859,id861,id864,id866,id870
id10994,1,1,0.769230769230769,1,1,1,0.884615384615385,0.923076923076923,0.96,0.91304347826087,0.961538461538462,0.869565217391304,0.961538461538462,1,0.96,1,0.875,0.9,0.9,0.8,0.888888888888889,0.875,1,0.961538461538462,0.923076923076923,NaN,0.884615384615385,0.846153846153846,0.956521739130435,0.961538461538462,1,1,0.92,1,1
id10995,1,1,0.722222222222222,1,1,1,1,1,1,1,1,0.9375,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.888888888888889,0.833333333333333,1,1,1,1,1,1,1
id10996,1,1,1,1,1,0.888888888888889,0.777777777777778,0.777777777777778,1,0.875,0.888888888888889,0.875,0.888888888888889,1,1,1,0.8,0.666666666666667,1,0.666666666666667,1,1,1,0.888888888888889,0.888888888888889,NaN,1,0.888888888888889,0.75,0.888888888888889,1,0.888888888888889,0.75,1,1
id10997,1,1,0.8,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.9,1,1,1,1,1,0.888888888888889,1,1
id10998,1,1,0.727272727272727,1,1,0.954545454545455,0.954545454545455,1,1,0.952380952380952,1,0.857142857142857,1,0.954545454545455,1,1,1,1,1,0.888888888888889,1,1,1,1,1,NaN,0.863636363636364,0.863636363636364,1,1,1,1,1,1,1
id10999,1,1,0.761904761904762,1,0.952380952380952,1,0.95,0.952380952380952,0.95,1,1,0.95,1,1,0.95,1,1,1,1,1,1,1,1,1,0.952380952380952,NaN,0.904761904761905,0.857142857142857,1,1,1,1,1,1,1
id11003,1,1,0.727272727272727,1,1,0.954545454545455,1,1,0.95,0.95,1,0.894736842105263,1,0.954545454545455,1,1,1,1,1,0.888888888888889,1,1,1,1,1,NaN,0.863636363636364,0.909090909090909,1,1,1,1,1,1,1
id11006,1,1,0.769230769230769,1,1,0.961538461538462,1,1,1,0.956521739130435,1,0.916666666666667,1,0.961538461538462,1,1,1,1,1,0.916666666666667,1,1,1,1,1,NaN,0.884615384615385,0.923076923076923,1,1,1,1,1,1,1
id11547,1,1,0.705882352941177,1,1,1,0.941176470588235,1,1,1,1,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.823529411764706,0.823529411764706,1,1,1,1,1,1,1
id11550,1,1,0.636363636363636,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.909090909090909,0.818181818181818,1,1,1,1,1,1,1
id11552,1,1,0.761904761904762,1,1,1,0.952380952380952,1,1,1,1,0.85,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.857142857142857,0.857142857142857,1,1,1,1,0.95,1,1
id11942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.833333333333333,1,1,1,1,1,1,1,1
id11945,1,0.96551724137931,0.8125,0.96875,0.9375,0.96875,0.935483870967742,0.96875,0.933333333333333,1,1,0.866666666666667,1,1,0.967741935483871,1,0.952380952380952,1,1,1,1,1,1,0.96875,0.9375,NaN,0.875,0.90625,1,0.96875,0.966666666666667,1,1,0.96875,0.96875
id11949,1,1,0.714285714285714,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1
id12119,1,1,0.857142857142857,1,1,0.928571428571429,0.928571428571429,1,1,0.928571428571429,1,0.833333333333333,1,0.928571428571429,1,1,1,1,1,0.9,1,1,1,1,1,NaN,1,1,1,1,1,1,0.923076923076923,1,1
id12655,1,1,0.785714285714286,1,1,1,0.928571428571429,0.928571428571429,1,0.923076923076923,0.928571428571429,0.833333333333333,1,1,1,1,0.875,0.75,1,0.75,1,1,1,0.928571428571429,0.928571428571429,NaN,0.857142857142857,0.857142857142857,0.916666666666667,0.928571428571429,1,1,0.923076923076923,1,1
id13161,1,1,0.75,1,1,1,1,1,1,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1
id13186,1,0.8,0.8,0.8,0.8,0.8,1,1,0.8,1,1,0.75,1,1,1,1,0.8,1,1,1,1,1,1,0.8,0.8,NaN,1,1,1,0.8,0.8,1,0.8,0.8,0.8
id13312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1
id13313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.9,1,1,1,1,1,0.9,1,1
id13528,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1
