roll_call_id,sponsor_id,vote
37167,4249,2
37167,4257,1
37167,4276,1
37167,4302,2
37167,4309,2
37167,10679,1
37167,10681,1
37167,10683,1
37167,10701,1
37167,10706,1
40865,4230,1
40865,4243,1
40865,4253,1
40865,4263,1
40865,4266,1
40865,4286,1
40865,4299,1
40865,4321,1
40865,10686,1
43007,4230,1
43007,4233,1
43007,4235,1
43007,4236,1
43007,4242,2
43007,4243,2
43007,4244,2
43007,4249,2
43007,4250,2
43007,4252,1
43007,4253,1
43007,4255,1
43007,4257,1
43007,4261,1
43007,4262,1
43007,4263,1
43007,4265,1
43007,4266,1
43007,4267,1
43007,4271,1
43007,4276,1
43007,4279,1
43007,4284,1
43007,4286,1
43007,4297,2
43007,4299,2
43007,4302,2
43007,4309,3
43007,4317,2
43007,4321,2
43007,4323,2
43007,4329,1
43007,4332,1
43007,4343,2
43007,10678,1
43007,10679,1
43007,10680,1
43007,10681,1
43007,10682,1
43007,10683,1
43007,10684,1
43007,10685,1
43007,10686,1
43007,10687,1
43007,10690,1
43007,10691,1
43007,10692,1
43007,10694,1
43007,10695,2
43007,10696,1
43007,10699,2
43007,10700,2
43007,10701,1
43007,10702,1
43007,10703,2
43007,10704,3
43007,10705,2
43007,10706,1
43007,10709,1
43007,11659,2
55700,4228,3
55700,4237,1
55700,4245,2
55700,4254,1
55700,10689,1
55700,10710,3
55700,10714,3
63425,4228,1
63425,4231,1
63425,4232,1
63425,4234,1
63425,4237,1
63425,4240,1
63425,4245,3
63425,4251,2
63425,4254,1
63425,4270,1
63425,4273,1
63425,4274,1
63425,4275,1
63425,4278,1
63425,4280,1
63425,4287,1
63425,4293,1
63425,4295,1
63425,4305,2
63425,4310,2
63425,4320,2
63425,4324,2
63425,4325,2
63425,10689,1
63425,10707,2
63425,10708,1
63425,10710,1
63425,10711,1
63425,10714,3
63425,10716,1
66307,4230,1
66307,4233,1
66307,4235,1
66307,4236,1
66307,4242,3
66307,4243,3
66307,4244,2
66307,4249,2
66307,4250,2
66307,4252,1
66307,4253,1
66307,4255,1
66307,4257,1
66307,4261,1
66307,4262,1
66307,4263,1
66307,4265,1
66307,4266,1
66307,4267,1
66307,4271,1
66307,4276,1
66307,4279,1
66307,4284,1
66307,4286,1
66307,4297,3
66307,4299,2
66307,4302,2
66307,4309,2
66307,4317,2
66307,4321,2
66307,4323,2
66307,4329,1
66307,4332,1
66307,4343,2
66307,10678,1
66307,10679,1
66307,10680,1
66307,10681,1
66307,10682,1
66307,10683,1
66307,10684,1
66307,10685,1
66307,10686,1
66307,10687,1
66307,10690,1
66307,10691,1
66307,10692,1
66307,10694,1
66307,10695,2
66307,10696,1
66307,10699,2
66307,10700,2
66307,10701,1
66307,10702,1
66307,10703,2
66307,10704,2
66307,10705,2
66307,10706,1
66307,10709,1
66307,11659,2
39910,4252,1
39910,4266,1
39910,4267,1
39910,4279,1
39910,4297,1
39910,4302,1
39910,10684,1
39910,10685,1
39910,10695,1
42083,4230,1
42083,4243,1
42083,4253,1
42083,4263,1
42083,4266,1
42083,4286,1
42083,4299,1
42083,4321,1
42083,10686,1
42282,4230,1
42282,4233,1
42282,4235,1
42282,4236,1
42282,4242,2
42282,4243,1
42282,4244,2
42282,4249,2
42282,4250,2
42282,4252,1
42282,4253,1
42282,4255,1
42282,4257,1
42282,4261,3
42282,4262,1
42282,4263,1
42282,4265,1
42282,4266,1
42282,4267,3
42282,4271,1
42282,4276,1
42282,4279,1
42282,4284,1
42282,4286,1
42282,4297,1
42282,4299,1
42282,4302,1
42282,4309,1
42282,4317,1
42282,4321,1
42282,4323,2
42282,4329,1
42282,4332,1
42282,4343,1
42282,10678,1
42282,10679,1
42282,10680,1
42282,10681,1
42282,10682,1
42282,10683,1
42282,10684,1
42282,10685,1
42282,10686,1
42282,10687,1
42282,10690,1
42282,10691,1
42282,10692,1
42282,10694,1
42282,10695,1
42282,10696,1
42282,10699,1
42282,10700,1
42282,10701,1
42282,10702,1
42282,10703,1
42282,10704,2
42282,10705,1
42282,10706,1
42282,10709,1
42282,11659,1
44586,4270,1
44586,4273,1
44586,4274,2
44586,4280,1
44586,4320,2
44586,4324,1
62527,4228,1
62527,4231,1
62527,4232,1
62527,4234,1
62527,4237,1
62527,4240,1
62527,4245,1
62527,4251,1
62527,4254,1
62527,4270,1
62527,4273,1
62527,4274,1
62527,4275,1
62527,4278,1
62527,4280,1
62527,4287,1
62527,4293,1
62527,4295,1
62527,4305,1
62527,4310,1
62527,4320,3
62527,4324,1
62527,4325,1
62527,10689,1
62527,10707,3
62527,10708,1
62527,10710,1
62527,10711,1
62527,10714,1
62527,10716,1
64827,4230,1
64827,4233,1
64827,4235,1
64827,4236,1
64827,4242,3
64827,4243,1
64827,4244,2
64827,4249,2
64827,4250,2
64827,4252,1
64827,4253,1
64827,4255,1
64827,4257,1
64827,4261,1
64827,4262,1
64827,4263,1
64827,4265,1
64827,4266,1
64827,4267,1
64827,4271,1
64827,4276,1
64827,4279,1
64827,4284,3
64827,4286,1
64827,4297,1
64827,4299,1
64827,4302,1
64827,4309,1
64827,4317,2
64827,4321,1
64827,4323,2
64827,4329,1
64827,4332,1
64827,4343,1
64827,10678,1
64827,10679,1
64827,10680,1
64827,10681,1
64827,10682,1
64827,10683,1
64827,10684,1
64827,10685,1
64827,10686,1
64827,10687,3
64827,10690,1
64827,10691,1
64827,10692,1
64827,10694,1
64827,10695,1
64827,10696,1
64827,10699,2
64827,10700,2
64827,10701,1
64827,10702,1
64827,10703,1
64827,10704,2
64827,10705,1
64827,10706,1
64827,10709,1
64827,11659,1
36205,4267,1
36205,4279,1
36205,4284,1
36205,4321,1
36205,4323,1
36205,10687,1
36205,10709,1
36206,4230,1
36206,4243,1
36206,4253,1
36206,4263,1
36206,4266,1
36206,4286,1
36206,4299,1
36206,4321,4
36206,10686,1
36207,4230,1
36207,4233,1
36207,4235,1
36207,4236,1
36207,4242,1
36207,4243,1
36207,4244,1
36207,4249,1
36207,4250,1
36207,4252,1
36207,4253,1
36207,4255,1
36207,4257,1
36207,4261,1
36207,4262,1
36207,4263,1
36207,4265,3
36207,4266,1
36207,4267,1
36207,4271,1
36207,4276,1
36207,4279,1
36207,4284,1
36207,4286,1
36207,4297,1
36207,4299,1
36207,4302,1
36207,4309,1
36207,4317,1
36207,4321,1
36207,4323,2
36207,4329,1
36207,4332,1
36207,4343,2
36207,10678,1
36207,10679,1
36207,10680,1
36207,10681,1
36207,10682,1
36207,10683,1
36207,10684,1
36207,10685,1
36207,10686,1
36207,10687,1
36207,10690,1
36207,10691,1
36207,10692,1
36207,10694,1
36207,10695,2
36207,10696,1
36207,10699,2
36207,10700,1
36207,10701,1
36207,10702,1
36207,10703,1
36207,10704,2
36207,10705,1
36207,10706,1
36207,10709,1
36207,11659,1
42859,4270,1
42859,4275,1
42859,4278,1
42859,4295,1
42859,4310,1
42859,4324,1
63235,4228,1
63235,4231,1
63235,4232,1
63235,4234,1
63235,4237,1
63235,4240,1
63235,4245,1
63235,4251,1
63235,4254,1
63235,4270,1
63235,4273,1
63235,4274,1
63235,4275,1
63235,4278,1
63235,4280,1
63235,4287,1
63235,4293,1
63235,4295,1
63235,4305,1
63235,4310,1
63235,4320,3
63235,4324,1
63235,4325,2
63235,10689,1
63235,10707,3
63235,10708,1
63235,10710,1
63235,10711,1
63235,10714,1
63235,10716,1
36297,4230,1
36297,4233,1
36297,4252,1
36297,4302,1
36297,10682,1
36297,10692,1
36297,10695,2
36297,10700,2
36297,10702,1
36298,4230,1
36298,4243,4
36298,4253,4
36298,4263,1
36298,4266,1
36298,4286,1
36298,4299,1
36298,4321,1
36298,10686,1
39897,4230,1
39897,4233,1
39897,4235,1
39897,4236,1
39897,4242,2
39897,4243,2
39897,4244,2
39897,4249,2
39897,4250,2
39897,4252,1
39897,4253,1
39897,4255,1
39897,4257,1
39897,4261,1
39897,4262,1
39897,4263,1
39897,4265,1
39897,4266,1
39897,4267,1
39897,4271,1
39897,4276,1
39897,4279,1
39897,4284,3
39897,4286,1
39897,4297,2
39897,4299,2
39897,4302,2
39897,4309,2
39897,4317,2
39897,4321,2
39897,4323,2
39897,4329,1
39897,4332,1
39897,4343,2
39897,10678,1
39897,10679,1
39897,10680,1
39897,10681,1
39897,10682,1
39897,10683,1
39897,10684,1
39897,10685,1
39897,10686,1
39897,10687,1
39897,10690,1
39897,10691,1
39897,10692,1
39897,10694,1
39897,10695,2
39897,10696,1
39897,10699,2
39897,10700,2
39897,10701,1
39897,10702,1
39897,10703,2
39897,10704,2
39897,10705,2
39897,10706,1
39897,10709,1
39897,11659,2
43006,4228,1
43006,4237,3
43006,4245,2
43006,4254,1
43006,10689,1
43006,10710,1
43006,10714,2
69591,4228,1
69591,4231,1
69591,4232,1
69591,4234,1
69591,4237,1
69591,4240,1
69591,4245,2
69591,4251,2
69591,4254,1
69591,4270,1
69591,4273,1
69591,4274,1
69591,4275,1
69591,4278,1
69591,4280,1
69591,4287,3
69591,4293,1
69591,4295,1
69591,4305,2
69591,4310,2
69591,4320,2
69591,4324,2
69591,4325,2
69591,10689,1
69591,10707,2
69591,10708,1
69591,10710,1
69591,10711,1
69591,10714,2
69591,10716,1
69592,4230,1
69592,4233,1
69592,4235,1
69592,4236,1
69592,4242,2
69592,4243,2
69592,4244,2
69592,4249,2
69592,4250,2
69592,4252,1
69592,4253,1
69592,4255,1
69592,4257,1
69592,4261,1
69592,4262,1
69592,4263,1
69592,4265,3
69592,4266,1
69592,4267,2
69592,4271,1
69592,4276,1
69592,4279,1
69592,4284,1
69592,4286,1
69592,4297,2
69592,4299,2
69592,4302,2
69592,4309,2
69592,4317,2
69592,4321,2
69592,4323,2
69592,4329,1
69592,4332,1
69592,4343,2
69592,10678,1
69592,10679,1
69592,10680,1
69592,10681,1
69592,10682,1
69592,10683,1
69592,10684,1
69592,10685,1
69592,10686,1
69592,10687,1
69592,10690,2
69592,10691,1
69592,10692,1
69592,10694,1
69592,10695,2
69592,10696,1
69592,10699,2
69592,10700,2
69592,10701,2
69592,10702,1
69592,10703,2
69592,10704,2
69592,10705,2
69592,10706,1
69592,10709,1
69592,11659,2
69593,4228,1
69593,4231,1
69593,4232,1
69593,4234,1
69593,4237,2
69593,4240,1
69593,4245,3
69593,4251,2
69593,4254,1
69593,4270,1
69593,4273,1
69593,4274,1
69593,4275,1
69593,4278,3
69593,4280,1
69593,4287,1
69593,4293,1
