bill_id,date,action
137578,2010-02-01,"First reading. Referred to Speaker's desk."
137578,2010-02-01,"Referred to Business and Labor."
137578,2010-02-03,"Public Hearing held."
137578,2010-02-05,"Work Session held."
137578,2010-02-08,"Recommendation: Do pass with amendments and be printed A-Engrossed."
137578,2010-02-09,"Second reading."
137578,2010-02-10,"Third reading. Carried by Esquivel. Passed. Ayes, 59; Excused for Business of the House, 1--Speaker Hunt."
137578,2010-02-11,"First reading. Referred to President's desk."
137578,2010-02-12,"Referred to Education and General Government."
137578,2010-02-15,"Public Hearing and Work Session held."
137578,2010-02-17,"Work Session held."
137578,2010-02-25,"In committee upon adjournment."
137579,2010-02-01,"First reading. Referred to Speaker's desk."
137579,2010-02-01,"Referred to Judiciary."
137579,2010-02-03,"Public Hearing held."
137579,2010-02-10,"Work Session held."
137579,2010-02-12,"Recommendation: Do pass with amendments, be printed A-Engrossed, and be referred to Ways and Means."
137579,2010-02-12,"Referred to Ways and Means by order of Speaker."
137579,2010-02-22,"Work Session held."
137579,2010-02-22,"Recommendation: Do pass with amendments and be printed B-Engrossed."
137579,2010-02-23,"Second reading."
137579,2010-02-23,"Rules suspended. Third reading. Carried by Stiegler. Passed. Ayes, 53; Nays, 3--Barnhart, Barton, Holvey; Excused, 4--Frederick, Kahl, Schaufler, Tomei."
137579,2010-02-23,"First reading. Referred to President's desk."
137579,2010-02-23,"Referred to Ways and Means."
137579,2010-02-24,"Recommendation: Do pass the B-Eng. bill."
137579,2010-02-24,"Second reading."
137579,2010-02-24,"Rules suspended. Third reading. Carried by Verger. Passed. Ayes, 30."
137579,2010-02-25,"Speaker signed."
137579,2010-02-25,"President signed."
137579,2010-03-10,"Governor signed."
137579,2010-03-10,"Chapter 37, (2010 Laws): Effective date January 1, 2011."
137580,2010-02-01,"First reading. Referred to Speaker's desk."
137580,2010-02-01,"Referred to Environment and Water."
137580,2010-02-02,"Public Hearing held."
137580,2010-02-09,"Work Session held."
137580,2010-02-11,"Work Session held."
137580,2010-02-12,"Recommendation: Do pass with amendments and be printed A-Engrossed."
137580,2010-02-15,"Second reading."
137580,2010-02-16,"Third reading. Carried by Jenson. Passed. Ayes, 60."
137580,2010-02-16,"First reading. Referred to President's desk."
137580,2010-02-16,"Referred to Environment and Natural Resources."
137580,2010-02-18,"Governor signed."
137580,2010-02-18,"Public Hearing and Work Session held."
137580,2010-02-19,"Recommendation: Do pass with amendments to the A-Eng. bill. (Printed B-Eng.)"
137580,2010-02-20,"Second reading."
137580,2010-02-22,"Third reading. Carried by Dingfelder. Passed. Ayes, 28; excused, 2--Morrisette, Rosenbaum."
137580,2010-02-23,"House concurred in Senate amendments and repassed bill. Ayes, 57; Excused, 2--Kahl, Schaufler; Excused for Business of the House, 1--Tomei."
137580,2010-02-25,"Speaker signed."
137580,2010-02-25,"President signed."
137580,2010-03-18,"Governor signed."
137580,2010-03-18,"Chapter 63, (2010 Laws): Effective date March 18, 2010."
137581,2010-02-01,"First reading. Referred to Speaker's desk."
137581,2010-02-01,"Referred to Health Care with subsequent referral to Ways and Means."
137581,2010-02-08,"Public Hearing held."
137581,2010-02-10,"Work Session held."
137581,2010-02-11,"Work Session held."
137581,2010-02-25,"In committee upon adjournment."
137582,2010-02-01,"First reading. Referred to Speaker's desk."
137582,2010-02-01,"Referred to Business and Labor."
137582,2010-02-05,"Public Hearing held."
137582,2010-02-10,"Work Session held."
137582,2010-02-11,"Recommendation: Do pass with amendments, be printed A-Engrossed, and be referred to Ways and Means."
137582,2010-02-11,"Referred to Ways and Means by order of Speaker."
137582,2010-02-25,"In committee upon adjournment."
137583,2010-02-01,"First reading. Referred to Speaker's desk."
137583,2010-02-01,"Referred to Sustainability and Economic Development with subsequent referral to Ways and Means."
137583,2010-02-02,"Public Hearing held."
137583,2010-02-04,"Work Session held."
137583,2010-02-05,"Recommendation: Do pass with amendments, be printed A-Engrossed, and be referred to Ways and Means by prior reference."
137583,2010-02-05,"Referred to Ways and Means by prior reference."
137583,2010-02-25,"In committee upon adjournment."
137584,2010-02-01,"First reading. Referred to Speaker's desk."
137584,2010-02-01,"Referred to Environment and Water."
137584,2010-02-04,"Public Hearing held."
137584,2010-02-09,"Work Session held."
137584,2010-02-11,"Work Session held."
137584,2010-02-12,"Recommendation: Do pass with amendments and be printed A-Engrossed."
137584,2010-02-15,"Second reading."
