bill_id,date,action
28877,2009-01-30,"Filed with Secretary by Sen. John J. Cullerton"
28877,2009-01-30,"First Reading"
28877,2009-01-30,"Referred to Assignments"
28877,2009-02-04,"Assigned to Executive"
28877,2009-02-19,"Postponed - Executive"
28877,2009-02-27,"Postponed - Executive"
28877,2009-03-06,"Postponed - Executive"
28877,2009-03-12,"Do Pass Executive; 012-000-000"
28877,2009-03-12,"Placed on Calendar Order of 2nd Reading March 17, 2009"
28877,2009-04-03,"Rule 2-10 Third Reading Deadline Established As April 30, 2009"
28877,2009-04-23,"Second Reading"
28877,2009-04-23,"Placed on Calendar Order of 3rd Reading April 28, 2009"
28877,2009-08-15,"Pursuant to Senate Rule 3-9(b) / Referred to Assignments"
28878,2009-01-30,"Filed with Secretary by Sen. John J. Cullerton"
28878,2009-01-30,"First Reading"
28878,2009-01-30,"Referred to Assignments"
28878,2009-02-04,"Assigned to Executive"
28878,2009-02-19,"Postponed - Executive"
28878,2009-02-27,"Postponed - Executive"
28878,2009-03-06,"Postponed - Executive"
28878,2009-03-12,"Do Pass Executive; 012-000-000"
28878,2009-03-12,"Placed on Calendar Order of 2nd Reading March 17, 2009"
28878,2009-04-03,"Rule 2-10 Third Reading Deadline Established As April 30, 2009"
28878,2009-04-23,"Second Reading"
28878,2009-04-23,"Placed on Calendar Order of 3rd Reading April 28, 2009"
28878,2009-08-15,"Pursuant to Senate Rule 3-9(b) / Referred to Assignments"
28879,2009-01-30,"Filed with Secretary by Sen. John J. Cullerton"
28879,2009-01-30,"First Reading"
28879,2009-01-30,"Referred to Assignments"
28879,2009-02-04,"Assigned to Executive"
28879,2009-02-19,"Postponed - Executive"
28879,2009-02-27,"Postponed - Executive"
28879,2009-03-06,"Postponed - Executive"
28879,2009-03-12,"Do Pass Executive; 012-000-000"
28879,2009-03-12,"Placed on Calendar Order of 2nd Reading March 17, 2009"
28879,2009-04-03,"Rule 2-10 Third Reading Deadline Established As April 30, 2009"
28879,2009-04-23,"Second Reading"
28879,2009-04-23,"Placed on Calendar Order of 3rd Reading April 28, 2009"
28879,2009-08-15,"Pursuant to Senate Rule 3-9(b) / Referred to Assignments"
28880,2009-01-30,"Filed with Secretary by Sen. John J. Cullerton"
28880,2009-01-30,"First Reading"
28880,2009-01-30,"Referred to Assignments"
28880,2009-03-05,"Assigned to Executive"
28880,2009-03-12,"Do Pass Executive; 012-000-000"
28880,2009-03-12,"Placed on Calendar Order of 2nd Reading March 17, 2009"
28880,2009-04-03,"Rule 2-10 Third Reading Deadline Established As April 30, 2009"
28880,2009-04-23,"Second Reading"
28880,2009-04-23,"Placed on Calendar Order of 3rd Reading April 28, 2009"
28880,2009-08-15,"Pursuant to Senate Rule 3-9(b) / Referred to Assignments"
28881,2009-01-30,"Filed with Secretary by Sen. John J. Cullerton"
28881,2009-01-30,"First Reading"
28881,2009-01-30,"Referred to Assignments"
28881,2009-03-05,"Assigned to Executive"
28881,2009-03-12,"Do Pass Executive; 012-000-000"
28881,2009-03-12,"Placed on Calendar Order of 2nd Reading March 17, 2009"
28881,2009-04-03,"Rule 2-10 Third Reading Deadline Established As April 30, 2009"
28881,2009-04-23,"Second Reading"
28881,2009-04-23,"Placed on Calendar Order of 3rd Reading April 28, 2009"
28881,2009-08-15,"Pursuant to Senate Rule 3-9(b) / Referred to Assignments"
28882,2009-01-30,"Filed with Secretary by Sen. John J. Cullerton"
28882,2009-01-30,"First Reading"
28882,2009-01-30,"Referred to Assignments"
28882,2009-03-05,"Assigned to Executive"
28882,2009-03-12,"Do Pass Executive; 012-000-000"
28882,2009-03-12,"Placed on Calendar Order of 2nd Reading March 17, 2009"
28882,2009-04-03,"Rule 2-10 Third Reading Deadline Established As April 30, 2009"
28882,2009-04-23,"Second Reading"
28882,2009-04-23,"Placed on Calendar Order of 3rd Reading April 28, 2009"
28882,2009-08-15,"Pursuant to Senate Rule 3-9(b) / Referred to Assignments"
28883,2009-01-30,"Filed with Secretary by Sen. John J. Cullerton"
28883,2009-01-30,"First Reading"
28883,2009-01-30,"Referred to Assignments"
28883,2009-03-05,"Assigned to Executive"
28883,2009-03-12,"Do Pass Executive; 012-000-000"
28883,2009-03-12,"Placed on Calendar Order of 2nd Reading March 17, 2009"
28883,2009-04-03,"Rule 2-10 Third Reading Deadline Established As April 30, 2009"
28883,2009-04-23,"Second Reading"
28883,2009-04-23,"Placed on Calendar Order of 3rd Reading April 28, 2009"
28883,2009-05-15,"Rule 2-10 Committee Deadline Established As May 31, 2009"
28883,2009-05-15,"Rule 2-10 Third Reading Deadline Established As May 31, 2009"
28883,2009-08-15,"Pursuant to Senate Rule 3-9(b) / Referred to Assignments"
28883,2010-01-11,"Chief Sponsor Changed to Sen. Susan Garrett"
28883,2010-01-13,"Re-assigned to State Government and Veterans Affairs"
28883,2010-03-08,"Rule 3-9(a) / Re-referred to Assignments"
28884,2009-01-30,"Filed with Secretary by Sen. John J. Cullerton"
28884,2009-01-30,"First Reading"
28884,2009-01-30,"Referred to Assignments"
28884,2009-03-05,"Assigned to Executive"
28884,2009-03-12,"Do Pass Executive; 012-000-000"
28884,2009-03-12,"Placed on Calendar Order of 2nd Reading March 17, 2009"
28884,2009-04-03,"Rule 2-10 Third Reading Deadline Established As April 30, 2009"
28884,2009-04-23,"Second Reading"
28884,2009-04-23,"Placed on Calendar Order of 3rd Reading April 28, 2009"
28884,2009-05-15,"Rule 2-10 Committee Deadline Established As May 31, 2009"
28884,2009-05-15,"Rule 2-10 Third Reading Deadline Established As May 31, 2009"
28884,2009-08-15,"Pursuant to Senate Rule 3-9(b) / Referred to Assignments"
28885,2009-01-30,"Filed with Secretary by Sen. John J. Cullerton"
28885,2009-01-30,"First Reading"
28885,2009-01-30,"Referred to Assignments"
28885,2009-03-05,"Assigned to Executive"
28885,2009-03-12,"Do Pass Executive; 012-000-000"
28885,2009-03-12,"Placed on Calendar Order of 2nd Reading March 17, 2009"
28885,2009-04-03,"Rule 2-10 Third Reading Deadline Established As April 30, 2009"
28885,2009-04-23,"Second Reading"
28885,2009-04-23,"Placed on Calendar Order of 3rd Reading April 28, 2009"
28885,2009-08-15,"Pursuant to Senate Rule 3-9(b) / Referred to Assignments"
28886,2009-01-30,"Filed with Secretary by Sen. John J. Cullerton"
28886,2009-01-30,"First Reading"
28886,2009-01-30,"Referred to Assignments"
28886,2009-03-05,"Assigned to Executive"
28886,2009-03-12,"Do Pass Executive; 012-000-000"
28886,2009-03-12,"Placed on Calendar Order of 2nd Reading March 17, 2009"
28886,2009-04-03,"Rule 2-10 Third Reading Deadline Established As April 30, 2009"
28886,2009-04-23,"Second Reading"
28886,2009-04-23,"Placed on Calendar Order of 3rd Reading April 28, 2009"
