bill_number,bill_id,title
HB2001,796122,"Schools; base level; appropriations."
HB2002,796120,"Statewide special election."
HCR2001,796125,"Education finance; trust land distributions."
SB1001,796124,"Schools; base level; appropriations"
SB1002,796121,"Statewide special election"
SCR1001,796123,"Education finance; trust land distributions"
