bill_number,bill_id,title
HB1,715750,"General Appropriations Bill."
HB2,747098,"Relating to making supplemental appropriations and giving direction and adjustment authority regarding appropriations."
HB4,737967,"Relating to prekindergarten, including a high quality prekindergarten grant program provided by public school districts."
HB5,708867,"Relating to strategic fiscal reviews of state agencies and programs."
HB6,747232,"Relating to the creation and re-creation of funds and accounts, the dedication and rededication of revenue, and the exemption of unappropriated money from use for general governmental purposes."
HB7,747120,"Relating to certain fiscal matters affecting governmental entities; reducing or affecting the amounts or rates of certain taxes, assessments, surcharges, and fees."
HB8,699025,"Relating to the deposit of money received from the federal government and the authority of the comptroller concerning related funds and accounts."
HB9,749237,"Relating to the Employees Retirement System of Texas."
HB10,728383,"Relating to certain criminal and civil consequences of trafficking of persons, compelling prostitution, and certain other related criminal offenses; to the prevention, prosecution, and punishment of those offenses, and to compensation paid to victims of those offenses."
HB11,742586,"Relating to the powers and duties of the Texas Department of Public Safety, military and law enforcement training, and the investigation, prosecution, punishment, and prevention of certain offenses; creating an offense and increasing a criminal penalty; authorizing fees."
HB12,751638,"Relating to the border prosecution unit."
HB13,756764,"Relating to categories of and funding allocation for transportation projects by the Texas Department of Transportation and local transportation entities."
HB14,756798,"Relating to the Texas emissions reduction plan."
HB15,754579,"Relating to the management and oversight of state contracts, including contracts for information technology commodity items."
HB18,742434,"Relating to measures to support public school student academic achievement and high school, college, and career preparation."
HB19,756525,"Relating to a preventive services program and mental health programs for veterans and military families."
HB20,747314,"Relating to the operations of and transportation planning and expenditures by the Texas Department of Transportation and planning organizations."
HB21,743036,"Relating to authorizing patients with certain terminal illnesses to access certain investigational drugs, biological products, and devices that are in clinical trials."
HB22,755350,"Relating to the powers and duties of the Texas Ethics Commission; creating a criminal offense."
HB23,754796,"Relating to disclosure of certain relationships with local government officers and vendors; creating criminal offenses."
HB24,755312,"Relating to political contributions and political expenditures; amending provisions subject to a civil penalty; creating criminal offenses."
HB25,733193,"Relating to the elimination of straight-party voting for judicial offices."
HB26,755317,"Relating to state economic development measures, including administration of the Texas Enterprise Fund, creation of the Economic Incentive Oversight Board and the governor's university research initiative, abolishment of the Texas emerging technology fund, and renaming the Major Events trust fund to the Major Events Reimbursement Program."
HB27,754834,"Relating to state economic development measures, including administration of the Texas Enterprise Fund, the abolishment of the Texas emerging technology fund, and the disposition of balances from the Texas emerging technology fund."
HB28,755330,"Relating to an audit by the state auditor of certain programs and funds providing economic development incentives to entities and other persons."
HB29,754928,"Relating to the funding of certain activities related to the commercialization of emerging technologies."
