bill_id,date,action
880726,2016-06-05,Prefiled.
880726,2016-06-05,"Under the rules, provisionally referred to the Committee on Ways and Means."
880726,2016-06-06,"Read by title, rules suspended, referred to the Committee on Ways and Means."
880726,2016-06-07,"Reported favorably (15-0)."
880726,2016-06-07,"Rules suspended."
880726,2016-06-07,"Read by title, ordered engrossed, passed to 3rd reading."
880726,2016-06-07,"Scheduled for floor debate on 06/09/2016."
880726,2016-06-09,"Read by title, returned to the calendar."
880726,2016-06-09,"Notice given."
880726,2016-06-09,"Scheduled for floor debate on 06/13/2016."
880726,2016-06-13,"Called from the calendar."
880726,2016-06-13,"Read by title, returned to the calendar."
880726,2016-06-13,"Notice given."
880726,2016-06-13,"Scheduled for floor debate on 06/15/2016."
880726,2016-06-15,"Called from the calendar."
880726,2016-06-15,"Read by title, returned to the calendar."
880727,2016-06-05,Prefiled.
880727,2016-06-05,"Under the rules, provisionally referred to the Committee on Ways and Means."
880727,2016-06-06,"Read by title, rules suspended, referred to the Committee on Ways and Means."
880728,2016-06-05,Prefiled.
880728,2016-06-05,"Under the rules, provisionally referred to the Committee on Ways and Means."
880728,2016-06-06,"Read by title, rules suspended, referred to the Committee on Ways and Means."
880730,2016-06-05,Prefiled.
880730,2016-06-05,"Under the rules, provisionally referred to the Committee on Ways and Means."
880730,2016-06-06,"Read by title, under the rules, referred to the Committee on Ways and Means."
880731,2016-06-05,Prefiled.
880731,2016-06-05,"Under the rules, provisionally referred to the Committee on Ways and Means."
880731,2016-06-06,"Read by title, rules suspended, referred to the Committee on Ways and Means."
880736,2016-06-05,Prefiled.
880736,2016-06-05,"Under the rules, provisionally referred to the Committee on Ways and Means."
880736,2016-06-06,"Read by title, rules suspended, referred to the Committee on Ways and Means."
880737,2016-06-05,Prefiled.
880737,2016-06-05,"Under the rules, provisionally referred to the Committee on Ways and Means."
880737,2016-06-06,"Read by title, rules suspended, referred to the Committee on Ways and Means."
880737,2016-06-09,"Reported favorably (18-0)."
880737,2016-06-09,"Rules suspended."
880737,2016-06-09,"Read by title, ordered engrossed, passed to 3rd reading."
880737,2016-06-09,"Scheduled for floor debate on 06/13/2016."
880737,2016-06-13,"Read by title, returned to the calendar."
880737,2016-06-13,"Notice given."
880737,2016-06-13,"Scheduled for floor debate on 06/15/2016."
880737,2016-06-15,"Called from the calendar."
880737,2016-06-15,"Read by title, returned to the calendar."
880738,2016-06-05,Prefiled.
880738,2016-06-05,"Under the rules, provisionally referred to the Committee on Ways and Means."
880738,2016-06-06,"Read by title, rules suspended, referred to the Committee on Ways and Means."
880738,2016-06-08,"Reported favorably (10-6)."
880738,2016-06-08,"Rules suspended."
880738,2016-06-08,"Read by title, ordered engrossed, passed to 3rd reading."
880738,2016-06-08,"Scheduled for floor debate on 06/09/2016."
880738,2016-06-09,"Read third time by title, amended, roll called on final passage, yeas 60, nays 38. Finally passed, title adopted, ordered to the Senate."
