bill_id,sponsor_id
660443,1839
660443,1875
660443,1895
660443,1920
660443,1947
660443,1957
660454,1826
660454,1839
660454,1895
660454,1914
660454,10992
660454,16222
660466,1974
660466,15167
660480,1839
660480,1875
660480,1895
660480,1923
660480,15195
660492,1841
660492,1872
660492,1895
660492,1912
660492,1919
660492,11589
660492,15193
660506,1839
660506,1847
660506,1872
660506,1920
660506,1947
660506,1957
660518,1985
660518,11785
660518,11789
660518,11792
660518,11793
660518,13756
660543,11778
660543,12194
660543,15184
660544,1840
660544,1872
660544,1892
660544,15184
660544,15187
660544,16722
660721,1794
660721,1818
660721,15185
660721,15190
660721,16154
660722,1794
660722,1818
660722,1870
660722,12194
660722,13883
660786,1826
660786,1854
660786,1894
660787,2015
660788,2015
660789,1826
660789,1870
660789,1872
660789,1894
660789,1959
660789,13883
660841,1840
660841,1897
660841,1963
660841,12041
660841,13753
660841,15156
660841,15168
660952,1794
660952,1818
660952,1870
660952,1890
661341,11775
661341,11783
661341,15192
661341,15202
661341,15850
661341,16719
661342,10989
661342,11652
661342,15192
661342,15200
661342,15850
661342,15957
661429,13753
661430,16155
661431,1916
661431,1947
661431,10988
661431,11652
661431,11788
661431,15168
661431,16729
661432,1872
661432,1902
661432,1908
661432,2018
661432,10989
661432,11652
661908,1864
661908,1925
661908,13779
661908,15160
661909,1988
661909,13779
661910,11652
661910,15182
661910,15192
661910,15850
661910,15957
661910,16719
662529,1945
662529,11923
662529,12039
662529,15184
662529,15186
662529,15199
662530,1779
662530,1946
662530,11923
662530,11924
662530,12039
662530,15184
662531,1963
662531,11923
662531,11924
662531,12039
662531,12041
662531,15184
662532,1903
662532,1945
662532,11923
662532,12039
662532,15184
662532,15199
663075,1794
663075,1818
663075,1958
663075,12194
663076,1795
663076,1834
663076,15197
663078,1794
663078,1795
663078,1890
663078,1916
663078,1957
663078,1958
663297,1955
663297,1969
663297,1988
663297,2018
663297,11589
663298,1955
663298,1969
663298,1988
663298,2018
663298,11589
664468,2006
665241,1969
665241,1986
665241,1995
665241,2002
665241,11786
665752,15197
666031,11783
666031,15160
666296,1870
666296,1900
666296,12194
666297,1900
666297,15957
666298,1864
666298,1956
666298,10990
666298,10992
666298,10993
666298,11923
666299,1900
