sponsor_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district
1779,"Stacey Abrams",Stacey,Y.,Abrams,,,1,D,1,Rep,HD-089
1780,"Stephen Allison",Stephen,,Allison,,,2,R,1,Rep,HD-008
1787,"Paul Battles",Paul,R.,Battles,,,2,R,1,Rep,HD-015
1789,"Sharon Beasley-Teague",Sharon,,Beasley-Teague,,,1,D,1,Rep,HD-065
1790,"Simone Bell",Simone,,Bell,,,1,D,1,Rep,HD-058
1792,"Tommy Benton",Tommy,,Benton,,,2,R,1,Rep,HD-031
1793,"Ellis Black",Ellis,,Black,,,2,R,2,Sen,SD-008
1794,"Tyrone Brooks",Tyrone,,Brooks,,,1,D,1,Rep,HD-055
1795,"Roger Bruce",Roger,B.,Bruce,,,1,D,1,Rep,HD-061
1796,"R Bryant",R,B.,Bryant,,Bob,1,D,1,Rep,HD-162
1797,"Debbie Buckner",Debbie,Gignilliat,Buckner,,,1,D,1,Rep,HD-137
1799,"Jon Burns",Jon,G.,Burns,,,2,R,1,Rep,HD-159
1802,"Amy Carter",Amy,A.,Carter,,,2,R,1,Rep,HD-175
1804,"David Casas",David,,Casas,,,2,R,1,Rep,HD-107
1807,"Mike Cheokas",Mike,A.,Cheokas,,Mike,2,R,1,Rep,HD-138
1810,"Brooks Coleman",Brooks,,Coleman,,,2,R,1,Rep,HD-097
1813,"Sharon Cooper",Sharon,,Cooper,,,2,R,1,Rep,HD-043
1818,"Dee Dawkins-Haigler",Dee,,Dawkins-Haigler,,,1,D,1,Rep,HD-091
1820,"Katie Dempsey",Katie,M.,Dempsey,,,2,R,1,Rep,HD-013
1821,"Tom Dickson",Tom,S.,Dickson,,,2,R,1,Rep,HD-006
1824,"Matt Dollar",Matt,,Dollar,,,2,R,1,Rep,HD-045
1826,"Karla Drenner",Karla,Lea,Drenner,,,1,D,1,Rep,HD-085
1827,"Winfred Dukes",Winfred,,Dukes,,,1,D,1,Rep,HD-154
1828,"Earl Ehrhart",Earl,,Ehrhart,,,2,R,1,Rep,HD-036
1829,"Terry England",Terry,Lamar,England,,,2,R,1,Rep,HD-116
1831,"James Epps",James,A.,Epps,,Bubber,2,R,1,Rep,HD-144
1833,"Hugh Floyd",Hugh,,Floyd,,,1,D,1,Rep,HD-099
1834,"Virgil Fludd",Virgil,,Fludd,,,1,D,1,Rep,HD-064
1836,"Gloria Frazier",Gloria,,Frazier,,,1,D,1,Rep,HD-126
1838,"Patricia Gardner",Patricia,Park,Gardner,,Pat,1,D,1,Rep,HD-057
1839,"Harry Geisinger",Harry,,Geisinger,,,2,R,1,Rep,HD-048
1840,"Mike Glanton",Mike,,Glanton,,,1,D,1,Rep,HD-075
1841,"Rich Golick",Rich,,Golick,,,2,R,1,Rep,HD-040
1842,"Craig Gordon","J. Craig",,Gordon,,,1,D,1,Rep,HD-163
1844,"Gerald Greene",Gerald,E.,Greene,,,2,R,1,Rep,HD-151
1845,"Mark Hamilton",Mark,D.,Hamilton,,,2,R,1,Rep,HD-024
1847,"Benjie Harbin",Benjie,L.,Harbin,,Ben,2,R,1,Rep,HD-122
