roll_call_id,sponsor_id,vote
467137,261,1
467137,263,1
467137,264,1
467137,268,1
467137,272,1
467137,274,1
467137,279,1
467137,281,1
467137,283,1
467137,286,1
467137,287,1
467137,288,1
467137,289,1
467137,291,1
467137,293,1
467137,294,1
467137,296,1
467137,300,1
467137,301,1
467137,304,1
467137,305,1
467137,307,1
467137,308,1
467137,311,1
467137,312,1
467137,314,1
467137,318,1
467137,319,1
467137,320,1
467137,321,1
467137,322,1
467137,323,1
467137,324,1
467137,327,1
467137,328,1
467137,329,1
467137,330,1
467137,331,1
467137,332,1
467137,333,1
467137,334,1
467137,337,1
467137,340,1
467137,342,1
467137,343,1
467137,344,1
467137,347,1
467137,349,1
467137,350,1
467137,351,1
467137,356,1
467137,358,1
467137,359,1
467137,360,1
467137,364,1
467137,365,1
467137,366,1
467137,373,1
467137,375,1
467137,377,1
467137,378,1
467137,381,1
467137,382,4
467137,386,1
467137,388,1
467137,391,1
467137,392,1
467137,393,1
467137,395,1
467137,398,1
467137,399,1
467137,402,1
467137,404,1
467137,405,1
467137,406,1
467137,408,1
467137,410,1
467137,411,1
467137,413,1
467137,415,1
467137,417,1
467137,419,1
467137,420,1
467137,421,1
467137,423,1
467137,434,1
467137,440,1
467137,444,1
467137,446,1
467137,448,1
467137,449,1
467137,450,1
467137,455,1
467137,456,1
467137,457,1
467137,462,1
467137,904,1
467137,905,4
467137,906,1
467137,907,1
467137,908,1
467137,909,1
467137,910,4
467137,911,1
467137,913,1
467137,914,1
467137,915,1
467137,917,1
467137,918,1
467137,919,1
467137,922,1
467137,923,1
467137,924,1
467137,925,1
467137,926,1
467137,929,1
467137,930,1
467137,931,1
467137,932,1
467137,9558,1
467137,9572,1
467137,9599,1
467137,11529,1
467137,11530,1
467137,11531,1
467137,11533,1
467137,11535,1
467137,11536,1
467137,11537,1
467137,11601,1
467137,11602,1
467137,11603,1
467137,11808,1
467137,11809,1
467137,11810,1
467137,11811,1
467137,11812,1
467137,11813,1
467137,11814,1
467137,11815,1
467137,11816,1
467137,11817,1
467137,11818,1
467137,11820,1
467137,11821,1
467137,11824,1
467137,11826,1
467137,11827,1
467137,11828,1
