Row,id10568,id10570,id10571,id10572,id10573,id10574,id10575,id10576,id10577,id10578,id10579,id10584,id10818,id11298,id11394,id11395,id11396,id11398,id11445,id12223,id14189,id14191,id14192,id14436,id14437,id14438,id14439,id14440,id14441,id14442,id14443,id14444,id14445,id14446,id14447,id14448,id14761,id14762,id14764,id14766,id14767,id14768,id16085,id16115,id16175,id16530,id16537,id16538,id16701,id16702,id16703,id16704,id16801,id16807,id17692,id17750,id17791,id5483,id5489,id5492,id5493,id5494,id5497,id5498,id5499,id5500,id5502,id5506,id5508,id5509,id5510,id5513,id5514,id5515,id5518,id5519,id5524,id5527,id5528,id5529,id5532,id5533,id5536,id5537,id5539,id5543,id5544,id5546,id5549,id5553,id5556,id5557,id5560,id5565,id5566,id5567,id5568,id5569,id5570,id5571,id5573,id5576,id5624
id10579,1,1,1,1,NaN,1,1,1,NaN,0.9375,1,NaN,0.833333333333333,1,1,NaN,1,0,NaN,0.5,NaN,NaN,0.928571428571429,NaN,NaN,NaN,0.625,NaN,1,NaN,1,0.733333333333333,NaN,NaN,1,NaN,1,NaN,1,0.769230769230769,NaN,NaN,NaN,0.714285714285714,NaN,1,NaN,1,NaN,NaN,NaN,0.8,NaN,NaN,NaN,NaN,NaN,1,0.384615384615385,NaN,1,NaN,1,0.428571428571429,0.5,0.285714285714286,1,NaN,0.636363636363636,1,0.9,NaN,1,0.8,0.666666666666667,1,1,0.909090909090909,0.5,1,0.5,0.25,1,NaN,1,0.714285714285714,1,1,0,NaN,1,1,0.666666666666667,1,0.583333333333333,NaN,0.7,0.5,1,1,1,NaN,0
id10584,NaN,NaN,NaN,NaN,0.5,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,0,1,NaN,NaN,NaN,1,NaN,NaN,0.5,NaN,1,NaN,NaN,NaN,0,NaN,1,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0.666666666666667,NaN,0.5,NaN,NaN,NaN,NaN,NaN,0.75,NaN,NaN,0.25,NaN,NaN,NaN,0.5,NaN,0.714285714285714,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,0.461538461538462,NaN,0.857142857142857,0.5,NaN,NaN,NaN,0.545454545454545,NaN,NaN,NaN,NaN,NaN
id10818,1,1,0.789473684210526,1,NaN,NaN,1,1,NaN,0.923076923076923,0.833333333333333,NaN,1,1,1,NaN,1,NaN,NaN,1,NaN,NaN,0.916666666666667,NaN,NaN,NaN,0.8125,NaN,0.791666666666667,NaN,1,0.75,NaN,NaN,NaN,NaN,1,NaN,NaN,0.75,NaN,NaN,NaN,0.85,1,NaN,NaN,NaN,NaN,NaN,NaN,0.8,NaN,NaN,NaN,NaN,NaN,1,0.380952380952381,NaN,1,0,1,0,1,0.117647058823529,1,NaN,0.538461538461538,1,0.875,NaN,0.6,0.714285714285714,NaN,1,0.884615384615385,0.882352941176471,0.272727272727273,1,1,0.476190476190476,1,NaN,1,0.4,1,1,0,NaN,1,NaN,0.8,1,0.333333333333333,NaN,0.357142857142857,1,1,1,1,NaN,NaN
id11298,1,1,1,1,1,NaN,1,1,NaN,1,1,NaN,1,1,1,1,1,NaN,1,1,NaN,NaN,NaN,0.5,NaN,1,NaN,0,1,NaN,NaN,NaN,NaN,NaN,NaN,0.916666666666667,NaN,NaN,1,NaN,1,NaN,1,NaN,0.5,NaN,NaN,NaN,0.857142857142857,1,NaN,NaN,NaN,NaN,0.75,1,NaN,1,NaN,0.375,1,0.285714285714286,1,0,1,0.625,1,1,1,0.888888888888889,1,NaN,1,0.6,NaN,1,NaN,NaN,1,0.666666666666667,1,0.4,1,NaN,1,NaN,1,1,0.5,0.2,0.333333333333333,1,1,1,NaN,NaN,NaN,1,1,1,0.5,NaN,0.428571428571429
id11394,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,NaN,1,1,NaN,0.444444444444444,NaN,0,NaN,0.5,1,1,0.8,0,NaN,0,NaN,0.857142857142857,1,NaN,0.7,NaN,NaN,1,0.8,NaN,NaN,1,1,1,0.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,0.75,1,0.142857142857143,NaN,1,NaN,1,0.571428571428571,0.5,NaN,1,0,1,1,NaN,NaN,0.727272727272727,0.666666666666667,0.625,0.818181818181818,NaN,1,0.666666666666667,1,0.466666666666667,0,1,NaN,1,0,1,1,0,NaN,0.333333333333333,0.777777777777778,0.875,1,NaN,NaN,NaN,0.5,1,1,0.727272727272727,1,0
id11395,1,1,0.888888888888889,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,1,0.5,NaN,0.333333333333333,NaN,0.5,1,1,NaN,1,NaN,NaN,NaN,NaN,1,0.555555555555556,NaN,1,NaN,1,1,0.777777777777778,1,0.916666666666667,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,0.8,NaN,NaN,0.5,0.571428571428571,1,1,1,1,NaN,NaN,0.625,0.5,NaN,NaN,NaN,NaN,NaN,0.5,1,0.333333333333333,1,NaN,NaN,NaN,NaN,1,0.5,0.5,0.4,1,NaN,0.555555555555556,0.571428571428571,1,NaN,NaN,1,0.666666666666667,NaN,NaN,0.5
id11396,1,1,1,1,NaN,1,1,1,1,1,1,NaN,1,1,1,NaN,1,0.333333333333333,NaN,1,1,0.428571428571429,NaN,1,1,1,NaN,NaN,NaN,1,1,1,1,1,0.6,1,NaN,1,NaN,NaN,NaN,1,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,1,0,NaN,1,NaN,1,0,1,1,1,0,1,1,NaN,NaN,1,1,NaN,1,NaN,NaN,1,1,0.2,0.5,1,0.6,1,0.666666666666667,1,1,0.5,NaN,0.2,NaN,1,1,NaN,1,0.5,1,1,1,1,NaN,NaN
id11398,NaN,0.714285714285714,NaN,0.333333333333333,0.857142857142857,0,NaN,NaN,NaN,0,0,1,NaN,NaN,1,1,0.333333333333333,1,NaN,NaN,1,0.166666666666667,NaN,NaN,NaN,NaN,1,0.75,NaN,NaN,0,NaN,1,NaN,1,NaN,NaN,1,1,NaN,NaN,1,1,NaN,0.333333333333333,0,NaN,0.333333333333333,NaN,NaN,NaN,NaN,NaN,1,1,NaN,0,NaN,NaN,0.2,0.818181818181818,NaN,NaN,0.857142857142857,NaN,NaN,NaN,0,0.75,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.909090909090909,0,1,1,NaN,0,1,0,NaN,NaN,0.666666666666667,NaN,1,NaN,NaN,1,0,0.666666666666667,1,NaN,0,NaN,0.444444444444444
id11445,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,0.5,NaN,NaN,1,1,NaN,NaN,0.5,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,0.714285714285714,NaN,NaN,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,0.6,NaN,NaN,NaN,NaN,1,NaN,NaN,1,0.5,0,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,0.5
id12223,0.75,1,0.777777777777778,1,NaN,0,0.5,0.75,NaN,1,0.5,0,1,1,0.444444444444444,0.5,1,NaN,NaN,1,NaN,0.666666666666667,NaN,0.5,0,NaN,0.4,NaN,NaN,0,NaN,NaN,NaN,0.9,0.545454545454545,0,NaN,0,0.5,0.625,0,0.75,NaN,0.428571428571429,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,0.75,1,NaN,NaN,1,1,1,0,0.833333333333333,NaN,1,NaN,1,0.333333333333333,NaN,0,0.823529411764706,1,0.818181818181818,0.6,NaN,NaN,1,1,1,0.666666666666667,0.5,1,1,0.666666666666667,1,0.333333333333333,0,NaN,1,0.454545454545455,1,0.666666666666667,1,0.6,1,0.9,1,0.555555555555556,0.5,NaN,NaN
id14189,NaN,1,NaN,NaN,0.875,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,1,0.5,NaN,0.666666666666667,NaN,NaN,1,0.5,NaN,0.333333333333333,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,0.166666666666667,1,NaN,NaN,NaN,0.428571428571429,0.5,NaN,NaN,NaN,NaN,NaN,0.5,1,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0.5,NaN,NaN,0.25,NaN,0.5,NaN,1,0.75,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,0.285714285714286
id14191,NaN,0.545454545454545,NaN,0.666666666666667,NaN,NaN,NaN,0.4,0.5,NaN,NaN,NaN,NaN,NaN,0,0.333333333333333,0.428571428571429,0.166666666666667,1,0.666666666666667,0.5,1,NaN,0,NaN,1,NaN,0.5,NaN,NaN,0.5,0,0.25,1,0.428571428571429,NaN,NaN,0.333333333333333,NaN,NaN,NaN,0.333333333333333,0,0.666666666666667,0.666666666666667,NaN,0.666666666666667,NaN,1,1,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,0.5,1,NaN,0.545454545454545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.333333333333333,0.333333333333333,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6,1,NaN,0.333333333333333,NaN,0.75,NaN,NaN,0,NaN,1,NaN,NaN,0.5,NaN,0,1,NaN,0.2,NaN,NaN,NaN,NaN
id14192,1,NaN,0.9,NaN,NaN,1,NaN,NaN,NaN,1,0.928571428571429,NaN,0.916666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,0.866666666666667,NaN,0.884615384615385,0.75,1,0.869565217391304,1,0,NaN,0.666666666666667,1,NaN,NaN,0.846153846153846,NaN,NaN,NaN,0.944444444444444,1,NaN,NaN,NaN,NaN,NaN,NaN,0.769230769230769,1,NaN,NaN,NaN,NaN,NaN,0.458333333333333,NaN,NaN,0,NaN,0.5,NaN,0.4,NaN,NaN,0.608695652173913,NaN,0.952380952380952,1,0.5,0.833333333333333,NaN,1,0.962962962962963,1,0.428571428571429,NaN,NaN,0.411764705882353,1,NaN,1,0.518518518518518,NaN,NaN,NaN,NaN,NaN,NaN,0.857142857142857,NaN,0.5,NaN,0.4375,1,1,1,NaN,NaN,NaN
id14436,NaN,0.5,NaN,NaN,NaN,0.5,0.666666666666667,1,0.75,NaN,NaN,NaN,NaN,0.5,0.5,0.5,1,NaN,NaN,0.5,0.666666666666667,0,NaN,1,0.5,0.5,NaN,0.5,NaN,NaN,0.75,NaN,NaN,NaN,1,NaN,1,0.5,NaN,NaN,1,NaN,NaN,0.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.75,NaN,NaN,0.75,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,0.666666666666667,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,0.5,0,NaN,NaN,1,NaN,NaN,0.666666666666667,NaN,0.5,0.5,NaN,0.666666666666667,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id14437,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,1,NaN,NaN,0,NaN,NaN,1,0.5,1,NaN,NaN,NaN,1,0.8,NaN,NaN,1,0.5,NaN,0.75,NaN,1,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0.5,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,0,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0.25,1,0.75,NaN,1,NaN,NaN,0.571428571428571,NaN,NaN,NaN,NaN,NaN
id14438,NaN,NaN,NaN,1,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1,1,1,1,NaN,1,NaN,NaN,1,NaN,0.5,NaN,1,NaN,0.333333333333333,NaN,NaN,NaN,0.8,NaN,1,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,0.2,NaN,NaN,NaN,NaN,NaN,NaN,0.625,1,0,NaN,1,NaN,1,NaN,0.5,NaN,NaN,NaN,NaN,NaN,0.6,0.2,1,NaN,NaN,NaN,NaN,NaN,1,1,0,0.230769230769231,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,0.428571428571429
id14439,NaN,NaN,0.7,NaN,1,NaN,NaN,NaN,NaN,0.866666666666667,0.625,NaN,0.8125,NaN,0.8,NaN,NaN,1,NaN,0.4,1,NaN,0.866666666666667,NaN,NaN,NaN,1,NaN,0.714285714285714,NaN,NaN,1,NaN,NaN,0.8,NaN,0.666666666666667,NaN,1,0.857142857142857,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.875,NaN,NaN,NaN,NaN,1,NaN,0.5,0,NaN,NaN,NaN,0.5,0.4,0.333333333333333,NaN,NaN,0.5,NaN,0.785714285714286,NaN,0.866666666666667,0.846153846153846,0.6,1,0.8125,0.8,0.363636363636364,NaN,NaN,0.25,1,NaN,NaN,0.266666666666667,NaN,NaN,NaN,NaN,NaN,1,1,NaN,0.272727272727273,1,0.166666666666667,0.4,NaN,NaN,0.8,NaN,0.2
id14440,NaN,0.75,NaN,NaN,0,NaN,0.25,1,NaN,NaN,NaN,0.5,NaN,0,0,1,NaN,0.75,1,NaN,0.5,0.5,NaN,0.5,NaN,0.333333333333333,NaN,1,NaN,NaN,NaN,NaN,0.75,1,1,NaN,NaN,0.5,1,NaN,0.5,0.75,1,NaN,0.5,NaN,NaN,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.75,NaN,NaN,NaN,1,1,NaN,1,1,1,NaN,0.333333333333333,1,0.5,1,1,NaN,NaN,NaN,NaN,0.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,0,NaN,NaN,NaN,1,0.75,NaN,1,NaN,1
id14441,NaN,NaN,0.909090909090909,1,NaN,1,NaN,NaN,NaN,0.892857142857143,1,NaN,0.791666666666667,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.884615384615385,NaN,1,NaN,0.714285714285714,NaN,1,NaN,NaN,0.772727272727273,NaN,NaN,NaN,1,1,1,NaN,0.75,NaN,NaN,1,0.789473684210526,NaN,NaN,NaN,NaN,NaN,NaN,1,0.866666666666667,NaN,NaN,NaN,NaN,NaN,1,0.347826086956522,0.5,NaN,0,NaN,0.5,NaN,0.3125,1,NaN,0.478260869565217,1,0.826086956521739,NaN,0.75,0.739130434782609,NaN,NaN,0.928571428571429,0.882352941176471,0.434782608695652,NaN,NaN,0.35,1,NaN,NaN,0.535714285714286,NaN,NaN,NaN,0,NaN,1,0.772727272727273,NaN,0.5,NaN,0.5625,NaN,NaN,NaN,NaN,NaN,NaN
id14442,NaN,1,NaN,NaN,0.4,0.8,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,NaN,1,NaN,NaN,0,0.333333333333333,NaN,0.75,NaN,0.8,NaN,NaN,NaN,NaN,1,NaN,NaN,0.666666666666667,0.5,NaN,0.666666666666667,NaN,NaN,0.4,NaN,1,0.5,NaN,1,0.75,0,NaN,NaN,0.333333333333333,NaN,0,0.5,0.75,0.333333333333333,NaN,NaN,NaN,NaN,NaN,0.6,NaN,NaN,NaN,NaN,1,0.8,NaN,NaN,NaN,NaN,NaN,0.833333333333333,0.333333333333333,NaN,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0.545454545454545,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,0.4,NaN,NaN,0.333333333333333,NaN,0.666666666666667,NaN,NaN,NaN,0,0.833333333333333
id14443,1,1,NaN,NaN,NaN,1,NaN,NaN,1,1,1,NaN,1,NaN,NaN,NaN,1,0,NaN,NaN,1,0.5,1,0.75,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,1,1,1,NaN,1,0,NaN,0,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,1,0.5,NaN,1,0.25,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,1,1,NaN,0
id14444,NaN,NaN,0.764705882352941,1,NaN,NaN,NaN,0.8,NaN,0.869565217391304,0.733333333333333,NaN,0.75,NaN,0.857142857142857,NaN,1,NaN,NaN,NaN,NaN,0,0.869565217391304,NaN,NaN,0.8,1,NaN,0.772727272727273,NaN,NaN,1,1,NaN,NaN,NaN,0.5,0.857142857142857,NaN,0.863636363636364,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.888888888888889,NaN,NaN,NaN,0.5,NaN,NaN,0.344827586206897,NaN,NaN,NaN,NaN,0.666666666666667,NaN,0.285714285714286,NaN,0,0.388888888888889,1,0.842105263157895,NaN,0.5,0.857142857142857,NaN,NaN,0.833333333333333,0.875,0.473684210526316,NaN,0,0.214285714285714,NaN,NaN,NaN,0.347826086956522,NaN,NaN,NaN,NaN,0,NaN,1,NaN,0.368421052631579,NaN,0.333333333333333,NaN,0.833333333333333,NaN,NaN,NaN,NaN
id14445,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,0.25,1,NaN,1,NaN,NaN,0.75,NaN,0.666666666666667,NaN,1,1,0.5,NaN,0.75,NaN,1,NaN,NaN,NaN,1,1,NaN,1,1,NaN,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,NaN,NaN,1,NaN,0,0.75,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0.8,NaN,1,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,1,NaN
