Row,id12223,id5492,id5508,id5499,id5498,id5563,id5528,id5568,id5500,id5569,id5533,id5566,id14442,id5493,id14192,id5570,id5546,id5519,id11394,id10569,id5539,id5571,id5515,id5560,id5544,id10578,id10575,id5559,id5561,id5564,id14439,id10577,id5509,id5502,id5524,id14443,id10818,id10574,id14445,id5512,id5513,id5510,id14768,id14447,id5527,id5537,id14437,id5573,id5536,id10584,id10579,id5541,id5483,id10570,id10572,id14764,id10573,id5514,id10571,id10568,id11298,id5547,id5557,id14762,id14444,id10816,id10576,id5521,id5497,id11395,id11396,id5567,id5565
id5533,0.5,0.5,0.5,0.5,0.5,0,0,0.25,0.25,0.5,1,0.25,0,0.75,1,0.666666666666667,0,1,0.5,0.5,1,1,0.75,1,1,1,1,1,0.5,1,1,1,1,1,1,0.75,0.5,0.75,0.75,0,0.5,0.75,0.5,0.25,0.75,1,0.75,0.666666666666667,0.5,0,0.75,1,0.25,0.75,0.75,0.75,0.666666666666667,1,1,0.75,0.75,1,0.75,0.5,0.5,0.5,0.75,1,1,1,0.5,0.75,0
id5566,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.5,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,0.666666666666667,1,1,0,1,1,0.666666666666667,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,0.666666666666667,1,1,1,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1,1,0.666666666666667,0.666666666666667,0,1,1,1,1,1,NaN,1,1,1,1,1
id14442,0,0,1,1,0,NaN,0,0,0,1,1,1,1,1,1,NaN,NaN,1,0,NaN,1,1,1,1,1,1,1,NaN,NaN,NaN,1,1,1,NaN,1,1,0,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,NaN,0,0,1,1,0,1,0,1,1,NaN,1,1,1,NaN,1,NaN,NaN,1,0,1,1
id5493,0,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0,0,0,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,1,0.5,NaN,1,1,1,1,1
id14192,0,0,1,1,1,NaN,1,1,0,1,1,1,0,1,1,1,NaN,1,0,NaN,NaN,1,1,1,1,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,NaN,NaN,1,1,1,1
id5570,0.5,1,1,1,1,1,1,1,1,1,0.5,0.5,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,1
id5546,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id5519,0.666666666666667,1,1,1,1,0.666666666666667,0.666666666666667,1,1,1,0.666666666666667,0.666666666666667,0,1,1,0.666666666666667,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.666666666666667,1,1,1,0,1,1,1,1,1,0.666666666666667,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.666666666666667
id11394,0.5,1,1,1,1,1,0.5,1,0.5,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id10569,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id5539,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,1,1,0,1,0.5,0.5,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,1,0,0.5,1,0.5,0.5,1,0.5,0.5,1,0,1,1,1,1,0.5,1,0.5,0,0,0.5,0.5,1,1,1,0.5,1,0.5
id5571,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id5515,0.5,1,1,1,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1
id5560,0.571428571428571,0.857142857142857,0.857142857142857,0.833333333333333,0.714285714285714,0.75,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.571428571428571,0.666666666666667,1,1,1,0.75,1,0.857142857142857,0.75,1,0.857142857142857,0.857142857142857,1,1,0.857142857142857,1,1,0.5,1,1,0.857142857142857,1,1,1,0.75,0.857142857142857,0.857142857142857,0.75,0.75,0.714285714285714,0.857142857142857,0.75,0.75,0.833333333333333,0.857142857142857,0.75,0.833333333333333,1,0.714285714285714,0.833333333333333,1,0.857142857142857,0.857142857142857,1,0.75,1,0.857142857142857,1,0.857142857142857,0.666666666666667,0.75,0.857142857142857,0.75,0.75,0.75,0.857142857142857,1,1,1,0.857142857142857,1,0.833333333333333
id5544,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id10578,0.2,0.4,0.6,0.4,0.2,0.5,0.2,0.2,0.4,0.4,0.6,0.2,0.25,1,1,1,0,1,0.8,0.5,1,1,0.8,1,1,1,1,1,0.5,1,1,1,1,1,1,0.75,0.8,0.8,0.75,0.5,0.6,0.8,0.75,0.75,0.8,1,0.75,0.666666666666667,0.8,0.6,0.6,1,0.6,0.8,1,0.75,1,1,1,1,0.8,1,0.8,0.75,0.75,0.5,0.8,1,1,1,0.8,1,0.6
id10575,0.5,1,1,1,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1
id5559,0.333333333333333,0.75,1,1,1,0.5,0.75,1,0.75,1,0.5,0.5,0.666666666666667,1,1,0.75,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,1,0.666666666666667,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.75
id5561,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id5564,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id14439,0.333333333333333,0.333333333333333,0.666666666666667,0.5,0.333333333333333,NaN,0,0,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.5,1,1,1,1,1,0.666666666666667,NaN,1,1,1,1,1,1,1,NaN,NaN,NaN,1,1,1,1,1,1,0.666666666666667,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,NaN,0.666666666666667,0.666666666666667,1,1,0.666666666666667,0.666666666666667,0.666666666666667,1,1,NaN,1,1,1,NaN,1,NaN,NaN,1,0.666666666666667,1,1
id10577,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id5509,0,0.333333333333333,1,0.5,0.333333333333333,0.5,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5502,0.5,1,1,1,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1
id5524,0.2,0.4,0.5,0.25,0.4,1,0.2,0.2,0.5,0.4,0.2,0.2,0,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,0.8,0.6,0.8,1,1,1,1,1,1,1,0.8,NaN,1,1,1,1,1
id14443,1,1,0,1,1,NaN,0,0,0,1,1,0,0,0,1,1,NaN,1,0,NaN,NaN,1,1,1,1,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,0,1,0,0,1,1,1,1,0,0,1,NaN,0,1,1,1,0,1,1,0,1,NaN,1,0,0,NaN,1,NaN,NaN,1,0,1,0
id10818,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id10574,0,0.333333333333333,0.666666666666667,1,0.333333333333333,1,1,1,0.666666666666667,1,0,0,0.5,1,1,1,0.5,0.666666666666667,1,1,1,1,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,0.666666666666667,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,0.5,1,1,0.666666666666667,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,0.5,NaN,1,1,1,1,1
id14445,1,1,0,1,1,NaN,0,0,0,1,1,0,0,0,1,1,NaN,1,0,NaN,NaN,1,1,1,1,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,0,1,0,0,1,1,1,1,0,0,1,NaN,0,1,1,1,0,1,1,0,1,NaN,1,0,0,NaN,1,NaN,NaN,1,0,1,0
id5512,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id5513,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id5510,0.5,0.75,1,1,1,0.666666666666667,0.5,1,0.5,1,0.25,0.25,0.666666666666667,1,1,0.75,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.666666666666667,1,1,1,0.666666666666667,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.75
id14768,1,1,1,1,0,NaN,0,0,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,0,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,NaN,NaN,1,1,1,1
id14447,1,1,1,1,0,NaN,0,0,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,0,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,NaN,NaN,1,1,1,1
id5527,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,1,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5537,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id14437,0,0,0,1,0,NaN,NaN,NaN,1,1,0,0,0,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1,NaN,NaN,NaN,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,NaN,NaN,NaN,1,1,NaN,1,1,1,1,1,1,NaN,1,1,1,NaN,NaN,NaN,NaN,1,1,1,NaN
id5573,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id5536,0,0.5,0.333333333333333,0.666666666666667,0.333333333333333,0.5,1,1,0.666666666666667,1,0,0.333333333333333,0,0.666666666666667,0.5,1,0.5,0.666666666666667,0.666666666666667,0.5,1,1,0.666666666666667,1,1,0.666666666666667,0.666666666666667,1,0.5,0.5,1,0.666666666666667,0.666666666666667,1,1,0.5,0.666666666666667,1,1,0.5,1,0.666666666666667,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,1,0.666666666666667,1,0.5,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.5,1,0.5,1,0.5,1,1,1,0.666666666666667,1,1,1
id10584,NaN,1,1,1,1,1,1,1,1,0,0,0,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,NaN,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,NaN
id10579,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id5541,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id5483,0.333333333333333,0.666666666666667,1,0.666666666666667,0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.5,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667
id10570,0.5,1,1,1,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1
id10572,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id14764,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,0,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,0
id10573,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id5514,0.5,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.5,0.5,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,0.833333333333333,0.833333333333333,1,0.75,1,1,0.8,1,1,1,1,1,1,1,1,0.8,1,1,1,1,0.833333333333333,1,1,0.833333333333333,0.666666666666667,1,1,0.833333333333333,1,1,1,1,1,1,0.833333333333333,0.833333333333333,0.75,1,1,1,1,1,1,1,1,1,1,0.833333333333333
id10571,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
id10568,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.5,NaN,1,1,1,1,1
id11298,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,NaN,1
id5547,0,0.5,1,0.5,1,1,1,1,0.5,1,0,0,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,1
id5557,0.333333333333333,0.666666666666667,1,1,0.666666666666667,1,1,1,0.666666666666667,1,0.333333333333333,0.333333333333333,1,1,1,1,0.5,0.5,1,1,1,1,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,0.666666666666667,1,1,0.666666666666667,0.5,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,0.666666666666667,1,1,0.666666666666667,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,0.666666666666667,NaN,1,1,1,1,1
id14762,0.5,0.5,0.5,0.5,0,NaN,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,0.5,0.5,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,NaN,NaN,1,1,1,1
id14444,0,0,0.5,0.5,0,NaN,0,0.5,0,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,NaN,1,1,1,1,1,1,1,NaN,NaN,NaN,1,1,1,1,1,1,0.5,1,1,NaN,1,0.5,1,1,1,1,1,1,1,1,1,NaN,0.5,0.5,1,1,0.5,1,0.5,1,1,NaN,1,1,1,NaN,1,NaN,NaN,1,0.5,1,1
id10816,0.333333333333333,0.666666666666667,1,1,1,0.333333333333333,0.666666666666667,1,0.666666666666667,1,0.333333333333333,0.333333333333333,0.5,1,1,0.666666666666667,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.666666666666667,1,1,1,0.5,1,1,1,1,1,0.666666666666667,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.666666666666667
id10576,0,0.333333333333333,1,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,1,0.333333333333333,0.666666666666667,0.333333333333333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5521,0,1,1,1,1,1,1,1,1,1,0,0,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,NaN,1,1,1,1
