Row,id10580,id10581,id10583,id15697,id5541,id5579,id5580,id5581,id5584,id5585,id5590,id5592,id5594,id5595,id5597,id5598,id5599,id5601,id5602,id5604,id5605,id5606,id5608,id5609,id5610,id5612,id5614,id5619,id5620,id5621,id5622
id10580,2,NaN,1,1,NaN,3,2,1,3,NaN,1,2,1,3,1,4,NaN,1,1,1,1,1,NaN,2,1,1,1,1,1,NaN,5
id10581,2,2,1,1,2,1,2,1,3,3,3,1,1,2,3,1,2,2,1,3,1,1,2,1,1,2,2,2,3,2,NaN
id10582,NaN,NaN,NaN,1,NaN,1,2,1,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,2,NaN,1,1,NaN,1,NaN,NaN,NaN,1,NaN,3,NaN,NaN
id10583,2,2,2,NaN,1,1,1,1,2,2,2,3,1,2,2,2,1,2,1,3,1,1,2,2,1,1,2,2,2,1,1
id10585,1,2,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,1,NaN,1,1,1,1,NaN,2,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1
id11402,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,2,1,NaN,1,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id12222,NaN,NaN,1,4,1,4,2,1,3,NaN,1,3,NaN,2,1,4,NaN,2,3,1,2,3,1,2,NaN,3,2,NaN,3,NaN,4
id14060,1,NaN,1,2,NaN,2,3,1,NaN,NaN,NaN,1,NaN,2,NaN,1,NaN,1,NaN,NaN,1,1,1,NaN,NaN,1,1,1,NaN,NaN,1
id14193,1,2,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN
id14765,NaN,NaN,NaN,1,NaN,1,1,1,2,1,1,NaN,NaN,NaN,2,NaN,NaN,2,NaN,1,2,NaN,2,NaN,1,NaN,NaN,NaN,1,NaN,NaN
id15697,1,NaN,2,6,NaN,4,3,2,3,1,2,3,NaN,1,2,4,1,2,2,1,4,3,3,1,NaN,3,1,1,4,1,3
id16531,1,NaN,1,1,NaN,1,1,1,NaN,2,NaN,1,1,NaN,NaN,1,NaN,1,1,NaN,1,NaN,2,1,NaN,NaN,1,NaN,1,NaN,2
id16532,2,2,NaN,2,1,3,2,2,2,3,3,NaN,5,NaN,1,3,NaN,5,2,1,4,NaN,2,1,2,2,2,NaN,4,1,3
id16533,NaN,1,NaN,1,NaN,1,1,NaN,3,1,3,NaN,1,1,2,1,1,2,NaN,1,2,NaN,1,1,1,1,NaN,NaN,2,1,1
id16534,3,NaN,NaN,NaN,NaN,NaN,2,NaN,1,NaN,2,NaN,NaN,3,1,NaN,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,NaN
id16535,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,1,1,1,1,NaN,1,NaN,1
id16536,1,NaN,1,2,NaN,2,2,1,1,NaN,NaN,1,1,1,NaN,3,NaN,1,1,NaN,1,1,1,1,NaN,1,NaN,NaN,1,NaN,3
id16586,2,NaN,NaN,1,NaN,NaN,1,NaN,NaN,2,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,1,NaN,1,1
id5541,1,3,1,1,3,3,2,1,2,4,2,2,3,2,2,2,2,6,3,4,2,2,2,2,1,4,3,2,3,3,2
id5579,NaN,NaN,1,NaN,NaN,6,6,NaN,6,1,1,1,NaN,3,1,4,NaN,1,3,1,NaN,NaN,1,5,1,NaN,7,NaN,1,NaN,5
id5580,NaN,NaN,NaN,1,NaN,5,4,NaN,4,NaN,NaN,1,NaN,3,NaN,3,NaN,1,4,NaN,2,1,1,2,NaN,1,3,NaN,2,NaN,3
id5581,4,1,NaN,3,NaN,2,4,1,2,2,3,NaN,2,4,2,1,1,2,1,NaN,5,NaN,3,NaN,1,1,1,3,2,2,1
id5583,1,1,NaN,1,NaN,1,1,1,1,NaN,1,1,NaN,1,2,NaN,NaN,2,1,1,2,NaN,2,NaN,NaN,NaN,NaN,1,1,NaN,1
id5584,NaN,4,2,5,1,2,1,1,4,NaN,2,2,NaN,NaN,6,2,4,1,NaN,4,4,2,3,2,NaN,2,NaN,NaN,2,1,2
id5585,5,3,NaN,1,4,3,3,1,6,7,1,NaN,7,1,4,6,4,4,2,4,2,NaN,2,3,1,1,4,3,2,3,5
id5587,2,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN
id5589,NaN,1,NaN,NaN,NaN,2,2,NaN,3,NaN,NaN,NaN,NaN,1,1,2,1,NaN,1,1,NaN,NaN,NaN,3,NaN,NaN,2,NaN,NaN,NaN,2
id5590,NaN,NaN,NaN,1,2,NaN,NaN,NaN,2,2,5,NaN,2,NaN,2,NaN,2,4,NaN,1,4,NaN,1,NaN,1,NaN,2,1,3,3,NaN
id5592,5,2,8,13,1,11,10,4,8,5,4,14,4,6,3,15,2,6,9,4,6,9,6,8,2,12,8,4,9,1,16
id5594,1,2,NaN,NaN,1,NaN,NaN,NaN,1,1,1,NaN,2,NaN,1,1,1,1,1,NaN,2,NaN,1,1,2,NaN,NaN,NaN,1,NaN,1
id5595,4,3,1,NaN,NaN,1,3,1,2,1,2,1,2,4,2,1,2,2,1,1,2,1,1,2,2,2,1,3,2,1,1
id5597,2,5,NaN,1,1,1,2,1,6,NaN,2,NaN,NaN,2,9,NaN,4,5,NaN,8,1,NaN,1,3,2,NaN,NaN,2,5,NaN,NaN
id5598,1,3,2,5,2,5,4,2,2,2,NaN,5,1,NaN,1,7,NaN,4,4,4,3,2,3,3,1,5,3,NaN,4,NaN,7
id5599,1,NaN,1,1,NaN,1,1,NaN,1,2,1,NaN,1,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,2
id5601,6,5,8,16,4,12,9,4,16,11,9,11,7,4,14,13,8,16,5,8,14,9,11,7,3,10,9,7,13,8,12
id5602,2,1,1,4,1,6,5,4,3,2,3,1,2,2,2,3,1,4,4,1,5,1,5,3,1,1,4,1,5,1,3
id5604,4,9,1,1,4,1,3,1,8,4,7,1,3,3,11,2,5,9,1,13,2,1,2,3,5,5,2,3,7,1,NaN
id5605,1,3,NaN,1,NaN,NaN,1,NaN,5,1,5,NaN,2,NaN,7,NaN,1,5,NaN,5,5,NaN,2,1,4,1,1,NaN,8,1,NaN
id5606,2,2,3,3,NaN,3,2,2,2,1,1,3,1,2,3,3,2,3,2,2,3,3,2,2,2,3,1,2,4,1,2
id5608,1,1,NaN,2,NaN,NaN,NaN,NaN,2,4,2,1,2,NaN,3,1,1,1,NaN,NaN,3,NaN,4,1,1,1,1,NaN,NaN,2,1
id5609,2,2,1,NaN,1,1,1,1,3,1,2,1,1,2,3,1,2,2,1,2,1,1,1,2,1,1,1,2,2,1,NaN
id5610,1,1,1,3,1,1,NaN,1,2,NaN,1,4,NaN,1,2,3,NaN,2,NaN,3,1,3,NaN,NaN,1,4,NaN,1,3,NaN,3
id5612,NaN,2,1,4,4,2,1,1,1,1,1,3,1,NaN,NaN,3,NaN,3,1,2,3,3,1,NaN,NaN,5,NaN,1,3,1,2
id5614,NaN,1,NaN,1,NaN,2,1,1,2,2,2,3,1,NaN,NaN,1,NaN,NaN,2,NaN,3,NaN,4,4,1,1,4,NaN,2,NaN,4
id5619,4,1,1,1,NaN,NaN,2,NaN,1,2,2,NaN,2,3,1,NaN,1,1,NaN,NaN,1,NaN,1,NaN,1,1,NaN,4,1,1,NaN
id5620,NaN,1,2,5,NaN,7,4,3,3,NaN,2,2,NaN,1,3,3,NaN,5,4,2,6,2,5,1,1,2,1,NaN,6,NaN,3
id5621,2,2,1,1,4,4,5,NaN,4,6,NaN,1,6,5,1,5,5,5,1,1,1,1,NaN,3,NaN,1,6,7,1,6,4
id5622,1,1,5,5,NaN,4,3,NaN,5,1,1,5,NaN,1,2,7,1,1,2,2,1,4,NaN,3,NaN,5,3,1,2,NaN,8
