Row,id5516,id5492,id5552,id5499,id5528,id5568,id5500,id5533,id14442,id14191,id5493,id14189,id14192,id14438,id5519,id11394,id10569,id5539,id14761,id5571,id5515,id5560,id5544,id5559,id5561,id5564,id14439,id10577,id5509,id5502,id5524,id14443,id10818,id10574,id5512,id5513,id5510,id14768,id14447,id5527,id14437,id5573,id5536,id10584,id10579,id5541,id5483,id10572,id14764,id10573,id5514,id11398,id10568,id11298,id5557,id10816,id10576,id5521,id5497,id11395,id11396,id5567,id5565
id5510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1
id14768,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1
id14447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1
id5527,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
id14437,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2
id5573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1
id5536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1
id10584,3,3,3,3,3,2,3,3,2,2,3,2,2,2,3,3,2,3,2,3,3,3,3,3,2,3,2,3,3,2,3,2,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,2,3,3,3,3
id10579,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
id5541,NaN,1,1,1,1,1,1,1,NaN,NaN,1,NaN,NaN,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,NaN,NaN,1,NaN,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1
id5483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1
id10572,1,3,1,3,2,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,2,1,3,3,3,3,2,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,1,2,1,3,3,3,3,3
id14764,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2
id10573,3,3,1,3,3,3,3,3,1,1,3,1,1,1,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,1,2,3,3,3,3,1,1,3,1,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,1,NaN,3,3,3,3
id5514,2,4,3,4,4,4,4,4,2,2,4,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,2,4,3,3,4,4,2,2,3,2,4,4,4,4,4,4,4,2,3,4,2,4,4,4,4,4,3,3,4,4,4,4
id11398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1
id10568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1
id11298,3,5,3,5,5,5,5,5,4,4,5,4,4,4,5,5,3,5,4,5,5,5,5,3,3,3,3,5,5,5,4,4,5,4,2,5,5,4,4,2,4,5,5,4,3,3,5,3,4,4,5,4,5,5,5,3,5,3,5,5,5,5,5
id5557,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,NaN,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1
id10816,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
id10576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1
id5521,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1
id5497,2,3,3,3,3,2,3,3,1,1,3,1,1,1,3,3,3,3,1,3,3,3,3,3,2,3,1,3,3,2,3,1,3,3,3,3,3,1,1,3,1,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,2,3,3,3,3,3
id11395,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
id11396,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
id5567,9,17,9,17,16,14,17,17,11,11,16,11,11,11,17,17,12,16,11,17,16,16,17,12,10,12,10,17,17,15,17,11,16,16,11,17,17,10,11,14,10,17,16,17,14,12,17,15,11,15,16,10,17,16,17,12,17,7,11,17,17,16,16
id5565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1
