Row,id10568,id10570,id10571,id10573,id10574,id10575,id10576,id10577,id10578,id10584,id10818,id11298,id11394,id11395,id11396,id12223,id14189,id14437,id14438,id14439,id14442,id14443,id14444,id14447,id14761,id14762,id14764,id16807,id5483,id5492,id5493,id5497,id5499,id5500,id5502,id5506,id5508,id5509,id5510,id5513,id5514,id5515,id5519,id5524,id5527,id5528,id5533,id5536,id5539,id5544,id5546,id5557,id5560,id5565,id5566,id5567,id5568,id5569,id5570,id5571,id5573,id5576
id10568,15,15,14,13,14,15,13,14,15,14,14,15,14,15,14,14,12,10,11,12,11,12,12,12,12,12,12,8,15,15,14,6,15,14,14,15,15,14,15,15,15,15,14,13,9,13,15,15,15,15,13,14,15,14,15,14,13,15,15,15,14,11
id10570,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,5,4,5,5,5,5,5,5,5,4,7,7,7,5,7,7,6,5,7,7,7,7,7,7,7,6,7,6,7,7,7,7,4,6,7,7,6,7,5,7,6,7,6,6
id10571,6,6,6,3,4,6,6,6,6,6,6,6,5,6,6,6,4,4,4,4,4,4,4,4,4,4,4,2,6,6,6,3,6,5,6,6,6,6,6,6,6,6,6,5,3,6,6,6,6,6,5,6,6,6,6,5,5,6,6,6,6,4
id10573,6,6,5,5,5,5,6,6,6,6,5,6,6,6,6,6,5,5,5,4,5,5,5,5,5,5,5,2,6,6,6,3,6,6,5,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,5,5,6,6,5,6,5,6,6,6,6,3
id10574,10,10,9,8,9,10,9,10,10,8,10,10,10,9,10,9,8,7,7,6,8,8,8,8,8,8,8,6,10,10,10,6,10,9,10,9,10,10,10,10,10,10,10,7,5,8,10,10,10,10,8,9,9,9,9,9,7,10,10,10,10,8
id10575,7,7,5,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,6,6,6,6,6,6,2,7,7,7,2,7,7,5,6,7,7,7,7,7,7,7,5,7,5,7,7,7,7,5,7,7,7,7,6,5,7,6,7,6,3
id10576,13,13,11,10,11,13,13,12,13,13,13,13,13,13,13,12,8,8,8,7,8,8,8,8,8,8,8,3,13,13,13,9,13,13,11,13,13,13,13,12,13,13,13,10,11,11,13,13,12,13,11,12,13,13,12,13,10,13,13,13,13,8
id10577,14,14,9,10,11,14,13,14,14,14,13,14,14,14,13,11,13,12,13,13,13,13,13,13,13,13,13,3,14,14,14,6,14,14,9,14,14,14,14,13,14,14,14,12,10,11,14,14,13,14,11,14,14,14,14,14,11,14,14,14,14,4
id10578,9,9,9,6,8,9,9,9,9,9,9,9,9,9,9,8,7,7,7,7,7,7,7,7,7,7,7,4,9,8,9,3,9,8,9,7,9,9,9,9,9,9,9,7,8,8,9,9,9,9,5,9,9,8,9,7,9,9,7,9,7,6
id10584,15,15,12,14,15,14,14,15,15,14,15,15,15,15,14,15,13,13,13,10,13,12,13,13,13,13,13,8,15,15,15,5,15,14,12,15,15,15,15,15,15,15,15,14,14,12,15,15,14,15,11,14,15,13,14,14,10,15,15,15,15,10
id10818,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,2,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,3
id11298,11,11,11,9,10,11,11,11,11,10,10,11,11,11,11,11,9,9,9,7,9,8,9,9,9,9,9,6,11,11,11,6,11,10,11,11,11,11,11,11,11,11,11,9,7,11,11,10,11,11,9,11,11,10,11,9,9,11,11,11,11,8
id11394,13,13,13,12,12,13,12,13,13,12,12,13,13,13,13,11,10,9,10,7,10,10,10,10,10,10,10,8,13,12,13,7,13,13,13,12,13,13,13,13,13,13,13,10,9,11,13,12,13,13,10,12,13,12,12,12,10,13,13,13,12,11
