Row,id5492,id5563,id5533,id5556,id5566,id14442,id14189,id5570,id5546,id11394,id10569,id5539,id5544,id5559,id5561,id5564,id14439,id5509,id5524,id10818,id10574,id5512,id5513,id5510,id5527,id5536,id10584,id10579,id5483,id10570,id5514,id11398,id10568,id5547,id14444,id10816,id10576,id5497,id11396,id5567,id5565
id10584,2,1,2,1,2,2,2,2,2,2,NaN,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,NaN,1,2,1
id10579,2,2,2,2,2,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,NaN,2,2,2,2,2,2
id5483,2,2,2,2,2,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,NaN,2,2,2,2,1,2
id10570,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1,1
id5514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1
id11398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1
id10568,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1,1
id5547,NaN,1,1,NaN,1,NaN,NaN,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,NaN,1,1,1
id14444,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,1,1,1,NaN,1,NaN,1,NaN,NaN,1,NaN
id10816,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1,1
id10576,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1,1
id5497,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1,1
id11396,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1,1
id5567,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1
id5565,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1
