Row,id10580,id10581,id10583,id15697,id5541,id5579,id5580,id5581,id5584,id5585,id5590,id5592,id5594,id5595,id5597,id5598,id5599,id5601,id5602,id5604,id5605,id5606,id5608,id5609,id5610,id5612,id5614,id5619,id5620,id5621,id5622
id10580,13,13,8,8,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13
id10581,22,22,18,14,8,22,22,22,22,22,22,21,22,22,22,19,22,18,22,22,22,22,22,22,20,22,22,21,22,21,22
id10582,9,9,7,5,3,9,9,9,9,9,9,8,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,8,9,9,9
id10583,29,29,29,14,3,27,29,29,29,29,29,28,29,29,29,27,29,25,29,29,29,29,29,29,22,29,29,28,28,29,28
id10585,9,9,6,6,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9
id11402,2,2,NaN,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
id12222,9,9,5,9,5,8,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,7,9,8,8
id14060,11,11,7,11,8,10,11,10,11,11,11,11,11,11,11,10,11,9,11,11,11,11,11,11,9,11,11,11,10,11,11
id14193,9,9,4,9,5,9,9,8,9,9,9,9,8,9,9,8,9,8,9,9,9,9,9,9,8,9,9,9,8,9,8
id14765,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5
id15697,11,11,4,11,10,11,11,11,11,11,11,11,11,11,11,11,11,9,11,11,11,11,11,11,11,11,11,10,11,11,10
id16531,2,2,NaN,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
id16532,12,12,5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,12,12,12,12,12,12,12,12,12,11,11,12,11
id16533,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4
id16534,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,6,7,7,7
id16535,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
id16536,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
id16586,4,4,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
id5541,14,14,5,12,11,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14,14,14,14,14,14,14,14,13,14,14,13
id5579,16,16,10,11,8,16,16,16,16,16,16,15,16,16,16,16,16,15,16,16,16,16,16,16,14,16,16,15,15,15,15
id5580,23,23,19,9,6,21,23,23,23,23,23,22,23,23,21,23,23,22,23,23,23,23,23,23,19,23,23,22,22,21,22
id5581,34,34,25,25,14,33,34,34,34,34,34,33,33,34,33,34,34,31,33,34,34,34,34,34,31,34,34,33,32,33,32
id5583,7,7,5,4,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
id5584,23,23,20,16,10,23,23,22,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,21,23,23,22,22,22,22
id5585,33,33,21,26,16,31,33,32,32,33,33,33,33,33,32,33,33,31,33,33,33,33,33,33,33,33,33,33,31,33,32
id5587,6,6,6,4,1,5,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,4,6,6
id5589,9,9,6,4,3,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9
id5590,23,23,17,15,11,22,23,22,23,23,23,22,23,23,23,23,23,19,23,23,23,23,23,23,21,23,23,23,22,23,23
id5592,66,66,50,47,29,63,66,64,65,66,66,65,66,66,66,64,66,58,65,66,65,65,66,66,57,66,66,64,65,65,62
id5594,22,22,17,15,7,22,22,21,22,22,22,22,21,22,22,22,22,19,22,22,22,22,22,22,19,22,22,20,20,20,20
id5595,33,33,26,21,11,32,33,29,33,33,33,32,33,33,33,32,33,28,33,33,33,33,33,33,24,33,33,32,30,32,31
id5597,32,32,22,25,17,31,32,31,32,32,32,31,32,32,32,30,32,26,32,32,32,32,32,32,28,32,32,31,30,32,30
id5598,26,26,17,17,11,23,26,26,25,26,26,26,26,26,26,25,26,22,26,26,26,26,26,26,20,26,26,26,26,26,25
id5599,14,14,11,10,4,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14,14,12,14,14
id5601,70,70,42,61,43,65,70,66,69,70,70,70,69,70,69,70,69,64,70,70,70,69,70,70,65,70,70,70,66,70,69
id5602,30,30,22,20,9,29,30,29,30,30,30,30,30,30,29,30,30,28,30,30,30,29,30,30,25,30,30,29,28,29,28
id5604,40,40,29,30,19,39,40,39,40,40,40,39,40,40,39,39,40,36,39,40,40,40,40,40,35,40,40,39,38,40,39
id5605,24,24,16,15,11,23,24,24,24,24,24,24,23,24,23,24,24,24,24,24,24,24,24,24,19,24,24,23,24,23,22
id5606,26,26,23,14,5,25,26,24,25,26,26,25,26,26,26,23,26,22,26,26,26,26,26,26,22,26,26,26,24,26,25
id5608,15,15,8,8,8,14,15,14,15,15,15,14,15,15,15,15,14,14,15,15,15,15,15,15,12,15,15,15,14,15,15
id5609,17,17,14,11,6,16,17,15,17,17,17,17,17,17,17,16,17,14,17,17,17,17,17,17,13,17,17,16,16,17,16
id5610,26,26,23,14,6,25,26,25,26,26,26,25,26,26,24,24,26,21,26,26,26,26,26,26,24,26,26,25,25,26,25
id5612,25,25,19,20,9,24,25,25,25,25,25,25,25,25,25,25,25,23,25,25,24,25,25,25,24,25,25,24,25,24,24
id5614,25,25,18,13,8,24,25,24,25,25,25,23,25,25,24,24,25,22,25,25,25,25,25,25,18,25,25,25,25,25,25
id5616,7,7,7,3,NaN,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7
id5619,13,13,8,10,8,13,13,12,13,13,13,13,13,13,13,13,13,11,13,13,13,13,13,13,11,13,13,13,13,13,13
id5620,18,18,14,10,6,18,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,18,18,18,15,18,18,18,18,18,18
id5621,32,32,23,24,15,31,32,32,32,32,32,32,32,32,32,32,32,29,31,32,32,32,32,32,30,32,32,32,31,32,32
id5622,15,15,10,11,10,15,15,15,15,15,15,15,15,15,15,15,15,13,15,15,15,15,15,15,13,15,15,15,15,15,15
id5623,6,6,5,3,3,6,6,6,6,6,6,5,6,6,6,6,6,4,6,6,6,6,6,6,5,6,6,6,6,6,6
id5627,8,8,4,6,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8
