master_unique_legislators,sponsor_names,coverage,results
5482,Scott Pelath,0.982608695652174,-0.0321355102074656
5483,Eric Koch,1,-0.00979207540515091
5489,David Niezgodski,1,-0.0475929004447746
5492,Vernon Smith,0.973913043478261,-0.0701335453351154
5493,Edmond Soliday,0.991304347826087,0.0099233491441815
5494,Patrick Bauer,0.904347826086957,-0.0473870580517722
5497,Brian Bosma,0.252173913043478,0.00706135663659441
5498,Clyde Kersey,0.982608695652174,-0.0682611772312837
5499,Terri Jo Austin,0.982608695652174,-0.0330908213589977
5500,Gail Riecken,0.973913043478261,-0.0427001815664745
5502,Gregory Steuerwald,0.834782608695652,0.0244054039753376
5506,Linda Lawson,0.939130434782609,-0.0608708510613159
5508,Sheila Klinker,0.991304347826087,-0.0234600193609162
5509,Gerald Torr,0.973913043478261,0.0259989745981833
5510,Daniel Leonard,1,0.0224186783775975
5513,Wes Culver,0.973913043478261,-0.0111375409822181
5514,Edward Clere,1,0.0231445269293485
5515,Randy Truitt,0.991304347826087,-0.10385588605527
5518,Vanessa Summers,0.843478260869565,-0.0332852976857117
5519,Thomas Dermody,0.982608695652174,-0.0909526108171251
5524,Timothy Brown,0.843478260869565,0.00375379052808729
5527,Robert Cherry,0.791304347826087,-0.0573984595758238
5528,Terry Goodin,0.869565217391304,-0.0147553358519517
5532,Charles Moseley,1,-0.0585406625198207
5533,Edward DeLaney,1,-0.063728032628321
5536,Charles Burton,0.973913043478261,-0.0862475468548335
5537,Thomas Saunders,0.965217391304348,0.0124643007406511
5539,William Friend,0.904347826086957,-0.0520041257996384
5543,Cherrish Pryor,0.991304347826087,-0.0790479347121443
5544,Kathy Richardson,0.973913043478261,0.0217494532861986
5546,David Wolkins,0.643478260869565,0.00567709065280038
5549,Matt Pierce,0.991304347826087,-0.0144439345382943
5553,Ryan Dvorak,0.939130434782609,-0.0578491590177577
5556,John Bartlett,0.973913043478261,-0.0599366436142084
5557,Matthew Lehman,0.965217391304348,0.0121802718014913
5560,Jeffrey Thompson,0.991304347826087,0.011567821262713
5565,David Frizzell,0.88695652173913,0.017178923964853
5566,Gregory Porter,0.982608695652174,-0.0697569069803658
5567,Robert Behning,0.947826086956522,0.022332160277789
5568,Steven Stemler,0.730434782608696,-0.0179807642135691
5569,Philip GiaQuinta,0.991304347826087,-0.0137979096544576
5570,Doug Gutwein,0.930434782608696,0.0219081093305732
5571,Donald Lehe,0.991304347826087,0.00929231360781904
5573,Sean Eberhart,0.956521739130435,0.0104922440732319
5576,Bruce Borders,0.791304347826087,0.00110351943658984
5624,Sue Errington,0.991304347826087,-0.0503018720670537
10568,Ronald Bacon,1,0.0160723389809213
10570,Randall Frye,1,0.00404505454138888
10571,Steven Davisson,0.8,-0.0504763080700625
10573,Rhonda Rhoads,0.947826086956522,1
10574,Robert Heaton,1,0.00567261216379182
10575,Kevin Mahan,0.965217391304348,0.0165579127139168
10576,Robert Morris,0.895652173913044,-0.109770819031726
10577,Heath VanNatter,0.973913043478261,0.0358456991201451
10578,Michael Karickhoff,1,0.0580895853257596
10584,Milo Smith,0.947826086956522,-0.0837874835591644
10818,James Baird,1,0.00497149843834872
11298,Wendy McNamara,0.965217391304348,-0.0571810560217435
11394,Timothy Wesco,0.982608695652174,-0.0941719460380067
11395,Cindy Kirchhofer,0.973913043478261,0.0165867684406391
11396,Mike Speedy,0.956521739130435,-0.100360636910678
11398,Lloyd Arnold,0.947826086956522,0.098348912728859
11445,Doug Miller,0.773913043478261,-0.0654838340483726
12223,Charlie Brown,0.91304347826087,-0.0300294815414949
14189,Dale DeVon,0.991304347826087,-0.0792791285476731
14191,Dan Forestal,0.921739130434783,-0.0542358632419076
14192,Sharon Negele,0.991304347826087,-0.108337323137071
14436,Christina Hale,0.956521739130435,-0.0463463974519225
14437,Richard Hamm,0.91304347826087,0.0197873633188421
14438,Timothy Harman,0.973913043478261,-0.0047280004949567
14439,Todd Huston,0.904347826086957,0.0154249689039968
14440,Karlee Macer,0.904347826086957,-0.0509004074893743
14441,Peggy Mayfield,0.982608695652174,-0.0040258278118175
14442,Justin Moed,0.947826086956522,-0.0541609611421878
14443,Alan Morrison,0.973913043478261,0.0016193075106528
14444,David Ober,0.991304347826087,0.00933338413384581
14445,John Price,0.956521739130435,0.0375272393097776
14446,Robin Shackleford,0.982608695652174,-0.0508056338060773
14447,Ben Smaltz,0.991304347826087,-0.0919039153571475
14448,Thomas Washburne,0.982608695652174,-0.0856936331866311
14761,Steven Braun,0.982608695652174,0.0265744152006272
14762,Martin Carbaugh,0.991304347826087,-0.021049509604659
14764,Jim Lucas,0.991304347826087,0.0224771513753199
14766,Harold Slager,0.991304347826087,-0.126470770361478
14767,Cindy Ziemke,0.991304347826087,0.0317832679051673
14768,Dennis Zent,0.965217391304348,0.0280742505956843
16085,Casey Cox,0.956521739130435,-0.106461660633758
16115,Holli Sullivan,0.991304347826087,-0.11915605066732
16175,Greg Beumer,0.982608695652174,-0.118574453544892
16530,Micheal Aylesworth,0.756521739130435,0.0149454191514226
16537,Curt Nisly,0.791304347826087,0.0154844321015248
16538,Christopher Judy,0.791304347826087,0.00922212592675086
16701,William Fine,0.765217391304348,-0.0838494349187846
16702,Julie Olthoff,0.791304347826087,0.0257489291280294
16703,Melanie Wright,0.791304347826087,-0.0506403264901986
16704,Mike Braun,0.00869565217391304,-0.000550267940700699
16801,Donna Schaibley,0.791304347826087,0.0214541532435316
16807,Anthony Cook,0.791304347826087,0.0178193892054578
17692,Donna Harris,0.260869565217391,-0.0176919983016681
17750,Randy Lyness,0.260869565217391,0.0106574838106055
17791,Jeff Ellington,0.260869565217391,-0.0238540254395638
