Row,id14189,id5570,id14438,id11394,id10569,id5539,id14761,id5571,id5560,id5544,id10578,id10575,id5559,id5561,id5564,id14439,id10577,id5509,id5524,id10574,id5512,id5513,id5510,id14447,id5527,id14437,id5536,id10579,id5541,id5483,id10570,id10572,id14764,id10573,id5514,id5547,id5557,id14762,id14444,id10816,id10576,id5521,id5497,id11396,id5567,id5565
id14189,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1
id5570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1
id14438,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1
id11394,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,0,1,1,NaN,NaN,1,1,1,1,1,1,1
id10569,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5539,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,0,1,1,NaN,NaN,1,1,1,1,1,1,1
id14761,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5571,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,0,1,1,NaN,NaN,1,1,1,1,1,1,1
id5560,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1
id5544,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,0,1,1,NaN,NaN,1,1,1,1,1,1,1
id10578,NaN,0,NaN,0,0,0,NaN,0,1,0,1,0,1,0,0,NaN,1,1,1,1,1,0,1,NaN,1,NaN,1,1,0,0,1,0,NaN,0,1,1,0,NaN,NaN,1,0,NaN,1,0,0,0
id10575,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1
id5559,1,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,0.5,0.666666666666667,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.666666666666667,0.666666666666667,1,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.666666666666667,1,1,1,0.666666666666667,1,1,0.666666666666667,0.666666666666667,0.666666666666667
id5561,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,0.5,1,1,NaN,NaN,1,1,1,1,1,1,1
id5564,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,0,1,1,NaN,NaN,1,1,1,1,1,1,1
id14439,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1
id10577,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1
id5509,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5524,NaN,0.5,NaN,0.5,0.5,0.5,NaN,0.5,1,0.5,1,0.5,1,0.5,0.5,NaN,1,1,1,1,1,0.5,1,NaN,1,NaN,1,1,0.5,0.5,1,0.5,NaN,0.5,0.5,1,0.5,NaN,NaN,1,0.5,1,1,0.5,0.5,0.5
id10574,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,0,1,1,NaN,NaN,1,1,1,1,1,1,1
id5512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1
id5513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1
id5510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id14447,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1
id5527,NaN,0,NaN,0,0,0,NaN,0,1,0,1,0,1,0,0,NaN,1,1,1,1,1,0,1,NaN,1,NaN,1,1,0,0,1,0,NaN,0,1,1,0,NaN,NaN,1,0,NaN,1,0,0,0
id14437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1
id5536,0.666666666666667,0.8,1,0.8,0.8,0.8,1,0.8,1,0.8,0.8,0.8,1,0.75,0.8,1,0.8,1,1,1,1,0.8,1,1,1,1,1,1,0.8,0.8,1,0.8,1,0.75,0.8,1,0.8,1,1,1,0.8,1,1,0.8,0.8,0.75
id10579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1
id5541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1
id5483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1
id10570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1
id10572,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1
id14764,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1
id10573,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1
id5514,NaN,0,NaN,0,0,0,NaN,0,1,0,1,0,1,0,0,NaN,1,1,1,1,1,0,1,NaN,1,NaN,1,1,0,0,1,0,NaN,0,1,1,0,NaN,NaN,1,0,NaN,1,0,0,0
id5547,NaN,0,NaN,0,0,0,NaN,0,1,0,1,0,1,0,0,NaN,1,1,1,1,1,0,1,NaN,1,NaN,1,1,0,0,1,0,NaN,0,1,1,0,NaN,NaN,1,0,NaN,1,0,0,0
id5557,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.5,0.4,1,0.4,1,1,1,0.8,0.333333333333333,1,1,1,1,1,0.4,0.6,0.4,0,1,0.8,1,1,1,1,1,0.5,1,1,1,1,1
