Row,id5506,id12223,id5492,id5508,id5499,id5563,id5528,id5568,id5500,id5569,id5533,id5566,id14442,id5493,id14189,id5570,id5546,id5519,id11394,id10569,id5539,id5571,id5515,id5560,id5544,id10578,id10575,id5559,id5561,id5564,id14439,id10577,id5509,id5502,id5524,id14443,id10818,id10574,id5512,id5513,id5510,id5527,id14437,id5573,id5536,id10584,id10579,id5541,id5483,id10570,id10572,id14764,id10573,id5514,id10571,id10568,id11298,id5557,id14444,id10816,id10576,id5497,id11395,id11396,id5567,id5565
id5483,26,23,25,27,27,22,24,24,25,27,27,25,11,26,12,27,23,26,27,22,25,27,27,27,27,27,27,22,18,22,11,27,25,24,25,11,26,25,22,27,27,25,12,27,27,27,26,22,27,27,27,12,25,27,23,27,27,26,12,22,27,17,27,26,22,25
id10570,9,10,11,11,11,7,10,9,11,11,11,9,5,11,5,10,7,11,11,7,11,11,11,11,11,11,11,7,6,7,4,11,10,10,10,5,11,11,7,11,11,11,5,10,11,11,11,6,11,11,11,5,11,11,10,11,11,10,5,7,11,9,11,11,10,11
id10572,16,15,16,16,16,9,14,12,16,15,16,14,11,16,12,16,12,15,16,9,15,16,16,16,16,16,16,9,6,9,10,15,16,13,15,10,15,15,9,15,16,15,12,16,16,16,16,9,16,16,16,12,14,16,13,16,16,15,12,9,15,11,16,16,14,14
id14764,12,10,12,12,12,5,11,10,11,12,12,11,12,12,12,12,9,12,12,5,11,12,12,12,12,12,12,5,3,5,11,12,12,10,9,12,12,9,5,12,12,7,12,12,12,11,10,5,12,12,10,12,8,12,10,12,12,11,12,5,10,7,12,10,11,11
id10573,11,11,11,11,11,9,9,10,11,11,11,9,5,11,5,11,9,11,11,9,11,11,11,11,11,11,10,9,8,9,4,11,11,10,10,5,10,10,9,11,11,10,5,11,11,11,11,9,11,11,11,5,10,11,10,11,11,10,5,9,11,5,11,11,10,11
id5514,27,29,30,30,30,19,28,28,30,30,30,28,16,30,16,27,20,30,30,19,29,30,30,29,29,30,30,19,18,19,16,29,29,29,27,16,28,29,17,29,30,28,15,28,29,30,29,19,30,30,29,16,28,30,28,30,30,29,16,19,30,11,30,30,24,30
id10571,11,11,11,11,11,9,11,10,10,11,11,10,4,11,4,11,9,11,10,9,11,11,11,11,11,11,11,9,9,9,4,11,10,11,10,4,11,9,9,11,11,8,4,11,11,11,10,9,11,11,10,4,8,11,11,11,11,11,4,9,11,7,11,11,8,11
id11398,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,3,3,3,5,5,5,5,4,5,3,4,3,5,5,3,5,5,5,5,4,3,5,5,4,5,3,5,5,5,5,5,5,3,5,2,5,5,4,5
id10568,19,18,19,19,19,11,17,17,18,19,19,18,11,18,12,19,16,18,18,11,19,19,19,19,19,19,19,11,10,11,12,18,17,18,17,12,18,18,11,19,19,13,10,18,19,18,14,10,19,19,14,12,17,19,18,19,19,18,12,11,17,10,19,18,16,18
id11298,15,15,15,15,15,9,15,13,14,15,15,14,9,15,9,15,11,15,15,9,15,15,15,15,15,15,15,9,9,9,7,15,15,15,13,8,14,14,8,15,15,11,9,15,14,14,11,9,15,15,11,9,13,15,15,15,15,15,9,9,15,9,15,15,10,14
id5547,6,7,6,7,7,7,7,6,7,7,7,6,NaN,7,NaN,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,NaN,6,7,7,7,NaN,7,7,7,6,7,7,NaN,7,7,7,7,6,7,7,7,NaN,7,7,7,7,7,7,NaN,7,7,5,7,7,5,7
id5557,20,19,20,21,21,12,19,15,20,21,21,18,13,20,14,21,17,20,21,13,21,21,21,21,21,21,20,13,11,13,12,21,20,20,19,14,21,20,13,21,21,17,13,21,21,20,18,13,21,21,18,13,19,21,18,21,19,20,14,13,20,10,20,21,18,18
id14762,6,7,7,7,7,2,6,5,7,7,7,7,7,7,7,6,4,7,7,2,6,7,7,7,7,7,7,2,NaN,2,7,7,6,6,5,7,7,7,2,7,7,7,7,6,7,7,7,2,7,7,7,7,7,7,5,7,7,7,7,2,6,2,7,7,6,7
id14444,10,10,9,10,10,2,8,5,8,9,10,10,10,10,10,9,6,10,10,2,9,10,10,10,10,10,10,2,NaN,2,8,9,9,7,9,10,10,10,2,10,10,9,10,10,10,9,8,2,10,10,8,10,8,10,8,10,10,10,10,2,9,3,10,8,9,7
id10816,11,10,11,11,11,11,11,10,11,11,11,10,3,11,3,11,10,11,11,11,10,11,11,11,11,11,11,11,11,10,3,11,11,11,11,3,11,10,10,11,11,10,3,11,11,11,11,10,11,11,11,3,10,11,10,11,11,11,3,11,11,10,11,11,9,11
id10576,19,18,19,19,19,16,17,16,19,19,19,17,8,19,8,19,16,19,19,16,18,19,19,19,19,19,19,16,13,16,7,18,19,17,16,8,19,17,16,18,19,17,8,19,19,19,19,15,19,19,18,8,16,19,17,19,19,18,8,16,19,13,19,19,17,19
id5521,6,4,5,6,6,6,5,5,6,6,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,5,1,6,5,6,6,6,5,1,6,6,6,6,6,6,6,6,1,5,6,6,6,6,6,1,6,6,3,6,6,5,5
id5497,10,9,10,10,10,8,10,8,9,10,10,10,3,10,3,10,8,10,10,8,9,10,10,10,10,10,10,8,7,8,3,10,10,9,10,3,10,10,8,10,10,9,3,10,10,10,9,7,10,10,9,3,9,10,9,10,10,10,3,8,10,10,10,10,7,10
id11395,10,9,10,11,11,6,11,11,11,11,11,10,8,11,8,10,6,11,11,6,11,11,11,11,10,11,11,6,5,6,8,11,11,9,8,8,11,9,6,11,11,9,8,11,11,11,10,6,11,11,10,8,8,11,9,11,11,11,8,6,11,5,11,11,9,11
id11396,15,15,16,16,16,12,15,14,16,16,16,14,7,16,7,15,10,16,16,12,15,16,16,16,16,16,16,12,11,12,6,16,16,15,14,7,16,14,12,15,16,14,7,15,16,16,16,11,16,16,16,7,14,16,15,16,16,15,7,12,16,12,16,16,14,16
id5567,29,24,31,31,31,25,29,27,31,31,31,30,15,30,15,29,23,31,31,25,30,31,30,30,31,31,31,25,22,25,14,31,30,28,31,15,30,29,24,31,31,27,14,30,30,31,28,25,31,31,29,15,27,30,28,31,30,31,15,25,31,18,31,31,28,30
id5565,17,15,17,18,18,13,16,16,18,18,18,16,9,18,9,17,13,18,18,12,18,18,18,17,18,18,18,13,13,13,8,18,16,18,17,9,17,16,13,18,18,16,9,18,17,18,17,13,18,18,17,9,16,18,18,18,18,16,8,13,17,11,18,18,14,17
