Row,id5492,id5563,id5533,id5556,id5566,id14442,id14189,id5570,id5546,id11394,id10569,id5539,id5544,id5559,id5561,id5564,id14439,id5509,id5524,id10818,id10574,id5512,id5513,id5510,id5527,id5536,id10584,id10579,id5483,id10570,id5514,id11398,id10568,id5547,id14444,id10816,id10576,id5497,id11396,id5567,id5565
id5492,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,NaN,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,NaN,1,1,1
id5563,1,1,0,0,0,1,0,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0,0.5,0.5,NaN,1,1,1
id5533,0,NaN,0,0,0,0,1,1,1,0,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1
id5556,0,0,0,0,0,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1,1
id5566,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id14442,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,NaN,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,NaN,1,1,1
id14189,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,NaN,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,NaN,1,1,1
id5570,0,0,0,0,0,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0,1,NaN,1,1,1,1,1,1
id5546,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,NaN,1
id11394,0,0,0,0,0,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0,1,NaN,1,1,1,1,1,1
id10569,0,0,0,0,0,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0,1,NaN,1,1,1,1,1,1
id5539,0,0,0,0,0,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0,1,NaN,1,1,1,1,1,1
id5544,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
