Row,consistency,opportunity,percentage
id10580,0,0,NaN
id10581,0,0,NaN
id10582,0,0,NaN
id10583,0,0,NaN
id10585,0,0,NaN
id11402,0,0,NaN
id12222,0,0,NaN
id14060,0,0,NaN
id14193,0,0,NaN
id14765,0,0,NaN
id15697,0,0,NaN
id16531,0,0,NaN
id16532,0,0,NaN
id16533,0,0,NaN
id16534,0,0,NaN
id16535,0,0,NaN
id16536,0,0,NaN
id16586,0,0,NaN
id5541,0,0,NaN
id5579,0,0,NaN
id5580,0,0,NaN
id5581,0,0,NaN
id5583,0,0,NaN
id5584,0,0,NaN
id5585,0,0,NaN
id5587,0,0,NaN
id5589,0,0,NaN
id5590,0,0,NaN
id5592,0,0,NaN
id5594,0,0,NaN
id5595,0,0,NaN
id5597,0,0,NaN
id5598,0,0,NaN
id5599,0,0,NaN
id5601,0,0,NaN
id5602,0,0,NaN
id5604,0,0,NaN
id5605,0,0,NaN
id5606,0,0,NaN
id5608,0,0,NaN
id5609,0,0,NaN
id5610,0,0,NaN
id5612,0,0,NaN
id5614,0,0,NaN
id5616,0,0,NaN
id5619,0,0,NaN
id5620,0,0,NaN
id5621,0,0,NaN
id5622,0,0,NaN
id5623,0,0,NaN
id5627,0,0,NaN
