Row,id14192,id5570,id5546,id5519,id11394,id10569,id5539,id5571,id5515,id5560,id5544,id10578,id10575,id5559,id5564,id10577,id5509,id5502,id5524,id10818,id10574,id5512,id5513,id5510,id14768,id5527,id5537,id5573,id5536,id14441,id10579,id5541,id5483,id10570,id10572,id10573,id5514,id10571,id10568,id11298,id5547,id5557,id14762,id10816,id10576,id11395,id11396,id5567,id5565
id10577,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5509,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5524,1,1,0.8,0.666666666666667,0.666666666666667,1,1,0.833333333333333,0.666666666666667,0.6,1,0.666666666666667,0.833333333333333,1,1,0.5,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.6,0.666666666666667,0.666666666666667,0.833333333333333,0.666666666666667,0.8,1,0.833333333333333,0.8,0.75,0.833333333333333,1,0.5,0.666666666666667,0.666666666666667,0.8,1,1,0.666666666666667,0.833333333333333,0.666666666666667,1,0.75,0.666666666666667,0.5,0.833333333333333,0.833333333333333,1,0.833333333333333
id10818,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id10574,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5512,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5513,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5510,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id14768,1,0.5,0.5,0.5,0.5,NaN,1,1,1,0.5,1,0.5,1,NaN,NaN,0.5,1,1,0.5,1,1,NaN,0.5,1,1,0.5,1,0.5,1,1,1,NaN,1,0.5,0.5,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1
id5527,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,0.5,0.5,1,0.5,NaN,1,1,1,1,1,1
id5537,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5573,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5536,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id14441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,0.5,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id10579,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5483,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id10570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id10572,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id10573,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.5,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5514,1,0.833333333333333,0.75,0.714285714285714,0.571428571428571,1,0.857142857142857,0.714285714285714,0.714285714285714,0.571428571428571,0.833333333333333,0.857142857142857,1,1,1,0.428571428571429,0.666666666666667,0.714285714285714,0.833333333333333,0.714285714285714,0.571428571428571,1,0.428571428571429,0.857142857142857,0.75,0.714285714285714,1,0.714285714285714,0.714285714285714,0.6,0.714285714285714,1,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,1,1,0.571428571428571,0.857142857142857,1,0.857142857142857,0.6,1,0.428571428571429,0.857142857142857,0.714285714285714,0.833333333333333,0.714285714285714
id10571,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id10568,1,0.8,0.75,0.8,0.8,1,1,1,1,0.8,1,0.8,1,1,1,0.8,1,1,0.8,1,1,1,0.8,1,1,0.75,1,0.8,1,1,1,1,1,0.8,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id11298,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5547,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id14762,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1
id10816,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id10576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id11395,1,0.666666666666667,0.5,1,0.333333333333333,1,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,1,1,1,1,0.666666666666667,0.333333333333333,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.666666666666667,1,0.666666666666667,0.666666666666667,0,0.5,1,0.666666666666667,0.666666666666667,0.5,0.5,1,1,0.666666666666667,1,1,0.666666666666667,0,1,0.333333333333333,1,0.666666666666667,0.5,0.666666666666667
id11396,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5567,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0.666666666666667,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id5565,1,0.8,0.8,0.5,0.833333333333333,1,1,1,0.833333333333333,0.8,1,0.666666666666667,0.833333333333333,1,1,0.5,1,1,0.5,1,1,0.75,0.666666666666667,0.833333333333333,1,0.8,1,0.5,1,1,1,1,0.666666666666667,0.5,0.5,1,1,1,0.666666666666667,0.666666666666667,0.75,1,1,0.75,0.6,0.666666666666667,1,1,1
