Row,id5506,id5529,id5494,id5532,id5516,id5492,id5552,id5499,id5549,id5528,id5568,id5500,id5569,id5533,id5543,id5518,id14189,id5570,id14438,id11394,id10569,id5539,id14761,id5571,id5560,id5544,id10578,id10575,id5559,id5561,id5564,id14439,id10577,id5509,id5524,id10574,id5512,id5513,id5510,id14447,id5527,id14437,id5536,id10579,id5541,id5483,id10570,id10572,id14764,id10573,id5514,id5547,id5557,id14762,id14444,id10816,id10576,id5521,id5497,id11396,id5567,id5565
id5506,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1
id5529,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1
id5494,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1
id5532,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1
id5516,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1
id5492,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,NaN,2,NaN,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,NaN,2,NaN,2,2,2,2,2,2,NaN,2,2,2,2,NaN,NaN,2,2,1,2,2,2,2
id5552,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1
id5499,4,3,4,4,2,4,1,4,4,4,3,4,4,4,4,3,3,4,3,4,2,4,3,4,4,4,4,3,2,1,2,2,4,4,4,4,2,4,4,3,4,3,4,4,2,4,4,4,3,4,4,1,4,3,3,2,3,NaN,1,4,3,3
id5549,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1
id5528,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1
id5568,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1
id5500,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1
id5569,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1
id5533,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1
id5543,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1
id5518,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1
id14189,1,1,1,1,NaN,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,NaN,1,1,1,1
