Row,id5492,id5563,id5533,id5556,id5566,id14442
id5492,1,1,0,0,0,1
id5563,1,1,0,0,0,1
id5533,0,NaN,0,0,0,0
id5556,0,0,0,0,0,NaN
id5566,0,0,0,0,0,0
id14442,1,1,0,0,0,1
