Row,id5493,id14189,id5570,id14438,id5546,id5519,id11394,id5571,id5515,id5560,id5544,id10578,id10575,id5559,id10577,id5509,id5502,id14443,id10574,id5513,id14768,id14447,id5527,id5573,id5536,id10584,id10579,id5541,id5483,id10570,id10572,id14764,id10573,id5514,id10571,id11398,id10568,id11298,id5557,id14444,id10576,id5497,id11396,id5567,id5565
id10578,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1
id10575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1
id5559,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,NaN,1,0.5,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1
id5561,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1
id5564,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1
id10577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1
id5509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1
id5502,1,1,1,0.714285714285714,0.75,0.875,1,1,0.875,0.875,1,1,0.875,1,1,0.875,1,0.666666666666667,1,0.75,0.857142857142857,0.857142857142857,0.875,0.875,1,1,1,1,1,1,1,0.857142857142857,0.875,0.875,1,0.714285714285714,1,1,1,0.857142857142857,0.75,1,0.875,1,1
id5524,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,0,0,1,1,1,1,1,1,1,NaN,1,1,1
id14443,1,1,1,1,1,1,1,1,1,0.5,1,1,1,NaN,1,0.5,0.5,1,1,1,1,1,1,0.5,1,0.5,1,NaN,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,1,0.5
id10818,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,0,0,1,1,1,1,1,1,1,NaN,1,1,1
id10574,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,0.833333333333333,0.833333333333333,1,1,1,1,1,1,0.833333333333333,1,0.8,1,1,1,0.833333333333333,1,1,0.8,0.5,1,1,1,1,1,0.8,0.833333333333333,1,0.833333333333333,1,0.833333333333333
id14445,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,0,0,1,1,1,1,1,1,1,NaN,1,1,1
id5512,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1
id5513,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,0.5,1,0.5
id5510,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,0,0,1,1,1,1,1,1,1,NaN,1,1,1
id14768,1,1,1,1,1,1,1,1,1,0.5,1,1,1,NaN,1,0.5,0.5,1,1,1,1,1,1,1,1,0.5,1,NaN,1,1,1,1,0,0,1,1,1,1,1,1,0.5,1,0.5,1,0.5
id14447,1,1,1,1,1,1,1,1,1,0.5,1,1,1,NaN,1,0.5,0.5,1,1,1,1,1,1,1,1,0.5,1,NaN,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,0,1,0.5
id5527,1,0.666666666666667,1,0.666666666666667,1,1,1,1,1,1,1,1,0.666666666666667,1,0.75,1,1,1,1,1,1,0.666666666666667,1,0.75,1,1,1,1,1,1,0.75,1,0.75,0.75,1,1,1,1,0.75,1,1,1,1,1,1
id14767,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,0,0,1,1,1,1,1,1,1,NaN,1,1,1
id14437,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,0,1,1,1,NaN,1,1,1,1,1,0,1,1,1,1,NaN,1,1,1,1,1,1
id5573,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0,0,1,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5
id5536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1
id10584,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,0.833333333333333,0.833333333333333,1,1,1,1,1,1,0.833333333333333,1,0.833333333333333,1,1,1,0.833333333333333,0.8,0.8,0.6,0.5,1,1,1,1,1,1,0.833333333333333,1,0.833333333333333,1,0.8
id10579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1
id5541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1
id14448,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,0,1,1,1,NaN,1,1,1,1,1,0,1,1,1,1,NaN,1,1,1,1,1,1
id5483,1,0.75,1,0.75,1,1,1,1,1,1,1,1,0.857142857142857,1,0.857142857142857,1,1,1,1,1,1,0.75,1,0.857142857142857,1,1,1,1,1,1,0.857142857142857,1,1,0.857142857142857,1,1,1,1,0.833333333333333,1,1,1,1,1,1
id10570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1
id10572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1
id14764,1,1,1,1,1,1,1,1,1,0.75,1,1,1,NaN,1,0.75,0.75,1,1,1,1,1,1,0.75,1,0.75,1,NaN,1,1,1,1,0.666666666666667,0.25,1,1,1,1,1,1,0.75,1,0.666666666666667,1,0.75
id10573,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.666666666666667,1,0.75,1,1,1,0.25,0.75,1,0.75,0.5,0.75,1,0.75,0.666666666666667,1,0.75,1,1,1,1,1,1,1,1,1,1,1
id5514,1,0.5,1,0.5,1,0.75,0.75,0.75,0.75,1,0.75,1,0.75,1,1,0.75,1,1,0.75,1,0.5,0.5,1,0.75,1,0.75,0.75,1,0.75,0.75,1,0.5,0.75,1,1,0.5,1,1,1,0.5,0.75,1,0.75,1,1
id10571,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.75,0.75,0.666666666666667,1,0.75,1,1,1,0.75,0.75,0.75,0.666666666666667,0.5,0.75,1,0.666666666666667,0.666666666666667,0.5,0.5,1,1,1,1,1,1,0.75,1,0.75,1,0.75
id11398,1,1,1,1,1,1,1,1,1,0.5,1,1,1,NaN,1,0.5,0.5,1,1,1,1,1,1,1,1,0.5,1,NaN,1,1,1,1,0,0,1,1,1,1,1,1,0.5,1,0.5,1,0.5
id10568,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.5,0.333333333333333,1,1,1,1,1,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667
id11298,1,1,1,0.8,1,1,1,1,1,0.6,1,1,1,1,1,0.6,0.8,0.75,1,0.8,0.8,1,0.75,1,1,0.8,1,1,1,1,1,1,0.75,0.6,1,0.8,1,1,1,1,0.6,1,0.6,1,0.75
id5557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,0.666666666666667,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
id14762,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,0,0,1,1,1,1,1,1,1,NaN,1,1,1
id14444,1,0.75,1,0.75,1,1,1,1,1,0.75,1,1,0.75,NaN,0.666666666666667,0.666666666666667,0.75,1,1,1,1,0.75,1,1,1,0.75,1,NaN,1,0.75,0.333333333333333,0.75,0.5,0.75,1,1,1,1,0.75,1,0.75,1,0.666666666666667,1,0.666666666666667
id10816,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1
id10576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.75,0.5,1,1,1,1,1,1,1,1,1,1,1
id5521,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1
id5497,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,0.5,1,0.5
id11395,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,0,0,1,1,1,1,1,1,1,NaN,1,1,1
id11396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,0.75,0.5,1,1,1,1,1,1,1,1,1,1,1
id5567,1,NaN,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1
id5565,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,0.75,0.75,1,0.75,0.75,1,1,1,1,1,1,1
