Row,id10568,id10570,id10571,id10572,id10573,id10574,id10575,id10576,id10577,id10578,id10579,id10584,id10818,id11298,id11394,id11395,id11396,id11398,id11445,id14189,id14192,id14437,id14438,id14439,id14441,id14443,id14444,id14445,id14447,id14448,id14761,id14762,id14764,id14766,id14767,id14768,id16085,id16115,id16175,id16530,id16537,id16538,id16701,id16702,id16704,id16801,id16807,id17750,id17791,id5483,id5493,id5497,id5502,id5509,id5510,id5513,id5514,id5515,id5519,id5524,id5527,id5536,id5537,id5539,id5544,id5546,id5557,id5560,id5565,id5567,id5570,id5571,id5573,id5576
id10579,1,1,1,1,NaN,1,1,1,NaN,0.9375,1,NaN,0.833333333333333,1,1,NaN,1,0,NaN,NaN,0.928571428571429,NaN,NaN,0.625,1,1,0.733333333333333,NaN,1,NaN,1,NaN,1,0.769230769230769,NaN,NaN,NaN,0.714285714285714,NaN,1,NaN,1,NaN,NaN,0.8,NaN,NaN,NaN,NaN,1,1,1,1,1,0.9,NaN,1,0.8,1,1,0.909090909090909,1,NaN,1,1,1,1,0.666666666666667,1,NaN,1,1,1,NaN
id10584,NaN,NaN,NaN,NaN,0.5,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,0.75,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,0.857142857142857,0.5,NaN,NaN,NaN,NaN,NaN
id10818,1,1,0.789473684210526,1,NaN,NaN,1,1,NaN,0.923076923076923,0.833333333333333,NaN,1,1,1,NaN,1,NaN,NaN,NaN,0.916666666666667,NaN,NaN,0.8125,0.791666666666667,1,0.75,NaN,NaN,NaN,1,NaN,NaN,0.75,NaN,NaN,NaN,0.85,1,NaN,NaN,NaN,NaN,NaN,0.8,NaN,NaN,NaN,NaN,1,1,1,1,1,0.875,NaN,0.6,0.714285714285714,1,0.884615384615385,0.882352941176471,1,NaN,1,1,1,NaN,0.8,1,NaN,1,1,1,NaN
id11298,1,1,1,1,1,NaN,1,1,NaN,1,1,NaN,1,1,1,1,1,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,0.916666666666667,NaN,NaN,1,NaN,1,NaN,1,NaN,0.5,NaN,NaN,NaN,0.857142857142857,1,NaN,NaN,NaN,1,NaN,1,1,1,1,0.888888888888889,1,NaN,1,0.6,1,NaN,NaN,1,NaN,1,1,1,1,1,1,NaN,1,1,0.5,NaN
id11394,1,1,1,1,NaN,NaN,1,1,NaN,1,1,1,1,1,1,NaN,1,1,NaN,NaN,NaN,1,1,0.8,NaN,NaN,0.857142857142857,1,0.7,NaN,NaN,1,0.8,NaN,NaN,1,1,1,0.5,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,0.75,1,1,1,1,1,NaN,NaN,0.727272727272727,0.666666666666667,0.818181818181818,NaN,1,1,NaN,1,1,1,0.777777777777778,0.875,1,NaN,1,1,0.727272727272727,1
id11395,1,1,0.888888888888889,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,1,0.777777777777778,1,0.916666666666667,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,1,NaN,NaN,0.625,0.5,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,0.555555555555556,1,1,0.666666666666667,NaN,NaN
id11396,1,1,1,1,NaN,1,1,1,1,1,1,NaN,1,1,1,NaN,1,0.333333333333333,NaN,1,NaN,1,1,NaN,NaN,1,1,1,0.6,1,NaN,1,NaN,NaN,NaN,1,NaN,1,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,1,1,1,1,NaN,NaN,1,1,1,NaN,NaN,1,0.6,1,1,1,NaN,1,1,1,1,1,1,NaN
id11398,NaN,0.714285714285714,NaN,0.333333333333333,0.857142857142857,0,NaN,NaN,NaN,0,0,1,NaN,NaN,1,1,0.333333333333333,1,NaN,1,NaN,NaN,NaN,1,NaN,0,NaN,1,1,NaN,NaN,1,1,NaN,NaN,1,1,NaN,0.333333333333333,0,NaN,0.333333333333333,NaN,NaN,NaN,NaN,1,NaN,0,NaN,0.818181818181818,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,1,0,NaN,1,NaN,1,1,NaN,0,NaN
id11445,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,0.5,NaN,NaN,1,1,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN
id14189,NaN,1,NaN,NaN,0.875,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,0.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,0.75,1,NaN,NaN,NaN,NaN
id14192,1,NaN,0.9,NaN,NaN,1,NaN,NaN,NaN,1,0.928571428571429,NaN,0.916666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,0.866666666666667,0.884615384615385,1,0.869565217391304,1,NaN,0.666666666666667,1,NaN,NaN,0.846153846153846,NaN,NaN,NaN,0.944444444444444,1,NaN,NaN,NaN,NaN,NaN,0.769230769230769,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.952380952380952,1,0.5,0.833333333333333,1,0.962962962962963,1,1,NaN,1,NaN,NaN,NaN,0.857142857142857,NaN,NaN,1,1,NaN,NaN
id14437,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,NaN,NaN,1,NaN,0.75,NaN,1,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,0.75,NaN,NaN,NaN,NaN,NaN,NaN
id14438,NaN,NaN,NaN,1,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1,1,1,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0.8,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,NaN,0,NaN
id14439,NaN,NaN,0.7,NaN,1,NaN,NaN,NaN,NaN,0.866666666666667,0.625,NaN,0.8125,NaN,0.8,NaN,NaN,1,NaN,1,0.866666666666667,NaN,NaN,1,0.714285714285714,NaN,1,NaN,0.8,NaN,0.666666666666667,NaN,1,0.857142857142857,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,0.875,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,0.785714285714286,NaN,0.866666666666667,0.846153846153846,1,0.8125,0.8,1,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,0.8,NaN
id14441,NaN,NaN,0.909090909090909,1,NaN,1,NaN,NaN,NaN,0.892857142857143,1,NaN,0.791666666666667,1,NaN,NaN,NaN,NaN,NaN,NaN,0.884615384615385,1,NaN,0.714285714285714,1,NaN,0.772727272727273,NaN,NaN,1,1,1,NaN,0.75,NaN,NaN,1,0.789473684210526,NaN,NaN,NaN,NaN,NaN,NaN,0.866666666666667,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,0.826086956521739,NaN,0.75,0.739130434782609,NaN,0.928571428571429,0.882352941176471,1,NaN,NaN,NaN,NaN,1,0.772727272727273,NaN,NaN,NaN,NaN,NaN,NaN
id14443,1,1,NaN,NaN,NaN,1,NaN,NaN,1,1,1,NaN,1,NaN,NaN,NaN,1,0,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,1,1,1,1,NaN
id14444,NaN,NaN,0.764705882352941,1,NaN,NaN,NaN,0.8,NaN,0.869565217391304,0.733333333333333,NaN,0.75,NaN,0.857142857142857,NaN,1,NaN,NaN,NaN,0.869565217391304,NaN,0.8,1,0.772727272727273,NaN,1,1,NaN,NaN,0.5,0.857142857142857,NaN,0.863636363636364,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,0.888888888888889,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,1,0.842105263157895,NaN,0.5,0.857142857142857,NaN,0.833333333333333,0.875,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0.833333333333333,NaN,NaN,NaN
id14445,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,1,NaN,0.75,NaN,1,NaN,NaN,NaN,1,1,NaN,1,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1
id14447,NaN,0.666666666666667,NaN,0.333333333333333,NaN,NaN,NaN,0.8,NaN,NaN,1,NaN,NaN,NaN,0.7,NaN,0.6,1,1,NaN,NaN,NaN,1,0.8,NaN,NaN,NaN,NaN,1,NaN,1,NaN,0.9,NaN,1,NaN,NaN,1,0.333333333333333,NaN,1,NaN,1,1,1,NaN,NaN,NaN,1,NaN,0.666666666666667,NaN,NaN,1,NaN,1,0.8,NaN,0.909090909090909,NaN,NaN,NaN,1,NaN,NaN,NaN,0.888888888888889,NaN,NaN,NaN,NaN,NaN,1,NaN
id14448,NaN,1,NaN,1,1,0.75,NaN,NaN,NaN,NaN,NaN,1,NaN,0.916666666666667,NaN,1,1,NaN,NaN,NaN,0.666666666666667,0.75,NaN,NaN,1,NaN,NaN,0.75,NaN,1,NaN,NaN,NaN,NaN,1,1,0.916666666666667,1,0.666666666666667,NaN,NaN,NaN,0.714285714285714,NaN,NaN,0.666666666666667,NaN,1,NaN,0.875,NaN,NaN,0.923076923076923,1,0.8,0.8,NaN,NaN,NaN,NaN,NaN,0.75,NaN,NaN,0.5,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
