Row,id5506,id5529,id12223,id5494,id5489,id5553,id5482,id5532,id5516,id5492,id5552,id5508,id5624,id5499,id5498,id5563,id5549,id5528,id5568,id5500,id5569,id5533,id14436,id14440,id5543,id5556,id5566,id14442,id14446,id5518,id14191,id5493,id14189,id14765,id14192,id14766,id5570,id14438,id5546,id5519,id11394,id10569,id5539,id14761,id5571,id5515,id5560,id5544,id10578,id10575,id5559,id5561,id5564,id14439,id10577,id5509,id5502,id5524,id14443,id10818,id10574,id14445,id5512,id5513,id5510,id14768,id14447,id5527,id5537,id14767,id14437,id5573,id5536,id10584,id14441,id10579,id5541,id14448,id5483,id10570,id10572,id14764,id10573,id5514,id10571,id11398,id10568,id11298,id5557,id14762,id14444,id10816,id10576,id5521,id11395,id11396,id5567,id5565
id5506,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5529,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2
id12223,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2
id5494,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id5489,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5553,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5482,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2
id5532,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5516,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5492,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5552,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5508,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5624,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id5499,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5498,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5563,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5549,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5528,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2
id5568,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2
id5500,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5569,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5533,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id14436,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id14440,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id5543,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5556,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5566,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id14442,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id14446,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id5518,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id14191,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id5493,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id14189,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id14765,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id14192,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id14766,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id5570,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id14438,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id5546,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5519,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id11394,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id10569,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id5539,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
id14761,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,2,2,2,2,2,2,2,2,NaN,2,2,2,2
id5571,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,2,2,3,3,1,3,3,3,3
