Row,id10568,id10570,id10571,id10572,id10573,id10574,id10575,id10576,id10577,id10578,id10579,id10584,id10818,id11298,id11394,id11395,id11396,id11398,id11445,id12223,id14189,id14191,id14192,id14436,id14437,id14438,id14439,id14440,id14441,id14442,id14443,id14444,id14445,id14446,id14447,id14448,id14761,id14762,id14764,id14766,id14767,id14768,id16085,id16115,id16175,id16530,id16537,id16538,id16701,id16702,id16703,id16704,id16801,id16807,id17692,id17750,id17791,id5483,id5489,id5492,id5493,id5494,id5497,id5498,id5499,id5500,id5502,id5506,id5508,id5509,id5510,id5513,id5514,id5515,id5518,id5519,id5524,id5527,id5528,id5529,id5532,id5533,id5536,id5537,id5539,id5543,id5544,id5546,id5549,id5553,id5556,id5557,id5560,id5565,id5566,id5567,id5568,id5569,id5570,id5571,id5573,id5576,id5624
id14443,1,2,NaN,NaN,NaN,2,NaN,NaN,5,2,1,NaN,1,NaN,NaN,NaN,1,2,NaN,NaN,4,2,1,4,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,5,1,NaN,5,1,NaN,2,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,2,NaN,2,4,NaN,NaN,NaN,NaN,3,NaN,2,NaN,NaN,1,1,2,NaN,2
id14444,NaN,NaN,17,1,NaN,NaN,NaN,5,NaN,23,15,NaN,20,NaN,7,NaN,4,NaN,NaN,NaN,NaN,2,23,NaN,NaN,5,14,NaN,22,NaN,NaN,31,1,NaN,NaN,NaN,4,7,NaN,22,NaN,NaN,NaN,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,NaN,NaN,NaN,2,NaN,NaN,29,NaN,NaN,NaN,NaN,6,NaN,14,NaN,4,18,6,19,NaN,2,21,NaN,NaN,24,16,19,NaN,7,14,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN,7,NaN,20,NaN,19,NaN,15,NaN,6,NaN,NaN,NaN,NaN
id14445,NaN,5,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,1,4,NaN,NaN,NaN,4,4,NaN,5,NaN,NaN,4,NaN,6,NaN,1,11,2,NaN,4,NaN,3,NaN,NaN,NaN,6,2,NaN,4,1,NaN,1,NaN,NaN,1,NaN,4,NaN,NaN,NaN,NaN,NaN,1,NaN,4,NaN,NaN,NaN,NaN,5,NaN,1,4,1,NaN,4,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,5,NaN,5,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,3,5,NaN,NaN,1,NaN
id14446,9,1,10,NaN,NaN,2,NaN,1,NaN,NaN,NaN,2,NaN,NaN,NaN,9,1,NaN,1,10,NaN,1,1,NaN,2,1,NaN,1,NaN,4,NaN,NaN,2,15,1,4,NaN,NaN,NaN,10,2,11,NaN,2,1,NaN,NaN,NaN,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,2,NaN,NaN,NaN,1,NaN,4,9,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,10,7,5,NaN,2,NaN,10,NaN,NaN,NaN
id14447,NaN,6,NaN,3,NaN,NaN,NaN,5,NaN,NaN,2,NaN,NaN,NaN,10,NaN,5,3,1,11,NaN,7,NaN,1,NaN,1,5,2,NaN,NaN,NaN,NaN,NaN,1,18,NaN,1,NaN,10,NaN,1,NaN,NaN,3,3,NaN,3,NaN,1,1,NaN,3,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,6,NaN,NaN,NaN,9,NaN,NaN,NaN,NaN,2,NaN,2,10,NaN,8,11,NaN,NaN,NaN,NaN,NaN,3,NaN,6,NaN,6,NaN,NaN,NaN,NaN,NaN,9,NaN,NaN,NaN,NaN,3,10,NaN,NaN,10,NaN,2
id14448,NaN,1,NaN,6,3,4,NaN,NaN,NaN,NaN,NaN,2,NaN,12,NaN,3,1,NaN,NaN,2,NaN,NaN,3,NaN,4,NaN,NaN,NaN,2,6,NaN,NaN,4,4,NaN,19,NaN,NaN,NaN,NaN,6,1,12,2,3,NaN,NaN,NaN,7,NaN,NaN,NaN,3,NaN,2,2,NaN,8,NaN,8,NaN,7,NaN,NaN,NaN,4,13,1,NaN,8,5,5,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,9,4,NaN,NaN,NaN,2,2,3,5,NaN,3,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN
id14761,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,3,3,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,1,NaN,NaN,3,NaN,3,NaN,NaN,4,NaN,NaN,1,NaN,5,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,4,1,3,1,NaN,4,NaN,1,4,3,1,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,3,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN
id14762,NaN,2,NaN,1,NaN,3,1,5,NaN,NaN,NaN,NaN,NaN,NaN,7,3,4,2,NaN,2,NaN,3,NaN,2,3,5,NaN,2,1,NaN,NaN,7,3,NaN,NaN,NaN,NaN,12,NaN,NaN,NaN,2,NaN,2,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,2,NaN,NaN,7,NaN,2,NaN,NaN,NaN,2,NaN,NaN,5,2,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,3,NaN,NaN,1,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN
id14764,NaN,NaN,NaN,NaN,11,NaN,4,2,2,NaN,2,NaN,NaN,7,10,6,NaN,5,7,8,11,NaN,NaN,NaN,NaN,7,8,1,NaN,5,NaN,NaN,NaN,NaN,10,NaN,NaN,NaN,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,7,NaN,1,NaN,6,1,NaN,4,NaN,NaN,8,NaN,1,NaN,NaN,15,7,NaN,NaN,NaN,NaN,NaN,NaN,18,1,8,10,NaN,NaN,NaN,5,NaN,NaN,11,NaN,2,NaN,NaN,8,2,1,5,9,7,NaN,NaN,11,NaN,10,NaN,2,11,NaN,21
id14766,9,NaN,32,NaN,NaN,NaN,NaN,NaN,NaN,28,13,NaN,24,NaN,NaN,9,NaN,NaN,NaN,8,NaN,NaN,26,NaN,NaN,NaN,14,NaN,28,NaN,NaN,22,NaN,10,NaN,NaN,3,NaN,NaN,38,NaN,10,NaN,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,NaN,NaN,NaN,NaN,NaN,NaN,23,NaN,NaN,6,NaN,6,NaN,16,NaN,NaN,23,NaN,23,NaN,13,23,NaN,NaN,28,17,23,NaN,NaN,19,NaN,NaN,NaN,28,NaN,NaN,NaN,NaN,NaN,NaN,22,10,30,5,16,NaN,NaN,10,NaN,NaN,NaN
id14767,NaN,NaN,NaN,2,5,NaN,2,1,NaN,NaN,NaN,4,NaN,3,NaN,3,NaN,NaN,NaN,2,2,NaN,NaN,1,NaN,NaN,NaN,2,NaN,2,NaN,NaN,NaN,2,1,6,1,NaN,NaN,NaN,9,NaN,4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,4,1,NaN,1,NaN,5,NaN,NaN,4,1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,2,3,3,2,3,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id14768,9,5,10,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,12,1,4,NaN,8,NaN,3,NaN,NaN,1,NaN,NaN,4,NaN,2,NaN,NaN,6,11,NaN,1,NaN,2,NaN,10,NaN,16,2,NaN,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,6,NaN,NaN,NaN,1,NaN,1,4,NaN,NaN,NaN,9,NaN,NaN,NaN,NaN,1,NaN,NaN,4,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,7,5,NaN,1,4,10,NaN,1,NaN
id16085,NaN,2,NaN,5,3,NaN,NaN,NaN,NaN,NaN,NaN,11,NaN,11,11,5,NaN,8,NaN,NaN,NaN,2,NaN,NaN,4,NaN,NaN,2,2,NaN,NaN,NaN,2,NaN,NaN,12,NaN,NaN,NaN,NaN,4,2,25,4,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,7,2,2,NaN,8,NaN,7,11,6,NaN,6,NaN,NaN,12,1,2,7,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,9,8,7,NaN,NaN,NaN,13,NaN,3,5,11,3,7,NaN,NaN,NaN,NaN,11,2,NaN,NaN,NaN,NaN
id16115,NaN,3,15,NaN,NaN,2,1,3,NaN,20,7,6,20,NaN,4,2,2,NaN,NaN,7,NaN,3,18,2,6,NaN,13,NaN,19,2,NaN,15,NaN,2,3,2,NaN,2,NaN,19,2,NaN,4,31,NaN,NaN,3,NaN,NaN,NaN,NaN,17,NaN,NaN,NaN,NaN,NaN,NaN,17,NaN,7,NaN,NaN,NaN,2,17,NaN,NaN,18,2,19,2,4,15,2,NaN,20,13,20,NaN,NaN,21,5,3,NaN,22,4,2,NaN,NaN,4,2,22,NaN,16,NaN,12,4,NaN,NaN,NaN,NaN,NaN
id16175,1,3,NaN,3,NaN,4,2,NaN,3,NaN,NaN,NaN,1,2,2,NaN,3,3,2,NaN,NaN,3,5,2,4,2,NaN,2,NaN,4,1,NaN,4,1,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,3,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,1,NaN,3,4,NaN,NaN,NaN,4,NaN,NaN,1,NaN,NaN,4,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,3,4,3,4,3,NaN,2,3,2,2,NaN,NaN,NaN,NaN,NaN,1,2,1,4,3,NaN,3
id16530,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,3,2,1,NaN,NaN,NaN,1,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,3,6,NaN,2,NaN,NaN,1,NaN,3,NaN,1,NaN,1,NaN,NaN,NaN,NaN,3,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,3,1,NaN,4,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,1,5
id16537,NaN,3,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,3,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,3,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
id16538,NaN,1,NaN,NaN,NaN,2,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,2,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,2,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,2,NaN,2
id16701,NaN,NaN,NaN,3,6,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,1,NaN,7,1,NaN,NaN,NaN,1,NaN,1,NaN,6,NaN,NaN,NaN,1,1,7,NaN,NaN,6,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,15,1,NaN,2,NaN,7,2,NaN,NaN,6,NaN,12,NaN,6,NaN,NaN,7,NaN,7,NaN,NaN,7,5,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,7,NaN,NaN,NaN,2,NaN,NaN,1,NaN,NaN,6,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,7
id16702,NaN,NaN,NaN,NaN,NaN,NaN,5,1,NaN,NaN,NaN,NaN,NaN,8,NaN,7,NaN,NaN,8,NaN,NaN,1,NaN,NaN,NaN,9,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,9,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,1,NaN,1,NaN,2,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
id16703,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN
id16704,NaN,3,11,NaN,1,NaN,NaN,3,NaN,15,5,NaN,15,NaN,NaN,NaN,2,NaN,NaN,3,2,3,13,NaN,NaN,NaN,8,NaN,15,2,NaN,9,NaN,NaN,3,NaN,NaN,NaN,1,15,NaN,NaN,NaN,17,NaN,NaN,3,NaN,2,NaN,NaN,20,NaN,2,NaN,NaN,NaN,NaN,11,2,3,NaN,NaN,NaN,2,11,NaN,NaN,14,NaN,14,NaN,4,12,NaN,NaN,15,8,13,NaN,NaN,14,2,3,NaN,18,NaN,NaN,NaN,NaN,NaN,NaN,15,NaN,13,2,10,NaN,NaN,NaN,NaN,NaN,2
id16801,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,4,NaN,4,NaN,NaN,NaN,NaN,4,NaN,NaN,4,1,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,3,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,3,NaN,NaN,2,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,3,3,NaN,3
id16807,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,NaN,7,NaN,NaN,6,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,7,NaN,NaN,2,NaN,14,NaN,NaN,NaN,NaN,NaN,6,5,NaN,NaN,6,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,10,NaN,NaN,NaN,7,NaN,NaN,NaN,7,NaN,9,NaN,NaN,7,NaN,7,NaN,NaN,NaN,NaN,7
id17692,NaN,NaN,NaN,NaN,NaN,1,2,NaN,NaN,1,NaN,NaN,NaN,4,NaN,2,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,NaN,NaN,2,NaN,NaN,1,NaN,1,2,2,NaN,NaN,NaN,NaN,5,NaN,1,2,NaN,2,NaN,1,NaN,1,NaN,2,2,NaN,NaN,2,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,2,3,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,3
id17750,NaN,NaN,NaN,NaN,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,1,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,2,NaN,2,NaN,NaN,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN
id17791,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,4,NaN,NaN,1,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,1,NaN,NaN,NaN,4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,5,NaN,1
id5483,1,3,1,5,NaN,NaN,1,1,5,1,1,NaN,1,9,1,NaN,2,NaN,NaN,1,4,2,NaN,4,NaN,NaN,NaN,NaN,2,NaN,5,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,15,NaN,7,7,6,1,1,2,NaN,10,NaN,1,9,5,NaN,1,1,NaN,1,NaN,1,1,1,1,7,2,NaN,1,2,3,1,6,3,1,NaN,1,4,NaN,2,NaN,1,1,1,1,NaN,NaN
id5489,1,NaN,18,1,NaN,NaN,NaN,5,NaN,24,13,NaN,21,NaN,7,NaN,4,NaN,NaN,NaN,NaN,2,24,NaN,NaN,5,14,NaN,23,NaN,1,29,1,NaN,NaN,NaN,2,7,NaN,23,NaN,NaN,NaN,17,1,NaN,NaN,NaN,NaN,NaN,NaN,11,NaN,NaN,NaN,2,NaN,NaN,32,NaN,NaN,1,NaN,5,NaN,16,NaN,4,19,6,19,NaN,4,21,NaN,1,24,14,20,NaN,7,16,NaN,NaN,1,23,NaN,NaN,NaN,NaN,7,NaN,20,NaN,20,NaN,16,NaN,7,1,NaN,NaN,NaN
id5492,NaN,NaN,NaN,4,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,5,NaN,NaN,12,NaN,NaN,NaN,NaN,NaN,5,NaN,2,5,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,8,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,12,NaN,NaN,2,NaN,6,2,NaN,NaN,7,NaN,20,NaN,6,NaN,NaN,6,NaN,8,NaN,NaN,8,5,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,12,NaN,NaN,NaN,2,NaN,NaN,2,NaN,NaN,10,NaN,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,11
id5493,1,13,1,5,NaN,NaN,1,4,5,1,1,9,1,1,10,3,7,11,NaN,4,4,11,NaN,4,4,NaN,NaN,4,NaN,NaN,5,NaN,4,NaN,6,NaN,NaN,2,NaN,NaN,NaN,4,11,7,3,NaN,3,1,NaN,NaN,NaN,3,NaN,5,NaN,NaN,NaN,7,NaN,NaN,26,NaN,1,5,2,NaN,2,1,5,2,NaN,NaN,1,1,NaN,1,NaN,1,3,1,10,4,7,6,1,8,10,1,6,1,10,NaN,8,4,NaN,2,3,10,5,1,1,NaN,NaN
id5494,7,NaN,6,4,NaN,NaN,NaN,1,4,NaN,NaN,NaN,1,7,NaN,5,NaN,NaN,2,4,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,6,NaN,7,NaN,NaN,1,6,NaN,6,6,NaN,4,3,NaN,NaN,6,NaN,NaN,NaN,3,NaN,1,NaN,NaN,6,1,6,NaN,18,NaN,NaN,NaN,NaN,7,NaN,1,6,4,NaN,5,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,5,NaN,1,3,4,4,NaN,NaN,NaN,6,3,2,NaN,NaN,1,11,3,NaN,4
id5497,1,1,1,1,NaN,NaN,1,1,NaN,1,1,NaN,1,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,1,1,NaN,1,NaN,1,1,NaN,NaN,1,1,NaN,1,NaN,NaN,1,1,1,1,1,NaN,1,NaN,1,1,1,NaN,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,NaN,NaN
id5498,1,1,5,1,NaN,2,1,1,NaN,9,7,6,3,1,7,NaN,1,7,NaN,1,NaN,NaN,6,NaN,NaN,NaN,2,NaN,6,NaN,2,6,NaN,NaN,NaN,NaN,2,NaN,NaN,6,NaN,NaN,6,NaN,NaN,2,NaN,2,NaN,NaN,NaN,NaN,NaN,6,1,NaN,1,1,5,NaN,5,NaN,1,15,1,NaN,1,NaN,3,1,2,NaN,1,7,NaN,1,6,4,4,1,8,1,4,NaN,1,6,7,3,1,NaN,7,NaN,5,1,5,NaN,5,7,1,1,3,NaN,2
id5499,1,1,1,2,6,2,2,1,NaN,1,4,NaN,1,1,10,2,1,NaN,NaN,12,7,NaN,NaN,2,2,NaN,5,1,NaN,6,NaN,NaN,NaN,NaN,9,NaN,NaN,2,15,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,7,NaN,NaN,2,NaN,7,NaN,NaN,4,2,NaN,6,2,NaN,1,1,21,NaN,2,NaN,1,4,NaN,NaN,14,1,9,11,NaN,1,1,1,1,3,10,NaN,1,NaN,1,1,2,1,1,12,7,1,NaN,7,NaN,11,1,1,11,NaN,8
id5500,NaN,1,12,NaN,2,5,7,NaN,NaN,17,7,2,17,8,NaN,7,1,NaN,7,NaN,2,NaN,20,NaN,5,8,12,2,16,5,NaN,14,5,2,NaN,4,NaN,NaN,7,16,2,1,NaN,17,4,NaN,NaN,NaN,NaN,8,NaN,11,4,NaN,2,NaN,NaN,NaN,16,NaN,NaN,NaN,NaN,NaN,NaN,32,NaN,NaN,16,NaN,16,6,3,16,2,NaN,17,11,15,5,NaN,16,5,NaN,NaN,16,NaN,7,NaN,NaN,8,NaN,16,2,13,NaN,9,3,NaN,NaN,NaN,NaN,7
id5502,1,1,1,9,4,NaN,2,1,NaN,1,1,NaN,1,14,1,3,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,13,NaN,NaN,NaN,NaN,4,NaN,12,NaN,NaN,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,2,2,NaN,10,NaN,8,2,7,1,1,2,NaN,16,1,1,10,5,NaN,1,1,NaN,1,NaN,1,1,1,1,11,2,NaN,1,NaN,3,1,6,7,1,4,1,1,NaN,NaN,NaN,1,1,1,2,NaN,NaN
id5506,NaN,1,NaN,2,1,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,1,4,1,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,1,NaN,NaN,NaN,4,1,NaN,NaN,1,NaN,5,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,4,NaN,1,NaN,NaN,NaN,NaN,NaN,1,6,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,4,1,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
id5508,2,5,18,1,NaN,NaN,1,1,NaN,24,11,NaN,26,1,1,3,1,4,NaN,1,NaN,3,23,NaN,NaN,NaN,14,4,23,NaN,1,18,4,NaN,NaN,NaN,4,2,NaN,23,NaN,4,2,18,1,NaN,NaN,1,NaN,NaN,NaN,14,NaN,NaN,NaN,NaN,NaN,1,19,NaN,5,1,1,3,1,16,1,1,30,1,22,NaN,4,20,NaN,2,24,16,20,1,5,19,1,NaN,2,24,1,1,1,NaN,1,NaN,23,1,19,NaN,12,1,6,2,1,NaN,NaN
id5509,1,1,1,7,NaN,3,2,7,NaN,1,1,NaN,1,9,7,2,5,NaN,1,3,NaN,3,NaN,3,3,5,NaN,1,3,NaN,NaN,6,1,1,2,8,1,9,NaN,NaN,1,NaN,7,2,NaN,NaN,NaN,NaN,7,1,1,NaN,NaN,NaN,2,1,NaN,9,6,8,2,6,1,1,4,NaN,10,4,1,21,5,2,1,1,NaN,2,NaN,1,1,1,7,10,4,NaN,1,NaN,3,1,2,3,7,3,1,1,1,NaN,NaN,1,6,1,1,NaN,NaN
