Row,id10398,id10403,id10409,id10417,id10421,id10877,id11626,id11962,id12208,id14077,id14262,id14348,id14354,id16272,id16273,id16672,id16673,id16674,id7853,id7854,id7855,id7872,id7873,id7878,id7884,id7885,id7887,id7893,id7896,id7912,id7913,id7917,id7923,id7927,id7933,id7942,id7943,id7944,id7949,id7968,id7979,id7984,id7987,id7990,id7991,id7992,id7994,id7997,id7998,id8000
id16273,30,27,NaN,NaN,NaN,NaN,3,NaN,27,14,NaN,NaN,26,27,45,27,NaN,4,NaN,NaN,NaN,4,27,NaN,4,41,27,NaN,14,NaN,NaN,NaN,17,NaN,NaN,18,27,NaN,4,NaN,NaN,NaN,NaN,NaN,27,NaN,14,3,NaN,4
id16672,28,52,NaN,6,6,NaN,NaN,NaN,29,NaN,22,23,34,29,27,58,NaN,NaN,NaN,NaN,NaN,NaN,35,23,NaN,29,52,NaN,6,NaN,NaN,5,NaN,23,NaN,NaN,29,NaN,NaN,NaN,6,NaN,6,6,29,NaN,NaN,NaN,NaN,NaN
id16673,47,6,7,NaN,8,39,39,3,7,3,43,NaN,NaN,11,NaN,NaN,54,39,38,7,49,8,NaN,NaN,NaN,3,6,3,38,8,36,39,36,NaN,53,36,NaN,NaN,NaN,NaN,36,43,39,36,7,3,40,8,6,8
id16674,43,NaN,NaN,NaN,NaN,39,42,3,NaN,3,36,NaN,NaN,3,4,NaN,39,43,38,NaN,36,4,NaN,NaN,4,3,NaN,3,38,NaN,36,39,39,NaN,39,40,NaN,NaN,4,NaN,36,36,39,36,NaN,3,35,3,NaN,4
id7853,38,NaN,NaN,NaN,NaN,38,38,2,NaN,2,36,NaN,NaN,2,NaN,NaN,38,38,38,NaN,36,NaN,NaN,NaN,NaN,2,NaN,2,37,NaN,36,38,36,NaN,38,36,NaN,NaN,NaN,NaN,36,36,38,36,NaN,2,35,NaN,NaN,NaN
id7854,NaN,7,13,NaN,NaN,NaN,NaN,NaN,8,9,8,NaN,6,NaN,NaN,NaN,7,NaN,NaN,23,5,9,6,NaN,9,NaN,7,9,NaN,NaN,7,6,NaN,9,13,NaN,NaN,NaN,15,15,5,13,6,6,14,NaN,5,8,16,NaN
id7855,44,5,5,NaN,8,36,49,13,5,13,54,NaN,13,8,NaN,NaN,49,36,36,5,62,8,12,13,NaN,NaN,5,NaN,35,20,49,36,36,NaN,49,36,13,NaN,NaN,NaN,48,41,49,37,5,13,40,21,18,8
id7872,12,NaN,NaN,NaN,8,NaN,3,NaN,NaN,9,NaN,NaN,NaN,8,4,NaN,8,4,NaN,9,8,21,NaN,NaN,13,NaN,NaN,9,NaN,8,7,NaN,3,9,14,4,NaN,NaN,13,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,9,12
id7873,28,29,6,6,6,NaN,12,12,29,12,12,NaN,52,29,27,35,NaN,NaN,NaN,6,12,NaN,53,12,NaN,29,29,NaN,6,12,12,11,NaN,NaN,NaN,NaN,41,NaN,6,6,22,6,24,13,35,12,NaN,12,12,NaN
id7878,NaN,23,15,15,16,NaN,13,44,NaN,27,35,53,13,NaN,NaN,23,NaN,NaN,NaN,NaN,13,NaN,12,67,NaN,15,23,14,13,43,26,NaN,NaN,37,NaN,NaN,28,31,NaN,14,12,NaN,13,1,NaN,13,NaN,13,13,16
id7884,4,NaN,NaN,10,NaN,NaN,3,10,10,9,NaN,NaN,NaN,NaN,4,NaN,NaN,4,NaN,9,NaN,13,NaN,NaN,23,NaN,NaN,19,NaN,NaN,17,NaN,3,9,6,4,9,10,13,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,19,4
id7885,31,29,NaN,NaN,NaN,3,3,18,29,31,NaN,14,28,32,41,29,3,3,2,NaN,NaN,NaN,29,15,NaN,61,29,17,17,15,13,3,14,14,3,14,44,15,NaN,14,NaN,NaN,3,NaN,29,3,14,NaN,NaN,NaN
id7887,28,58,6,NaN,NaN,NaN,NaN,NaN,36,NaN,29,23,28,29,27,52,6,NaN,NaN,7,5,NaN,29,23,NaN,29,59,NaN,NaN,NaN,NaN,NaN,NaN,23,6,NaN,29,NaN,NaN,NaN,NaN,6,NaN,NaN,36,NaN,5,NaN,6,NaN
id7893,3,NaN,NaN,10,NaN,3,3,27,10,26,NaN,14,NaN,3,NaN,NaN,3,3,2,9,NaN,9,NaN,14,19,17,NaN,36,3,14,29,3,NaN,23,9,NaN,23,24,9,23,NaN,NaN,3,NaN,NaN,3,NaN,8,19,NaN
id7896,38,NaN,13,18,19,38,38,16,NaN,17,35,13,6,3,14,6,38,38,37,NaN,35,NaN,6,13,NaN,17,NaN,3,71,13,35,43,49,NaN,38,49,NaN,13,NaN,NaN,41,35,44,41,NaN,3,48,NaN,NaN,13
id7912,8,NaN,17,17,26,NaN,12,45,NaN,26,12,30,12,8,NaN,NaN,8,NaN,NaN,NaN,20,8,12,43,NaN,15,NaN,14,13,53,25,NaN,NaN,14,8,NaN,27,33,NaN,14,11,NaN,12,1,NaN,12,NaN,20,12,26
id7913,36,NaN,NaN,10,NaN,36,49,36,10,32,49,12,13,NaN,NaN,NaN,36,36,36,7,49,7,12,26,17,13,NaN,29,35,25,79,36,36,19,42,36,35,23,7,19,48,36,49,37,NaN,13,35,19,30,NaN
id7917,39,NaN,6,5,5,39,39,3,NaN,3,36,NaN,11,3,NaN,5,39,39,38,6,36,NaN,11,NaN,NaN,3,NaN,3,43,NaN,36,50,36,NaN,39,36,NaN,NaN,6,6,46,42,50,47,6,3,35,NaN,NaN,NaN
id7923,39,NaN,NaN,NaN,NaN,36,39,NaN,NaN,14,36,NaN,NaN,NaN,17,NaN,36,39,36,NaN,36,3,NaN,NaN,3,14,NaN,NaN,49,NaN,36,36,53,NaN,36,53,NaN,NaN,3,NaN,36,36,36,36,NaN,NaN,49,3,NaN,3
id7927,NaN,23,NaN,NaN,NaN,NaN,NaN,14,NaN,23,22,37,NaN,NaN,NaN,23,NaN,NaN,NaN,9,NaN,9,NaN,37,9,14,23,23,NaN,14,19,NaN,NaN,46,6,NaN,14,14,9,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,9,NaN
id7933,47,7,6,NaN,8,39,39,3,7,9,43,NaN,NaN,11,NaN,NaN,53,39,38,13,49,14,NaN,NaN,6,3,6,9,38,8,42,39,36,6,60,36,NaN,NaN,6,6,36,42,39,36,7,3,40,14,13,8
id7942,40,NaN,NaN,NaN,NaN,36,39,NaN,NaN,14,36,NaN,NaN,NaN,18,NaN,36,40,36,NaN,36,4,NaN,NaN,4,14,NaN,NaN,49,NaN,36,36,53,NaN,36,54,NaN,NaN,4,NaN,36,36,36,36,NaN,NaN,49,3,NaN,4
id7943,28,29,NaN,9,NaN,NaN,13,37,38,27,13,14,41,29,27,29,NaN,NaN,NaN,NaN,13,NaN,41,28,9,44,29,23,NaN,27,35,NaN,NaN,14,NaN,NaN,66,24,NaN,14,12,NaN,13,1,29,13,NaN,13,22,NaN
id7944,NaN,NaN,17,27,18,NaN,NaN,43,10,14,NaN,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,10,15,NaN,24,13,33,23,NaN,NaN,14,NaN,NaN,24,43,NaN,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,18
id7949,4,NaN,6,NaN,NaN,NaN,3,NaN,NaN,9,NaN,NaN,6,NaN,4,NaN,NaN,4,NaN,15,NaN,13,6,NaN,13,NaN,NaN,9,NaN,NaN,7,6,3,9,6,4,NaN,NaN,19,15,5,6,6,6,6,NaN,NaN,11,9,4
id7968,NaN,NaN,6,NaN,NaN,NaN,NaN,14,NaN,23,NaN,14,6,NaN,NaN,NaN,NaN,NaN,NaN,15,NaN,9,6,14,9,14,NaN,23,NaN,14,19,6,NaN,23,6,NaN,14,14,15,29,5,6,6,6,6,NaN,NaN,8,9,NaN
id7979,36,NaN,5,6,6,36,48,12,NaN,12,48,NaN,23,NaN,NaN,6,36,36,36,5,48,NaN,22,12,NaN,NaN,NaN,NaN,41,11,48,46,36,NaN,36,36,12,NaN,5,5,59,41,59,48,5,12,35,12,12,NaN
id7984,36,6,13,NaN,NaN,36,36,NaN,7,NaN,43,NaN,6,NaN,NaN,NaN,43,36,36,13,41,NaN,6,NaN,NaN,NaN,6,NaN,35,NaN,36,42,36,NaN,42,36,NaN,NaN,6,6,41,49,42,42,13,NaN,40,NaN,6,NaN
id7987,39,NaN,6,6,6,39,52,16,NaN,16,49,NaN,25,3,NaN,6,39,39,38,6,49,NaN,24,13,NaN,3,NaN,3,44,12,49,50,36,NaN,39,36,13,NaN,6,6,59,42,64,49,6,16,35,13,13,NaN
id7990,36,NaN,6,6,6,36,37,1,NaN,1,37,NaN,13,NaN,NaN,6,36,36,36,6,37,NaN,13,1,NaN,NaN,NaN,NaN,41,1,37,47,36,NaN,36,36,1,NaN,6,6,48,42,49,49,6,1,35,1,1,NaN
id7991,28,36,13,NaN,NaN,NaN,NaN,NaN,37,NaN,8,NaN,34,29,27,29,7,NaN,NaN,14,5,NaN,35,NaN,NaN,29,36,NaN,NaN,NaN,NaN,6,NaN,NaN,7,NaN,29,NaN,6,6,5,13,6,6,43,NaN,5,NaN,7,NaN
id7992,3,NaN,NaN,NaN,NaN,3,16,16,NaN,16,13,NaN,13,3,NaN,NaN,3,3,2,NaN,13,NaN,12,13,NaN,3,NaN,3,3,12,13,3,NaN,NaN,3,NaN,13,NaN,NaN,NaN,12,NaN,16,1,NaN,16,NaN,13,13,NaN
id7994,35,5,5,NaN,NaN,35,35,NaN,5,14,40,NaN,NaN,NaN,14,NaN,40,35,35,5,40,NaN,NaN,NaN,NaN,14,5,NaN,48,NaN,35,35,49,NaN,40,49,NaN,NaN,NaN,NaN,35,40,35,35,5,NaN,54,NaN,5,NaN
id7997,11,NaN,NaN,NaN,8,NaN,16,13,NaN,21,13,NaN,13,8,3,NaN,8,3,NaN,8,21,19,12,13,11,NaN,NaN,8,NaN,20,19,NaN,3,8,14,3,13,NaN,11,8,12,NaN,13,1,NaN,13,NaN,32,21,11
id7998,NaN,7,6,10,NaN,NaN,13,23,17,22,20,NaN,13,NaN,NaN,NaN,6,NaN,NaN,16,18,9,12,13,19,NaN,6,19,NaN,12,30,NaN,NaN,9,13,NaN,22,10,9,9,12,6,13,1,7,13,5,21,39,NaN
id8000,12,NaN,17,17,26,NaN,3,18,NaN,NaN,NaN,16,NaN,8,4,NaN,8,4,NaN,NaN,8,12,NaN,16,4,NaN,NaN,NaN,13,26,NaN,NaN,3,NaN,8,4,NaN,18,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,NaN,30
