Row,id10398,id10403,id10409,id10877,id11626,id11962,id14077,id14262,id14354,id16273,id16672,id16673,id7854,id7855,id7873,id7878,id7896,id7912,id7913,id7933,id7942,id7943,id7944,id7949,id7979,id7987,id7992,id7997,id7998
id10398,1,0.75,NaN,0.769230769230769,0.833333333333333,1,1,0.861111111111111,0.925925925925926,0.633333333333333,0.821428571428571,0.872340425531915,NaN,0.772727272727273,0.821428571428571,NaN,0.894736842105263,0.875,0.777777777777778,0.936170212765957,0.875,0.857142857142857,NaN,0.5,0.777777777777778,0.82051282051282,1,0.727272727272727,NaN
id10403,0.75,1,0.833333333333333,NaN,NaN,NaN,NaN,0.862068965517241,0.75,0.814814814814815,0.769230769230769,0.833333333333333,1,0.8,0.655172413793103,0.826086956521739,NaN,NaN,NaN,0.857142857142857,NaN,0.827586206896552,NaN,NaN,NaN,NaN,NaN,NaN,0.714285714285714
id10409,NaN,0.833333333333333,1,NaN,NaN,0.882352941176471,NaN,1,0.5,NaN,NaN,1,0.769230769230769,1,0.5,0.8,0.615384615384615,0.941176470588235,NaN,1,NaN,NaN,0.705882352941177,0.666666666666667,0.4,0.666666666666667,NaN,NaN,0.833333333333333
id10877,0.769230769230769,NaN,NaN,1,0.743589743589744,1,1,0.722222222222222,NaN,NaN,NaN,0.743589743589744,NaN,0.75,NaN,NaN,0.815789473684211,NaN,0.694444444444444,0.794871794871795,0.722222222222222,NaN,NaN,NaN,0.861111111111111,0.743589743589744,1,NaN,NaN
id11626,0.833333333333333,NaN,NaN,0.743589743589744,1,0.875,1,0.795918367346939,0.769230769230769,0.666666666666667,NaN,0.846153846153846,NaN,0.857142857142857,1,0.923076923076923,0.710526315789474,1,0.816326530612245,0.794871794871795,0.743589743589744,1,NaN,0.666666666666667,0.854166666666667,0.826923076923077,0.9375,0.875,0.769230769230769
id11962,1,NaN,0.882352941176471,1,0.875,1,0.9,0.846153846153846,0.769230769230769,NaN,NaN,1,NaN,0.846153846153846,0.833333333333333,0.75,0.8125,0.8,0.694444444444444,1,NaN,0.540540540540541,0.581395348837209,NaN,0.833333333333333,0.9375,0.9375,0.923076923076923,0.869565217391304
id14077,1,NaN,NaN,1,1,0.9,1,1,0.769230769230769,0.857142857142857,NaN,1,0.666666666666667,1,1,0.666666666666667,0.882352941176471,0.884615384615385,0.78125,0.888888888888889,0.785714285714286,0.62962962962963,0.428571428571429,0.555555555555556,1,0.9375,0.9375,0.904761904761905,0.681818181818182
id14262,0.861111111111111,0.862068965517241,1,0.722222222222222,0.795918367346939,0.846153846153846,1,1,0.769230769230769,NaN,0.863636363636364,0.86046511627907,0.875,0.833333333333333,1,0.885714285714286,0.857142857142857,1,0.897959183673469,0.906976744186046,0.777777777777778,1,NaN,NaN,0.8125,0.816326530612245,0.923076923076923,0.923076923076923,0.8
id14354,0.925925925925926,0.75,0.5,NaN,0.769230769230769,0.769230769230769,0.769230769230769,0.769230769230769,1,0.692307692307692,0.852941176470588,NaN,0.5,0.769230769230769,0.769230769230769,0.846153846153846,0.833333333333333,0.75,0.769230769230769,NaN,NaN,0.829268292682927,NaN,0.833333333333333,0.695652173913043,0.72,0.846153846153846,0.692307692307692,0.692307692307692
id16273,0.633333333333333,0.814814814814815,NaN,NaN,0.666666666666667,NaN,0.857142857142857,NaN,0.692307692307692,1,0.703703703703704,NaN,NaN,NaN,0.666666666666667,NaN,0.857142857142857,NaN,NaN,NaN,0.722222222222222,0.703703703703704,NaN,1,NaN,NaN,NaN,1,NaN
id16672,0.821428571428571,0.769230769230769,NaN,NaN,NaN,NaN,NaN,0.863636363636364,0.852941176470588,0.703703703703704,1,NaN,NaN,NaN,0.8,0.826086956521739,0.833333333333333,NaN,NaN,NaN,NaN,0.827586206896552,NaN,NaN,0.666666666666667,1,NaN,NaN,NaN
id16673,0.872340425531915,0.833333333333333,1,0.743589743589744,0.846153846153846,1,1,0.86046511627907,NaN,NaN,NaN,1,0.857142857142857,0.795918367346939,NaN,NaN,0.763157894736842,0.75,0.861111111111111,0.905660377358491,0.722222222222222,NaN,NaN,NaN,0.75,0.897435897435897,1,0.625,0.833333333333333
id7854,NaN,1,0.769230769230769,NaN,NaN,NaN,0.666666666666667,0.875,0.5,NaN,NaN,0.857142857142857,1,0.8,0.833333333333333,NaN,NaN,NaN,0.857142857142857,0.923076923076923,NaN,NaN,NaN,0.666666666666667,0.6,1,NaN,0.875,0.6875
id7855,0.772727272727273,0.8,1,0.75,0.857142857142857,0.846153846153846,1,0.833333333333333,0.769230769230769,NaN,NaN,0.795918367346939,0.8,1,1,0.923076923076923,0.657142857142857,0.95,0.795918367346939,0.816326530612245,0.75,1,NaN,NaN,0.833333333333333,0.918367346938776,0.923076923076923,0.952380952380952,0.777777777777778
id7873,0.821428571428571,0.655172413793103,0.5,NaN,1,0.833333333333333,1,1,0.769230769230769,0.666666666666667,0.8,NaN,0.833333333333333,1,1,0.916666666666667,0.666666666666667,1,1,NaN,NaN,0.829268292682927,NaN,0.833333333333333,0.909090909090909,0.875,0.916666666666667,0.916666666666667,0.75
id7878,NaN,0.826086956521739,0.8,NaN,0.923076923076923,0.75,0.666666666666667,0.885714285714286,0.846153846153846,NaN,0.826086956521739,NaN,NaN,0.923076923076923,0.916666666666667,1,0.846153846153846,0.813953488372093,0.846153846153846,NaN,NaN,0.75,0.741935483870968,NaN,0.916666666666667,0.846153846153846,1,0.846153846153846,0.846153846153846
