Row,consistency,opportunity,percentage
id10388,0,0,NaN
id10390,0,0,NaN
id10391,0,0,NaN
id10393,0,0,NaN
id10396,0,0,NaN
id10397,0,0,NaN
id10399,0,0,NaN
id10402,0,0,NaN
id10406,0,0,NaN
id10411,0,0,NaN
id10412,0,0,NaN
id10422,0,0,NaN
id10876,0,0,NaN
id10878,0,0,NaN
id10880,0,0,NaN
id10881,0,0,NaN
id10883,0,0,NaN
id11479,0,0,NaN
id11953,0,0,NaN
id12051,0,0,NaN
id12099,0,0,NaN
id12172,0,0,NaN
id12245,0,0,NaN
id14073,0,0,NaN
id14074,0,0,NaN
id14075,0,0,NaN
id14172,0,0,NaN
id14173,0,0,NaN
id14174,0,0,NaN
id14175,0,0,NaN
id14251,0,0,NaN
id14252,0,0,NaN
id14256,0,0,NaN
id14257,0,0,NaN
id14258,0,0,NaN
id14325,0,0,NaN
id14329,0,0,NaN
id14330,0,0,NaN
id14331,0,0,NaN
id14333,0,0,NaN
id14334,0,0,NaN
id14335,0,0,NaN
id14336,0,0,NaN
id14337,0,0,NaN
id14340,0,0,NaN
id14343,0,0,NaN
id14344,0,0,NaN
id14345,0,0,NaN
id14346,0,0,NaN
id14347,0,0,NaN
id14349,0,0,NaN
id14350,0,0,NaN
id14351,0,0,NaN
id16313,0,0,NaN
id16314,0,0,NaN
id16315,0,0,NaN
id16318,0,0,NaN
id16319,0,0,NaN
id16340,0,0,NaN
id16341,0,0,NaN
id16342,0,0,NaN
id16343,0,0,NaN
id16344,0,0,NaN
id16345,0,0,NaN
id16353,0,0,NaN
id16354,0,0,NaN
id16355,0,0,NaN
id16356,0,0,NaN
id16361,0,0,NaN
id16362,0,0,NaN
id16366,0,0,NaN
id16367,0,0,NaN
id16375,0,0,NaN
id16445,0,0,NaN
id16561,0,0,NaN
id16562,0,0,NaN
id16563,0,0,NaN
id16654,0,0,NaN
id16655,0,0,NaN
id16656,0,0,NaN
id16657,0,0,NaN
id16658,0,0,NaN
id16659,0,0,NaN
id16660,0,0,NaN
id16661,0,0,NaN
id16662,0,0,NaN
id16663,0,0,NaN
id16664,0,0,NaN
id7860,0,0,NaN
id7901,0,0,NaN
id7915,0,0,NaN
id7918,0,0,NaN
id7921,0,0,NaN
id7935,0,0,NaN
id7938,0,0,NaN
id7940,0,0,NaN
id7945,0,0,NaN
id7946,0,0,NaN
id7952,0,0,NaN
id7981,0,0,NaN
