Row,id10388,id10391,id10393,id10396,id10397,id10399,id10402,id10411,id10412,id10422,id10878,id10881,id10883,id11479,id11953,id12051,id12099,id12172,id12245,id14073,id14074,id14075,id14172,id14173,id14175,id14251,id14252,id14256,id14257,id14258,id14325,id14330,id14331,id14334,id14335,id14340,id14345,id14351,id16315,id16318,id16340,id16341,id16342,id16344,id16345,id16367,id16562,id16661,id16662,id7860,id7915,id7918,id7921,id7935,id7938,id7940,id7945,id7952,id7981
id10388,5,5,5,4,5,5,5,5,5,2,5,5,3,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2
id10390,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1
id10391,19,19,19,19,19,19,19,19,19,1,19,18,11,19,18,19,19,19,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,19,19,1,1
id10393,4,4,4,3,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2
id10396,11,11,11,11,11,11,11,11,11,2,10,10,5,11,11,11,11,11,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,10,2,2
id10397,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3
id10399,4,4,4,4,4,4,4,4,4,NaN,4,4,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,3,4,4,NaN,NaN
id10402,10,10,9,10,10,10,10,10,9,3,9,10,7,10,10,10,10,10,9,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,3,3
id10406,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,NaN,NaN,NaN
id10411,5,5,5,4,5,4,5,5,5,3,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,3,3
id10412,6,6,6,6,6,6,6,6,6,1,6,6,3,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,4,6,6,1,1
id10422,12,12,12,11,12,12,12,12,12,5,12,12,10,11,12,12,12,12,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,4,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,11,12,5,5
id10876,2,2,2,2,2,2,2,2,2,NaN,2,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,2,2,1,2,2,NaN,NaN
id10878,10,10,10,9,10,10,10,10,10,4,10,10,7,9,10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,4,4
id10880,2,2,2,2,2,2,2,2,2,NaN,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,2,2,2,2,2,NaN,NaN
id10881,5,5,5,5,5,5,5,5,5,2,5,5,3,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2
id10883,4,4,4,4,4,4,4,4,4,1,4,4,4,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2
id11479,5,5,4,5,5,5,5,5,5,1,5,5,2,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1
id11953,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1
id12051,9,9,8,9,9,9,9,9,9,6,8,9,7,8,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,6,6,6,6,6,5,6,6,6,6,6,9,9,9,9,9,9,9,8,6,6
id12099,2,2,2,2,2,2,2,2,2,NaN,1,2,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,2,2,2,2,2,NaN,NaN
id12172,5,5,5,5,5,5,5,5,5,1,5,5,2,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,5,5,1,1
