bill_number,bill_id,title
HB0001,218163,"As introduced, extends existing law that allows persons receiving FEMA assistance from May 2010 flood damage to apply for sales tax refunds for certain residential purchases; permits refunds for eligible purchases made between October 1, 2010, and May 1, 2011. - Amends TCA Title 67, Chapter 6."
HB0002,218164,"As introduced, extends limited sales tax refund for certain appliances, furniture, and building supplies purchased in response to May 2010 flood. - Amends TCA Section 67-6-396."
HB0003,218165,"As introduced, extends limited sales tax refund for certain appliances, furniture, and building supplies purchased in response to May 2010 flood. - Amends TCA Section 67-6-396."
HB0004,218166,"As introduced, allows parents to visit with their child prior to an autopsy being performed. The visitation must be supervised, and if the state has reasonable cause to suspect that the parent may have contributed to the death of the child, the contact will be limited. - Amends TCA Title 36; Title 37; Title 38 and Title 68."
HB0005,218167,"As introduced, increases from one to two years the time period that a pharmacy must retain a written methamphetamine precursor registry. - Amends TCA Title 39, Chapter 17 and Title 53, Chapter 11."
HB0006,218168,"As enacted, extends limited sales tax refund for certain appliances, furniture, and building supplies purchased in response to May 2010 flood. - Amends TCA Section 67-6-396."
HB0007,218169,"As enacted, requires a voter to present qualified photographic identification before voting; voters without proper identification will be allowed to cast provisional ballots. - Amends TCA Title 2, Chapter 7, Part 1."
HB0008,218170,"As enacted, codifies the acts of the 2010 legislative session."
HB0009,218171,"As enacted, requires the office of coordinated school health, in the department of education, to report to the general assembly by August 1, 2012, on the implementation of the requirement of each LEA to integrate at least 90 minutes of physical activity per week into the instructional school day for elementary and secondary school students. - Amends TCA Title 49, Chapter 6."
HB0010,218172,"As enacted, designates ""Benjamin C. ""Pat"" Hartman, Jr. Memorial Bridge"" on S.R. 386 in Sumner County."
HB0011,218173,"As introduced, prohibits the blocking of a railroad crossing by a stopped train for more than 15 minutes. - Amends TCA Title 65, Chapter 11, Part 1."
HB0012,218174,"As introduced, allows Tennessee lottery tickets to be purchased with debit cards in addition to cash. - Amends TCA Title 4, Chapter 51, Part 1."
HB0013,218175,"As introduced, changes high school academic requirements for initial receipt of the Tennessee HOPE scholarship. - Amends TCA Title 4, Chapter 31; Title 4, Chapter 51; Title 8, Chapter 4; Title 9, Chapter 4 and Title 49."
HB0014,218176,"As introduced, changes high school academic eligibility requirements for initial receipt of the HOPE scholarship. - Amends TCA Title 49, Chapter 4, Part 9."
