Row,score_variable_k,score_fixed_k,count,difference,name,sponsor_id,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,year
id12306,1536.36004014762,1542.52553484415,124,-6.16549469653,Janet Bewley,12306,Janet,T.,Bewley,,,0,D,2,Sen,SD-025,2015
id15363,1529.65583180446,1549.201576321,227,-19.5457445165339,Nikiya Harris Dodd,15363,Nikiya,Q.,Harris Dodd,,,0,D,2,Sen,SD-006,2015
id3887,1525.20753756665,1542.44948810787,428,-17.2419505412208,Lena Taylor,3887,Lena,C.,Taylor,,,0,D,2,Sen,SD-004,2015
id3818,1524.61083502681,1542.03956479579,411,-17.4287297689884,Jennifer Shilling,3818,Jennifer,K.,Shilling,,,0,D,2,Sen,SD-032,2015
id3867,1524.45376332436,1542.10355229462,428,-17.6497889702569,Jon Erpenbach,3867,Jon,,Erpenbach,,,0,D,2,Sen,SD-027,2015
id3877,1524.35172628707,1537.48463137448,428,-13.132905087414,Kathleen Vinehout,3877,Kathleen,,Vinehout,,,0,D,2,Sen,SD-031,2015
id3840,1524.33048306578,1541.99109290525,428,-17.6606098394732,Mark Miller,3840,Mark,,Miller,,,0,D,2,Sen,SD-016,2015
id3905,1524.28884106838,1541.94108272286,351,-17.6522416544838,Jerry Petrowski,3905,Jerry,,Petrowski,,,1,R,2,Sen,SD-029,2015
id3835,1524.19576433009,1538.75128628495,411,-14.555521954861,Robert Wirch,3835,Robert,W.,Wirch,,,0,D,2,Sen,SD-022,2015
id3858,1524.08968316616,1536.33286538185,428,-12.2431822156962,Robert Cowles,3858,Robert,L.,Cowles,,,1,R,2,Sen,SD-002,2015
id3837,1523.9976106759,1538.19787621525,428,-14.2002655393494,David Hansen,3837,David,N.,Hansen,,Dave,0,D,2,Sen,SD-030,2015
id3920,1523.98094432999,1541.01365282656,428,-17.0327084965688,Scott Fitzgerald,3920,Scott,L.,Fitzgerald,,,1,R,2,Sen,SD-013,2015
id12308,1523.57495757799,1538.6439429069,279,-15.0689853289036,Janis Ringhand,12308,Janis,,Ringhand,,,0,D,2,Sen,SD-015,2015
id3864,1523.46279852109,1536.31169596229,428,-12.848897441203,Fred Risser,3864,Fred,,Risser,,,0,D,2,Sen,SD-026,2015
id12262,1523.43569777685,1540.16036434343,356,-16.7246665665737,Van Wanggaard,12262,Van,H.,Wanggaard,,,1,R,2,Sen,SD-021,2015
id3916,1523.33160721517,1538.03977840353,411,-14.7081711883634,Timothy Carpenter,3916,Timothy,W.,Carpenter,,,0,D,2,Sen,SD-003,2015
id12304,1522.90252264709,1537.39696556822,428,-14.4944429211305,Christopher Larson,12304,Christopher,,Larson,,,0,D,2,Sen,SD-007,2015
id3866,1515.83193209483,1537.60423228284,428,-21.7723001880049,Luther Olsen,3866,Luther,S.,Olsen,,,1,R,2,Sen,SD-014,2015
id3838,1501.15702652718,1532.90694614459,428,-31.7499196174092,Julie Lassa,3838,Julie,,Lassa,,,0,D,2,Sen,SD-024,2015
id3906,1493.27598518785,1524.74136946593,279,-31.4653842780729,Roger Roth,3906,Roger,J.,Roth,Jr.,,1,R,2,Sen,SD-019,2015
id3902,1485.97247657498,1537.52503260617,428,-51.5525560311883,Alberta Darling,3902,Alberta,H.,Darling,,,1,R,2,Sen,SD-008,2015
id3946,1485.46137542265,1535.92803832524,279,-50.4666629025953,Steve Nass,3946,Steve,,Nass,,,1,R,2,Sen,SD-011,2015
id3903,1484.63813434299,1530.13637006418,428,-45.498235721187,Mary Lazich,3903,Mary,,Lazich,,,1,R,2,Sen,SD-028,2015
id12301,1472.54908128422,1524.14041998459,351,-51.5913387003611,Thomas Tiffany,12301,Thomas,,Tiffany,,,1,R,2,Sen,SD-012,2015
id3908,1471.46788948413,1494.99429506414,428,-23.5264055800155,Sheila Harsdorf,3908,Sheila,,Harsdorf,,,1,R,2,Sen,SD-010,2015
id3894,1431.78824217205,1514.54680351286,279,-82.7585613408103,Daniel LeMahieu,3894,Daniel,,LeMahieu,,,1,R,2,Sen,HD-059,2015
id13127,1426.0254797469,1524.81059497658,279,-98.7851152296842,Duey Stroebel,13127,Duey,,Stroebel,,,1,R,2,Sen,HD-060,2015
id12272,1412.95085753848,1422.52751799062,428,-9.57666045214523,Terry Moulton,12272,Terry,,Moulton,,,1,R,2,Sen,SD-023,2015
id12299,1406.75069610179,1419.42979684457,279,-12.6791007427798,Howard Marklein,12299,Howard,,Marklein,,,1,R,2,Sen,SD-017,2015
id3943,1391.16923076746,1347.1796558814,428,43.9895748860638,Leah Vukmir,3943,Leah,,Vukmir,,,1,R,2,Sen,SD-005,2015
id12271,1369.20325819234,1402.45099782636,428,-33.2477396340209,Frank Lasee,12271,Frank,,Lasee,,,1,R,2,Sen,SD-001,2015
id12277,1263.96168188127,1304.55895088169,279,-40.5972690004244,Chris Kapenga,12277,Chris,,Kapenga,,,1,R,2,Sen,HD-099,2015
id12278,1241.37389588472,1366.09075260371,72,-124.716856718991,Paul Farrow,12278,Paul,F.,Farrow,,,1,R,2,Sen,SD-033,2015
id15103,1237.71704047741,1295.84327428552,351,-58.1262338081081,Richard Gudex,15103,Richard,,Gudex,,Rick,1,R,2,Sen,SD-018,2015
