Row,id14714,id14718,id15273,id8784,id8823,id8896
id14714,1,1,1,NaN,1,1
id14718,0,0,1,NaN,1,0
id15273,0,0,1,NaN,1,0
id8784,1,1,1,NaN,1,1
id8823,0,0,1,NaN,1,0
id8896,0,0,1,NaN,1,0
