Row,consistency,opportunity,percentage
id10331,0,0,NaN
id10373,0,0,NaN
id11874,0,0,NaN
id11885,0,0,NaN
id11886,0,0,NaN
id11890,0,0,NaN
id11976,0,0,NaN
id14740,0,0,NaN
id14742,0,0,NaN
id14744,0,0,NaN
id14747,0,0,NaN
id15044,0,0,NaN
id16614,0,0,NaN
id16638,0,0,NaN
id16639,0,0,NaN
id16689,0,0,NaN
id16787,0,0,NaN
id16852,0,0,NaN
id8748,0,0,NaN
id8757,0,0,NaN
id8758,0,0,NaN
id8763,0,0,NaN
id8794,0,0,NaN
id8814,0,0,NaN
id8815,0,0,NaN
id8822,0,0,NaN
id8836,0,0,NaN
id8840,0,0,NaN
id8842,0,0,NaN
id8856,0,0,NaN
id8893,0,0,NaN
id8898,0,0,NaN
id8909,0,0,NaN
id8915,0,0,NaN
id8924,0,0,NaN
