bill_id,date,action
25630,2009-02-11,"Filed for introduction"
25630,2009-02-11,"To Health and Human Resources then Finance"
25630,2009-02-11,"Introduced in Senate"
25630,2009-02-11,"To Health and Human Resources then Finance"
25630,2009-02-11,"To Health and Human Resources"
25631,2009-02-11,"Filed for introduction"
25631,2009-02-11,"To Banking and Insurance then Judiciary"
25631,2009-02-11,"Introduced in Senate"
25631,2009-02-11,"To Banking and Insurance then Judiciary"
25631,2009-02-11,"To Banking and Insurance"
25632,2009-02-11,"Filed for introduction"
25632,2009-02-11,"To Finance"
25632,2009-02-11,"Introduced in Senate"
25632,2009-02-11,"To Finance"
25632,2009-02-11,"To Finance"
25633,2009-02-11,"Filed for introduction"
25633,2009-02-11,"To Finance"
25633,2009-02-11,"Introduced in Senate"
25633,2009-02-11,"To Finance"
25633,2009-02-11,"To Finance"
25634,2009-02-11,"Filed for introduction"
25634,2009-02-11,"To Pensions then Finance"
25634,2009-02-11,"Introduced in Senate"
25634,2009-02-11,"To Pensions then Finance"
25634,2009-02-11,"To Pensions"
25635,2009-02-11,"Filed for introduction"
25635,2009-02-11,"To Economic Development then Judiciary"
25635,2009-02-11,"Introduced in Senate"
25635,2009-02-11,"To Economic Development then Judiciary"
25635,2009-02-11,"To Economic Development"
25635,2009-03-06,"Committee substitute reported, but first to Judiciary"
25635,2009-03-06,"To Judiciary"
25636,2009-02-11,"Filed for introduction"
25636,2009-02-11,"To Banking and Insurance then Finance"
25636,2009-02-11,"Introduced in Senate"
25636,2009-02-11,"To Banking and Insurance then Finance"
25636,2009-02-11,"To Banking and Insurance"
25637,2009-02-11,"Filed for introduction"
25637,2009-02-11,"To Government Organization then Finance"
25637,2009-02-11,"Introduced in Senate"
25637,2009-02-11,"To Government Organization then Finance"
25637,2009-02-11,"To Government Organization"
25638,2009-02-11,"Filed for introduction"
25638,2009-02-11,"To Judiciary"
25638,2009-02-11,"Introduced in Senate"
25638,2009-02-11,"To Judiciary"
25638,2009-02-11,"To Judiciary"
25639,2009-02-11,"Filed for introduction"
25639,2009-02-11,"To Pensions then Finance"
25639,2009-02-11,"Introduced in Senate"
25639,2009-02-11,"To Pensions then Finance"
25639,2009-02-11,"To Pensions"
25640,2009-02-11,"Filed for introduction"
25640,2009-02-11,"To Pensions then Finance"
25640,2009-02-11,"Introduced in Senate"
25640,2009-02-11,"To Pensions then Finance"
25640,2009-02-11,"To Pensions"
25641,2009-02-11,"Filed for introduction"
25641,2009-02-11,"To Education then Finance"
25641,2009-02-11,"Introduced in Senate"
25641,2009-02-11,"To Education then Finance"
25641,2009-02-11,"To Education"
25642,2009-02-11,"Filed for introduction"
25642,2009-02-11,"To Judiciary"
25642,2009-02-11,"Introduced in Senate"
25642,2009-02-11,"To Judiciary"
25642,2009-02-11,"To Judiciary"
25642,2009-03-18,"Committee substitute reported"
25642,2009-03-19,"On 1st reading"
25642,2009-03-19,"Read 1st time"
25642,2009-03-20,"On 2nd reading"
25642,2009-03-20,"Read 2nd time"
25642,2009-03-23,"On 3rd reading"
25642,2009-03-23,"Read 3rd time"
25642,2009-03-23,"Passed Senate (Roll No. 2)"
25642,2009-03-23,"Ordered to House"
25642,2009-03-23,"Introduced in House"
25642,2009-03-23,"To Judiciary"
25642,2009-03-23,"To House Judiciary"
25643,2009-02-11,"Filed for introduction"
25643,2009-02-11,"To Finance"
25643,2009-02-11,"Introduced in Senate"
25643,2009-02-11,"To Finance"
25643,2009-02-11,"To Finance"
25644,2009-02-11,"Filed for introduction"
25644,2009-02-11,"To Education then Finance"
25644,2009-02-11,"Introduced in Senate"
25644,2009-02-11,"To Education then Finance"
25644,2009-02-11,"To Education"
25645,2009-02-11,"Filed for introduction"
25645,2009-02-11,"To Government Organization then Finance"
25645,2009-02-11,"Introduced in Senate"
25645,2009-02-11,"To Government Organization then Finance"
25645,2009-02-11,"To Government Organization"
25645,2009-03-27,"Committee substitute reported, but first to Finance"
25645,2009-03-27,"Immediate consideration"
25645,2009-03-27,"On 1st reading"
25645,2009-03-27,"Read 1st time"
25645,2009-03-27,"On second reading to Finance"
25645,2009-03-30,"Having been read 1st time, prior proceedings, 3/27/09"
25645,2009-03-30,"Reported do pass"
25645,2009-03-31,"On 2nd reading"
25645,2009-03-31,"Read 2nd time"
25645,2009-04-01,"On 3rd reading"
25645,2009-04-01,"Read 3rd time"
25645,2009-04-01,"Passed Senate (Roll No. 4)"
25645,2009-04-01,"Ordered to House"
25645,2009-04-01,"Introduced in House"
25645,2009-04-01,"To Finance"
25645,2009-04-01,"To House Finance"
25646,2009-02-11,"Filed for introduction"
25646,2009-02-11,"To Military then Finance"
25646,2009-02-11,"Introduced in Senate"
25646,2009-02-11,"To Military then Finance"
25646,2009-02-11,"To Military"
25647,2009-02-11,"Filed for introduction"
25647,2009-02-11,"To Finance"
25647,2009-02-11,"Introduced in Senate"
25647,2009-02-11,"To Finance"
25647,2009-02-11,"To Finance"
25648,1969-12-31,28
25648,1969-12-31,28
25648,1969-12-31,28
25648,1969-12-31,2-3
25648,1969-12-31,16
25648,1969-12-31,14
25648,1969-12-31,14
25648,1969-12-31,14
25648,1969-12-31,14
25648,1969-12-31,542
25648,1969-12-31,542
25649,2009-02-11,"Filed for introduction"
25649,2009-02-11,"To Judiciary then Finance"
25649,2009-02-11,"Introduced in Senate"
25649,2009-02-11,"To Judiciary then Finance"
25649,2009-02-11,"To Judiciary"
25650,2009-02-11,"Filed for introduction"
25650,2009-02-11,"To Judiciary"
25650,2009-02-11,"Introduced in Senate"
25650,2009-02-11,"To Judiciary"
25650,2009-02-11,"To Judiciary"
25651,2009-02-11,"Filed for introduction"
25651,2009-02-11,"To Finance"
25651,2009-02-11,"Introduced in Senate"
25651,2009-02-11,"To Finance"
25651,2009-02-11,"To Finance"
25652,2009-02-11,"Filed for introduction"
25652,2009-02-11,"To Transportation and Infrastructure then Judiciary"
25652,2009-02-11,"Introduced in Senate"
25652,2009-02-11,"To Transportation and Infrastructure then Judiciary"
25652,2009-02-11,"To Transportation and Infrastructure"
25652,2009-03-18,"Reported do pass, but first to Judiciary"
25652,2009-03-18,"To Judiciary"
25653,2009-02-11,"Filed for introduction"
25653,2009-02-11,"To Judiciary"
25653,2009-02-11,"Introduced in Senate"
25653,2009-02-11,"To Judiciary"
25653,2009-02-11,"To Judiciary"
25654,2009-02-11,"Filed for introduction"
25654,2009-02-11,"To Finance"
25654,2009-02-11,"Introduced in Senate"
