Row,id11614,id11921,id1495,id1500,id1525,id1527,id1541,id1552,id1588,id1604,id16048,id16305,id16309,id16310,id17671,id17703
id11614,1,0.540447504302926,0.937673130193906,0.905956112852665,0.980740740740741,0.900445765230312,0.973282442748092,0.970972423802613,0.885802469135803,0.975609756097561,0.862258953168044,0.943529411764706,0.822966507177033,0.954954954954955,0.88968824940048,0.973782771535581
id11921,0.540447504302926,1,0.691906005221932,0.779487179487179,0.717083051991897,0.735334242837653,0.6,0.590796019900497,0.762096774193548,0.743818001978239,0.669444444444444,0.61377245508982,0.720858895705521,0.583815028901734,0.578616352201258,0.591111111111111
id1495,0.937673130193906,0.691906005221932,1,0.896220371556694,0.929239766081871,0.905126694166176,0.912969283276451,0.916751269035533,0.897207367795603,0.947826086956522,0.848484848484849,0.931442080378251,0.816425120772947,0.911764705882353,0.896385542168675,0.942748091603053
id1500,0.905956112852665,0.779487179487179,0.896220371556694,1,0.915678524374177,0.888074616922052,0.894941634241245,0.907344632768362,0.9024064171123,0.906551059730251,0.868852459016393,0.922680412371134,0.827225130890052,0.898263027295285,0.890374331550802,0.931914893617021
id1525,0.980740740740741,0.717083051991897,0.929239766081871,0.915678524374177,1,0.904384896467722,0.954379562043796,0.963752665245203,0.921616656460502,0.946284691136974,0.882775119617225,0.938271604938272,0.835858585858586,0.94272076372315,0.88295165394402,0.975903614457831
id1527,0.900445765230312,0.735334242837653,0.905126694166176,0.888074616922052,0.904384896467722,1,0.888679245283019,0.901982378854626,0.882244143033292,0.926807760141093,0.838129496402878,0.895883777239709,0.830808080808081,0.899280575539568,0.866323907455013,0.889763779527559
id1541,0.973282442748092,0.6,0.912969283276451,0.894941634241245,0.954379562043796,0.888679245283019,1,0.96526508226691,0.91578947368421,0.948936170212766,0.893518518518518,NaN,NaN,NaN,NaN,NaN
id1552,0.970972423802613,0.590796019900497,0.916751269035533,0.907344632768362,0.963752665245203,0.901982378854626,0.96526508226691,1,0.893922651933702,0.953333333333333,0.870658682634731,0.929611650485437,0.818407960199005,0.934272300469484,0.887218045112782,0.9609375
id1588,0.885802469135803,0.762096774193548,0.897207367795603,0.9024064171123,0.921616656460502,0.882244143033292,0.91578947368421,0.893922651933702,1,0.936039360393604,0.86189889025894,0.879452054794521,0.800561797752809,0.862068965517241,0.839541547277937,0.914285714285714
id1604,0.975609756097561,0.743818001978239,0.947826086956522,0.906551059730251,0.946284691136974,0.926807760141093,0.948936170212766,0.953333333333333,0.936039360393604,1,0.887955182072829,NaN,NaN,NaN,NaN,NaN
id16048,0.862258953168044,0.669444444444444,0.848484848484849,0.868852459016393,0.882775119617225,0.838129496402878,0.893518518518518,0.870658682634731,0.86189889025894,0.887955182072829,1,0.857476635514019,0.847255369928401,0.869662921348315,0.8,0.83271375464684
id16305,0.943529411764706,0.61377245508982,0.931442080378251,0.922680412371134,0.938271604938272,0.895883777239709,NaN,0.929611650485437,0.879452054794521,NaN,0.857476635514019,1,0.846534653465347,0.914285714285714,0.89058524173028,0.931297709923664
id16309,0.822966507177033,0.720858895705521,0.816425120772947,0.827225130890052,0.835858585858586,0.830808080808081,NaN,0.818407960199005,0.800561797752809,NaN,0.847255369928401,0.846534653465347,1,0.829683698296837,0.772845953002611,0.805555555555556
id16310,0.954954954954955,0.583815028901734,0.911764705882353,0.898263027295285,0.94272076372315,0.899280575539568,NaN,0.934272300469484,0.862068965517241,NaN,0.869662921348315,0.914285714285714,0.829683698296837,1,0.85956416464891,0.938697318007663
id17671,0.88968824940048,0.578616352201258,0.896385542168675,0.890374331550802,0.88295165394402,0.866323907455013,NaN,0.887218045112782,0.839541547277937,NaN,0.8,0.89058524173028,0.772845953002611,0.85956416464891,1,0.890756302521008
id17703,0.973782771535581,0.591111111111111,0.942748091603053,0.931914893617021,0.975903614457831,0.889763779527559,NaN,0.9609375,0.914285714285714,NaN,0.83271375464684,0.931297709923664,0.805555555555556,0.938697318007663,0.890756302521008,1
