Row,id10957,id10959,id10960,id10965,id10971,id10972,id10973,id11610,id11920,id14092,id14094,id14095,id14096,id14100,id14101,id14103,id14104,id14105,id14107,id14108,id14109,id14110,id14115,id14119,id14120,id14121,id14122,id14124,id14219,id1496,id16033,id16087,id16094,id16282,id16284,id16291,id16296,id16297,id16301,id9547
id10957,1,1,0.992805755395684,0.985507246376812,0.991869918699187,1,0.992857142857143,1,0.992647058823529,0.970149253731343,1,0.96969696969697,1,0.983870967741936,0.983606557377049,0.984615384615385,1,1,1,1,0.985507246376812,0.957142857142857,1,0.984848484848485,1,1,0.985714285714286,0.985714285714286,1,1,0.983050847457627,0.978723404255319,0.933333333333333,1,1,0.928571428571429,1,0.964285714285714,1,0.907801418439716
id10959,1,1,1,1,0.966666666666667,1,0.985074626865672,1,0.984375,1,1,0.921052631578947,1,0.914285714285714,0.945945945945946,0.945945945945946,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,0.96551724137931,0.954545454545455,0.9,1,0.9375,0.933333333333333,1,0.933333333333333,1,0.91044776119403
id10960,1,1,1,1,1,1,1,1,1,1,1,0.976190476190476,1,1,0.976190476190476,1,1,1,1,1,0.977272727272727,0.977272727272727,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,1,1,1,0.971153846153846
id10965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99438202247191,1,1,1,1,1,1,0.994535519125683,1,1,1,1,1,1,1,1,1,1,0.992957746478873,1,0.988636363636364,0.97752808988764,1,1,1,0.987654320987654
id10971,1,1,1,1,1,1,0.977777777777778,1,0.976190476190476,1,1,0.95,1,1,0.947368421052632,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,NaN,0.933333333333333,0.909090909090909,1,1,1,1,1,0.8,1,0.977272727272727
id10972,1,1,1,1,0.984375,1,0.985294117647059,1,0.984848484848485,1,1,0.966666666666667,1,0.96551724137931,0.933333333333333,1,1,1,0.956521739130435,1,1,0.941176470588235,1,1,1,1,0.970588235294118,1,1,NaN,0.962962962962963,0.944444444444444,0.894736842105263,1,1,1,1,0,1,0.884057971014493
id10973,1,1,0.993670886075949,0.993630573248408,0.980769230769231,1,1,1,1,1,1,1,1,1,0.991071428571429,0.991228070175439,0.991596638655462,1,1,1,1,0.991666666666667,1,1,1,1,1,0.991596638655462,1,1,1,1,1,1,1,0.978260869565217,1,1,1,0.95625
id11610,0.994252873563218,0.994318181818182,0.994318181818182,0.994285714285714,0.984,1,0.994318181818182,0.994350282485876,0.992700729927007,0.993506493506494,0.993630573248408,0.993548387096774,0.993630573248408,0.991228070175439,0.987096774193548,0.980392156862745,0.993630573248408,0.993630573248408,0.992424242424242,0.993589743589744,0.987261146496815,0.980891719745223,0.993589743589744,0.987261146496815,0.993630573248408,0.993589743589744,0.993630573248408,0.993589743589744,0.993548387096774,0.978260869565217,0.992424242424242,0.992248062015504,0.984375,0.987951807228916,0.962962962962963,0.963414634146341,0.987951807228916,0.9875,0.988095238095238,0.994318181818182
id11920,1,1,0.976190476190476,1,0.985074626865672,1,1,1,1,0.979591836734694,1,0.959183673469388,1,0.933333333333333,0.977777777777778,0.94,1,1,1,1,1,0.927272727272727,1,0.962962962962963,1,0.980769230769231,0.981818181818182,1,1,0.833333333333333,1,1,0.971428571428571,1,0.96,0.791666666666667,1,1,1,0.916666666666667
id14092,0.994219653179191,0.994252873563218,0.994219653179191,0.994117647058824,0.991869918699187,1,0.994219653179191,0.994186046511628,0.992481203007519,0.994219653179191,0.994252873563218,0.988023952095808,0.994252873563218,0.99236641221374,0.988304093567251,0.982352941176471,0.994186046511628,0.994252873563218,0.992647058823529,0.994186046511628,0.994186046511628,0.994252873563218,0.994219653179191,0.994186046511628,0.994252873563218,0.994219653179191,0.994219653179191,0.994219653179191,0.994252873563218,0.977272727272727,0.992857142857143,0.992537313432836,0.992537313432836,0.988888888888889,0.97752808988764,0.932584269662921,0.988888888888889,0.988636363636364,0.988888888888889,0.988505747126437
id14094,1,1,1,1,0.975,1,0.992647058823529,0.992537313432836,0.992592592592593,1,1,0.977272727272727,1,0.977272727272727,0.984126984126984,0.94488188976378,1,1,1,1,0.992537313432836,0.97037037037037,1,0.992647058823529,1,1,1,1,1,0.918367346938776,0.992248062015504,0.991304347826087,0.983050847457627,1,0.979591836734694,0.94949494949495,1,0.98989898989899,1,0.941176470588235
id14095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.958333333333333,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,1,1,1,0.92
id14096,0.96875,1,1,1,1,1,1,1,1,1,1,1,1,1,0.966666666666667,1,1,1,1,1,1,0.96969696969697,1,1,1,1,1,1,1,NaN,1,1,1,1,1,0.875,1,1,1,0.96969696969697
id14098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.947368421052632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.888888888888889,1,1,1,0.789473684210526
id14100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.987012987012987,1,1,1,1,1,1,0.987012987012987,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1
id14101,1,1,0.958333333333333,1,1,1,0.956521739130435,1,0.958333333333333,1,1,0.956521739130435,1,1,0.956521739130435,1,1,1,0.95,1,1,1,1,1,1,1,0.958333333333333,1,1,1,0.944444444444444,0.9375,0.823529411764706,1,0.916666666666667,0.846153846153846,1,0.909090909090909,1,0.791666666666667
id14103,1,1,1,1,1,1,0.961538461538462,1,0.961538461538462,1,1,0.961538461538462,1,1,0.96,1,1,1,1,1,1,0.961538461538462,1,1,1,1,1,1,1,1,0.95,0.941176470588235,1,1,1,0.8,1,0.888888888888889,1,0.769230769230769
id14104,1,1,1,1,1,1,0.981818181818182,1,0.981481481481482,1,1,0.981481481481482,1,1,0.980392156862745,0.96078431372549,1,1,1,1,1,0.964285714285714,1,0.981132075471698,1,1,1,1,1,0.888888888888889,0.979591836734694,0.975609756097561,0.975609756097561,1,0.967741935483871,0.935483870967742,1,0.964285714285714,1,0.964285714285714
id14105,1,1,1,0.971428571428571,0.96,1,1,1,1,1,1,0.944444444444444,1,0.911764705882353,0.96875,0.96969696969697,1,1,1,1,1,0.972222222222222,1,1,1,1,1,0.971428571428571,1,1,1,1,1,1,0.933333333333333,0.933333333333333,1,1,1,0.944444444444444
id14106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,NaN,1,0.875
id14107,1,1,1,1,1,1,1,1,1,1,1,0.984375,1,1,1,1,1,1,1,1,1,0.984615384615385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.984615384615385
id14108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,0.904761904761905,1,1,1,1,1,0.869565217391304,1,0.909090909090909,1,1,1,1,1,1,1,1,0.933333333333333,1,0.9,0.8,1,1,1,0.956521739130435
id14109,0.992537313432836,1,1,1,0.984126984126984,1,0.992481203007519,1,0.989583333333333,1,1,0.992481203007519,1,0.992424242424242,0.99236641221374,0.977443609022556,1,1,1,0.992481203007519,1,0.985185185185185,1,0.985074626865672,1,1,1,1,1,0.833333333333333,0.990196078431373,0.979381443298969,0.979381443298969,1,0.958333333333333,0.957446808510638,1,0.979166666666667,1,0.933333333333333
id14110,0.971428571428571,0.972972972972973,0.971428571428571,0.972972972972973,0.96,1,0.972972972972973,0.972222222222222,0.972222222222222,0.972222222222222,0.972222222222222,0.972222222222222,0.972972972972973,0.942857142857143,0.942857142857143,0.84375,0.972972972972973,0.972222222222222,0.966666666666667,0.972972972972973,0.972972972972973,0.972972972972973,0.972972972972973,0.972972972972973,0.972972972972973,0.972222222222222,0.972222222222222,0.972222222222222,0.972972972972973,0.333333333333333,0.967741935483871,0.961538461538462,0.962962962962963,0.954545454545455,0.95,0.904761904761905,0.954545454545455,0.904761904761905,0.95,0.891891891891892
id14113,0.952380952380952,0.952380952380952,0.952380952380952,0.95,1,1,0.952380952380952,0.947368421052632,0.952380952380952,0.95,0.952380952380952,0.95,0.952380952380952,0.95,0.9,0.894736842105263,0.952380952380952,0.904761904761905,0.941176470588235,0.95,0.904761904761905,0.85,0.952380952380952,0.904761904761905,0.952380952380952,0.952380952380952,0.952380952380952,0.95,0.947368421052632,0.833333333333333,0.944444444444444,0.9375,1,0.916666666666667,0.818181818181818,0.909090909090909,0.916666666666667,0.909090909090909,0.916666666666667,0.904761904761905
id14115,1,1,1,1,0.992481203007519,1,0.994505494505495,1,0.992805755395684,1,1,1,1,0.992857142857143,0.994444444444444,0.994413407821229,1,1,1,1,1,0.983516483516483,1,1,1,0.994505494505495,0.994505494505495,1,1,1,1,1,0.992857142857143,0.988888888888889,1,0.966292134831461,1,1,1,0.934065934065934
id14119,1,1,1,1,0.875,1,0.96,1,0.958333333333333,1,1,0.956521739130435,1,1,0.956521739130435,0.9,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,0.947368421052632,0.944444444444444,0.888888888888889,1,0.916666666666667,0.692307692307692,1,0.909090909090909,1,0.72
id14120,1,1,1,1,1,1,0.976744186046512,1,0.975609756097561,1,1,0.95,1,1,0.973684210526316,0.974358974358974,1,1,1,1,1,0.953488372093023,1,1,1,1,1,1,1,1,0.96875,0.958333333333333,1,1,1,1,1,0.916666666666667,1,0.976744186046512
