Row,id10957,id10959,id10960,id10965,id10971,id10972,id10973,id11232,id11609,id11610,id11611,id11616,id11920,id13078,id14091,id14092,id14094,id14095,id14096,id14097,id14098,id14099,id14100,id14101,id14103,id14104,id14105,id14106,id14107,id14108,id14109,id14110,id14111,id14112,id14113,id14114,id14115,id14117,id14119,id14120,id14121,id14122,id14123,id14124,id14125,id14219,id1496,id16033,id16087,id16094,id16221,id16278,id16279,id16280,id16281,id16282,id16283,id16284,id16285,id16286,id16287,id16288,id16289,id16290,id16291,id16292,id16293,id16294,id16295,id16296,id16297,id16298,id16299,id16300,id16301,id16302,id16303,id16316,id16317,id17428,id17429,id9547
id10957,1,0.982142857142857,0.945454545454545,0.966101694915254,0.96,0.927272727272727,0.981818181818182,0.45,0.608695652173913,0.966101694915254,0.409090909090909,0.291666666666667,0.981818181818182,0.217391304347826,0.375,0.888888888888889,0.944444444444444,1,1,0.533333333333333,0.894736842105263,0.375,0.9,0.928571428571429,0.8125,0.941176470588235,1,0.894736842105263,1,1,1,1,0.625,0.5,0.736842105263158,0.444444444444444,0.9,0.454545454545455,1,0.95,1,0.894736842105263,0.363636363636364,0.9375,0.583333333333333,1,0.75,0.894736842105263,1,0.933333333333333,0.5,1,0.666666666666667,1,0.5,1,1,1,0.833333333333333,1,0,1,1,0,1,0,0.5,1,0.333333333333333,0.8,1,0.5,1,0.5,1,0.333333333333333,1,0,1,0.789473684210526,0.933333333333333,0.904761904761905
id10959,0.982142857142857,1,0.947368421052632,0.966666666666667,0.910714285714286,0.949152542372881,0.982456140350877,0.380952380952381,0.576923076923077,0.967213114754098,0.333333333333333,0.269230769230769,1,0.192307692307692,0.272727272727273,0.9,0.954545454545455,0.9375,1,0.444444444444444,0.782608695652174,0.363636363636364,0.857142857142857,0.933333333333333,0.777777777777778,0.944444444444444,1,0.818181818181818,1,1,1,0.954545454545455,0.545454545454545,0.4,0.714285714285714,0.333333333333333,0.916666666666667,0.333333333333333,1,0.958333333333333,1,0.909090909090909,0.333333333333333,0.95,0.4375,1,1,0.91304347826087,1,0.875,0.444444444444444,0.5,0.5,0.833333333333333,0.333333333333333,1,1,1,0.833333333333333,1,0,1,0.333333333333333,0,0.833333333333333,0,0.333333333333333,0.857142857142857,0.25,0.833333333333333,1,0.333333333333333,1,0.333333333333333,1,0.25,1,0,1,0.761904761904762,0.882352941176471,0.91044776119403
id10960,0.945454545454545,0.947368421052632,1,0.966101694915254,0.890909090909091,0.962962962962963,0.963636363636364,0.55,0.571428571428571,0.949152542372881,0.454545454545455,0.375,0.946428571428571,0.333333333333333,0.125,0.9375,0.9375,0.916666666666667,0.9375,0.461538461538462,0.705882352941177,0.142857142857143,0.705882352941177,0.785714285714286,0.823529411764706,0.857142857142857,1,0.666666666666667,0.9375,0.857142857142857,0.933333333333333,0.833333333333333,0.285714285714286,0.333333333333333,0.8125,0.222222222222222,0.888888888888889,0.272727272727273,0.857142857142857,0.944444444444444,0.888888888888889,1,0.2,1,0.363636363636364,0.9375,0.75,1,1,0.857142857142857,0.375,0.5,0.4,0.833333333333333,0.25,1,1,1,0.714285714285714,1,0,1,0.333333333333333,0,0.833333333333333,0,0.25,0.875,0.2,0.857142857142857,1,0.25,1,0.25,1,0.2,1,0,1,0.625,0.857142857142857,0.907692307692308
id10965,0.966101694915254,0.966666666666667,0.966101694915254,1,0.924528301886792,0.96551724137931,0.948275862068966,0.476190476190476,0.62962962962963,0.950819672131147,0.32,0.296296296296296,0.983050847457627,0.269230769230769,0.25,0.9375,1,1,1,0.4,0.842105263157895,0.375,0.888888888888889,0.916666666666667,0.8125,0.9375,1,0.842105263157895,1,1,1,0.95,0.625,0.363636363636364,0.722222222222222,0.25,0.9,0.272727272727273,1,0.95,1,0.947368421052632,0.272727272727273,1,0.416666666666667,1,0.666666666666667,0.947368421052632,1,0.857142857142857,0.333333333333333,0.5,0.333333333333333,0.8,0,1,1,1,0.666666666666667,1,0,1,0,0,0.8,0,0,1,0,0.833333333333333,1,0.333333333333333,1,0,1,0,1,0,1,0.777777777777778,0.928571428571429,0.882352941176471
id10971,0.96,0.910714285714286,0.890909090909091,0.924528301886792,1,0.924528301886792,0.916666666666667,0.8125,0.84,0.962264150943396,0.65,0.7,0.979591836734694,0.55,0.833333333333333,0.769230769230769,0.785714285714286,1,0.916666666666667,0.7,0.928571428571429,0.8,1,0.833333333333333,0.846153846153846,0.833333333333333,0.818181818181818,1,0.846153846153846,0.916666666666667,0.916666666666667,0.928571428571429,1,0.777777777777778,0.833333333333333,0.6,0.714285714285714,0.75,0.909090909090909,0.785714285714286,0.857142857142857,0.692307692307692,0.666666666666667,0.75,0.875,0.818181818181818,NaN,0.714285714285714,1,0.818181818181818,0.6,1,1,1,1,0.5,0.5,1,1,0.666666666666667,1,1,1,1,1,1,1,0.75,1,0.25,0.666666666666667,1,0.5,1,0.5,1,0.5,1,0.5,0.916666666666667,0.727272727272727,0.898305084745763
id10972,0.927272727272727,0.949152542372881,0.962962962962963,0.96551724137931,0.924528301886792,1,0.962264150943396,0.428571428571429,0.653846153846154,0.982758620689655,0.304347826086957,0.333333333333333,0.962962962962963,0.259259259259259,0.222222222222222,0.928571428571429,1,0.909090909090909,1,0.285714285714286,0.75,0.3,0.8,0.777777777777778,0.909090909090909,0.916666666666667,1,0.8,0.916666666666667,0.916666666666667,0.928571428571429,0.933333333333333,0.5,0.333333333333333,0.733333333333333,0.125,0.882352941176471,0.181818181818182,0.923076923076923,0.882352941176471,0.9375,0.933333333333333,0.181818181818182,1,0.333333333333333,1,NaN,0.9375,1,0.777777777777778,0.166666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,0.818181818181818,0.890625
id10973,0.981818181818182,0.982456140350877,0.963636363636364,0.948275862068966,0.916666666666667,0.962264150943396,1,0.35,0.5,0.966101694915254,0.391304347826087,0.153846153846154,0.981481481481482,0.130434782608696,0,0.888888888888889,0.95,0.928571428571429,0.952380952380952,0.411764705882353,0.7,0.111111111111111,0.736842105263158,1,0.823529411764706,1,0.95,0.7,0.947368421052632,0.9375,0.947368421052632,0.9,0.3,0.214285714285714,0.684210526315789,0.181818181818182,0.909090909090909,0.285714285714286,1,0.954545454545455,0.952380952380952,0.95,0.230769230769231,1,0.266666666666667,1,0.75,0.952380952380952,0.916666666666667,0.866666666666667,0.444444444444444,0.5,0.4,0.833333333333333,0.25,1,1,1,0.714285714285714,1,0,1,0.333333333333333,0,0.833333333333333,0,0.25,0.875,0.2,0.857142857142857,1,0.25,1,0.25,1,0.2,1,0,1,0.631578947368421,0.8125,0.9375
id11232,0.45,0.380952380952381,0.55,0.476190476190476,0.8125,0.428571428571429,0.35,1,0.826086956521739,0.409090909090909,0.826086956521739,0.851851851851852,0.5,0.958333333333333,0.909090909090909,0.3,0.181818181818182,0.8,0.272727272727273,1,0.727272727272727,0.888888888888889,0.727272727272727,0.833333333333333,0.625,0.571428571428571,0.2,0.818181818181818,0.3,0.375,0.333333333333333,0.454545454545455,0.8,0.916666666666667,0.545454545454545,1,0.230769230769231,1,0.375,0.230769230769231,0.333333333333333,0.166666666666667,1,0.25,0.916666666666667,0.3,1,0.166666666666667,0.333333333333333,0.571428571428571,1,1,1,1,1,0.25,0,1,1,0.333333333333333,1,1,1,1,1,1,1,0.5,1,0,0.5,1,0.25,1,0.25,1,0.333333333333333,1,0.25,0.818181818181818,0.444444444444444,0.413793103448276
id11609,0.608695652173913,0.576923076923077,0.571428571428571,0.62962962962963,0.84,0.653846153846154,0.5,0.826086956521739,1,0.692307692307692,0.791666666666667,0.851851851851852,0.772727272727273,0.695652173913043,0.888888888888889,0.545454545454545,0.545454545454545,0.857142857142857,0.636363636363636,0.727272727272727,0.833333333333333,1,0.916666666666667,0.777777777777778,0.727272727272727,0.666666666666667,0.5,0.923076923076923,0.636363636363636,0.777777777777778,0.7,0.692307692307692,0.875,0.909090909090909,0.818181818181818,0.875,0.538461538461538,0.9,0.625,0.538461538461538,0.615384615384615,0.461538461538462,1,0.555555555555556,0.916666666666667,0.5,1,0.461538461538462,1,0.6,0.714285714285714,1,1,1,1,0.25,0,1,1,0.333333333333333,1,1,1,1,1,1,1,0.5,1,0,0.5,1,0.25,1,0.25,1,0.333333333333333,1,0.25,0.909090909090909,0.636363636363636,0.617647058823529
id11610,0.966101694915254,0.967213114754098,0.949152542372881,0.950819672131147,0.962264150943396,0.982758620689655,0.966101694915254,0.409090909090909,0.692307692307692,1,0.375,0.37037037037037,1,0.230769230769231,0.125,0.941176470588235,1,0.933333333333333,1,0.4,0.789473684210526,0.142857142857143,0.888888888888889,0.916666666666667,0.928571428571429,0.9375,1,0.833333333333333,1,1,1,0.944444444444444,0.428571428571429,0.333333333333333,0.882352941176471,0.3,0.95,0.272727272727273,1,1,1,1,0.181818181818182,1,0.416666666666667,1,1,1,1,0.857142857142857,0.428571428571429,0.666666666666667,0.666666666666667,0.833333333333333,0.5,1,1,1,0.833333333333333,1,0,1,0.5,0,0.833333333333333,0,0.5,1,0.333333333333333,0.8,1,0.5,1,0.5,1,0.333333333333333,1,0,1,0.764705882352941,0.866666666666667,0.941176470588235
