Row,id10968,id10969,id10970,id11612,id11614,id11921,id14130,id14134,id1495,id1498,id1500,id1502,id1516,id1525,id1527,id1528,id1532,id1535,id1536,id1541,id1546,id1548,id1552,id1582,id1588,id1590,id1591,id1597,id1604,id16048,id1606,id1610,id16304,id16305,id16306,id16307,id16308,id16309,id16310,id17671,id17701,id17703
id10968,1,1,NaN,1,0.333333333333333,0.833333333333333,0.96,0.909090909090909,0.15,1,0.6,1,1,0.5,0.161616161616162,0.933333333333333,1,1,0.99746192893401,0.4,1,1,0.0963855421686747,1,0.666666666666667,1,1,0.956521739130435,0.0632911392405063,0.333333333333333,1,1,NaN,0.0563380281690141,1,1,1,0.111111111111111,NaN,0.333333333333333,1,0
id10969,1,1,0.96969696969697,1,0.0909090909090909,1,1,1,0.166666666666667,1,1,1,1,NaN,0.5,1,1,1,1,0.0769230769230769,1,1,0.136986301369863,1,1,1,1,1,1,0.5,0.944444444444444,0.916666666666667,1,NaN,NaN,NaN,1,0.166666666666667,0.0625,0,1,NaN
id10970,NaN,0.96969696969697,1,NaN,0,NaN,NaN,0.923076923076923,0.166666666666667,1,NaN,1,NaN,NaN,NaN,NaN,0.985074626865672,0.909090909090909,NaN,NaN,1,0.972222222222222,0.125,NaN,0,1,0.75,1,NaN,0.25,0.882352941176471,0.909090909090909,1,NaN,NaN,1,1,0.153846153846154,0,0,1,0
id11612,1,1,NaN,1,0.25,0.833333333333333,0.833333333333333,0.888888888888889,0.5,1,0.666666666666667,1,1,0.25,0.727272727272727,0.909090909090909,1,1,1,0.25,NaN,0.9375,0,1,0.2,1,1,0.947368421052632,1,0.555555555555556,0.916666666666667,0.75,0.8,NaN,0.8,NaN,1,NaN,0.5,NaN,1,0
id11614,0.333333333333333,0.0909090909090909,0,0.25,1,NaN,0,0,1,0.125,0,0.166666666666667,0.166666666666667,NaN,1,NaN,0,0.1,0,1,NaN,0.0714285714285714,0.846153846153846,0.125,NaN,0,0,0,NaN,1,0,0,0,NaN,NaN,NaN,0,1,NaN,1,NaN,NaN
id11921,0.833333333333333,1,NaN,0.833333333333333,NaN,1,0.4,1,0.777777777777778,0.928571428571429,0.769230769230769,1,0.625,0.692307692307692,0.733333333333333,0.956521739130435,NaN,0.583333333333333,0.75,1,1,0.75,0.666666666666667,0.909090909090909,1,0.5,0.818181818181818,0.590909090909091,0.833333333333333,0.4,0.647058823529412,0,0.714285714285714,0.4,NaN,0.857142857142857,1,NaN,NaN,NaN,NaN,NaN
id14130,0.96,1,NaN,0.833333333333333,0,0.4,1,0.875,0.0416666666666667,1,0.6,0.909090909090909,1,0,0.416666666666667,0.666666666666667,NaN,1,1,0.25,1,0.984615384615385,0.166666666666667,1,0.25,1,1,0.935483870967742,0.0588235294117647,0.269230769230769,0.866666666666667,0.944444444444444,1,0.5,1,NaN,NaN,NaN,0.133333333333333,0.375,NaN,NaN
id14134,0.909090909090909,1,0.923076923076923,0.888888888888889,0,1,0.875,1,0.363636363636364,0.961538461538462,0.75,1,1,1,0.714285714285714,1,1,1,0.75,0.6,1,1,0.315789473684211,0.923076923076923,0.75,0.933333333333333,0.857142857142857,0.866666666666667,0.666666666666667,0.666666666666667,0.947368421052632,0.818181818181818,0.818181818181818,0.5,NaN,0.833333333333333,1,0.181818181818182,0,0,1,NaN
id1495,0.15,0.166666666666667,0.166666666666667,0.5,1,0.777777777777778,0.0416666666666667,0.363636363636364,1,0.176470588235294,0.769230769230769,0.1875,0.116279069767442,1,1,1,0.5,0.166666666666667,0.5,1,1,0.09375,0.785714285714286,0.0714285714285714,1,0.087378640776699,0.0941176470588235,0.2,1,0.761904761904762,0.131147540983607,0.0816326530612245,0.1,NaN,0.0714285714285714,NaN,0,1,0.75,0.6,0.3,NaN
id1498,1,1,1,1,0.125,0.928571428571429,1,0.961538461538462,0.176470588235294,1,0.571428571428571,1,1,1,0.4375,0.933333333333333,1,1,1,0.1,1,1,0.0591715976331361,1,0.666666666666667,1,1,0.962962962962963,0.1,0.5,0.975,0.909090909090909,0.833333333333333,0.0684931506849315,1,0.988888888888889,1,0.125,0,0.176470588235294,1,NaN
