Row,id10957,id10959,id10960,id10965,id10971,id10972,id10973,id11232,id11609,id11610,id11611,id11616,id11920,id13078,id14091,id14092,id14094,id14095,id14096,id14097,id14098,id14099,id14100,id14101,id14103,id14104,id14105,id14106,id14107,id14108,id14109,id14110,id14111,id14112,id14113,id14114,id14115,id14117,id14119,id14120,id14121,id14122,id14123,id14124,id14125,id14219,id1496,id16033,id16087,id16094,id16221,id16278,id16279,id16280,id16281,id16282,id16283,id16284,id16285,id16286,id16287,id16288,id16289,id16290,id16291,id16292,id16293,id16294,id16295,id16296,id16297,id16298,id16299,id16300,id16301,id16302,id16303,id16317,id17428,id17429,id9547
id10957,1,1,0.833333333333333,1,1,0.818181818181818,1,0.666666666666667,0.545454545454545,0.9375,0.4,0.2,1,0.285714285714286,1,0.857142857142857,0.833333333333333,1,1,1,1,1,1,1,0.714285714285714,1,1,1,1,1,1,0.888888888888889,1,0.571428571428571,0.714285714285714,0.5,0.777777777777778,1,1,0.888888888888889,1,0.818181818181818,0.666666666666667,0.833333333333333,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0.111111111111111,1,1,NaN,1,NaN,1,1,1,0.75,1,1,1,1,1,1,1,1,1,0.8,0.928571428571429
id10959,1,1,0.818181818181818,1,0.818181818181818,0.818181818181818,1,0.555555555555556,0.555555555555556,0.818181818181818,0.363636363636364,0.3,1,0.285714285714286,0.666666666666667,0.875,0.857142857142857,0.857142857142857,1,0.8,0.875,0.666666666666667,0.875,1,0.714285714285714,1,1,0.875,1,1,1,1,0.666666666666667,0.8,0.75,0.666666666666667,0.75,0.8,1,0.875,1,0.75,0.6,0.857142857142857,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,NaN,1,1,1,0.5,1,1,1,1,1,1,1,1,0.875,0.8,0.785714285714286
id10960,0.833333333333333,0.818181818181818,1,0.909090909090909,0.7,0.777777777777778,1,0.571428571428571,0.555555555555556,0.818181818181818,0.5,0.0631578947368421,0.966292134831461,0,0.043010752688172,0.981818181818182,0.981651376146789,0.833333333333333,0.928571428571429,0.5,0.75,0,0.979591836734694,0.972727272727273,1,0.833333333333333,1,0.714285714285714,0.980952380952381,0.972477064220184,0.833333333333333,0.714285714285714,0.333333333333333,0.6,1,0.5,0.75,0.222222222222222,0.962962962962963,0.857142857142857,0.75,1,0.4,0.990476190476191,0.333333333333333,0.833333333333333,1,0.990566037735849,1,0.8,0.0595238095238095,1,1,1,0.236842105263158,1,1,1,1,0.99009900990099,0.0813953488372093,1,1,NaN,1,NaN,1,1,1,0.941176470588235,1,0.0689655172413793,0.990291262135922,1,1,1,0.990476190476191,1,0.714285714285714,0.6,0.846153846153846
id10965,1,1,0.909090909090909,1,0.8,0.888888888888889,1,0.555555555555556,0.4,0.866666666666667,0.222222222222222,0.0555555555555556,1,0.142857142857143,0.111111111111111,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,0.857142857142857,1,1,0.8,0,0.8,1,1,0.9375,1,0.8,0.8,1,1,1,1,0.857142857142857,1,1,0,NaN,NaN,1,0.2,1,1,1,1,1,0,1,NaN,0,1,NaN,NaN,1,NaN,0.5,1,1,1,NaN,1,0,1,1,1,0.75,0.8
id10971,1,0.818181818181818,0.7,0.8,1,0.6,0.888888888888889,0.875,0.777777777777778,0.888888888888889,0.555555555555556,0.555555555555556,1,0.666666666666667,1,0.8,0.857142857142857,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,1,0.6,1,0.6,1,1,0.8,1,0.6,0.666666666666667,0.75,1,1,NaN,0.6,1,1,1,NaN,NaN,1,NaN,1,1,1,1,1,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,0,1,1,1,NaN,1,NaN,1,1,1,0.666666666666667,0.916666666666667
id10972,0.818181818181818,0.818181818181818,0.777777777777778,0.888888888888889,0.6,1,0.888888888888889,0.333333333333333,0.555555555555556,0.888888888888889,0.2,0.272727272727273,0.833333333333333,0.125,0.333333333333333,1,1,0.75,1,0.5,0.6,0.333333333333333,0.6,0.75,0.75,1,1,0.6,0.75,0.8,0.8,0.75,0.333333333333333,0.5,0.8,0,0.6,0.5,0.8,0.666666666666667,0.857142857142857,0.8,0.25,1,0.333333333333333,1,NaN,0.8,1,0.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6,0.666666666666667,0.583333333333333
id10973,1,1,1,1,0.888888888888889,0.888888888888889,1,0.555555555555556,0.625,0.923076923076923,0.272727272727273,0.166666666666667,1,0,0,1,1,0.833333333333333,1,0.6,0.833333333333333,0,0.833333333333333,1,1,1,1,0.833333333333333,1,1,1,1,0.5,0.666666666666667,1,0.5,0.833333333333333,0.666666666666667,1,1,1,1,0.333333333333333,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,NaN,1,1,1,0.5,1,1,1,1,1,1,1,1,0.833333333333333,0.75,0.928571428571429
id11232,0.666666666666667,0.555555555555556,0.571428571428571,0.555555555555556,0.875,0.333333333333333,0.555555555555556,1,0.9,0.444444444444444,0.9,0.818181818181818,0.8,0.888888888888889,1,0.5,0.333333333333333,1,0.75,0.8,1,1,1,1,0.333333333333333,1,0.5,1,0.666666666666667,0.75,0.75,1,1,1,0.25,1,0.5,1,0.666666666666667,0.5,0.75,0.25,1,0.5,1,0.666666666666667,1,0.25,NaN,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,NaN,1,NaN,1,1,1,NaN,1,NaN,1,1,1,1,1,1,1,1,0.615384615384615
id11609,0.545454545454545,0.555555555555556,0.555555555555556,0.4,0.777777777777778,0.555555555555556,0.625,0.9,1,0.777777777777778,0.777777777777778,0.818181818181818,0.833333333333333,0.857142857142857,1,0.75,0.666666666666667,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.833333333333333,1,1,0.5,1,0.5,1,1,0.5,1,0.5,1,0.666666666666667,1,1,1,0.5,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,NaN,1,NaN,1,1,1,NaN,1,NaN,1,1,1,1,1,1,1,1,0.666666666666667
id11610,0.9375,0.818181818181818,0.818181818181818,0.866666666666667,0.888888888888889,0.888888888888889,0.923076923076923,0.444444444444444,0.777777777777778,1,0.4,0.12,1,0.142857142857143,0,1,1,0.833333333333333,1,0.666666666666667,0.833333333333333,0,0.875,1,1,1,1,0.833333333333333,1,1,1,1,0.285714285714286,0.666666666666667,1,0.5,0.833333333333333,0.666666666666667,1,1,1,1,0.333333333333333,1,0.5,1,1,1,1,1,0.25,0.5,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,0.833333333333333,0.875,0.928571428571429
