Row,id10957,id10959,id10960,id10965,id10971,id10972,id10973,id11610,id11611,id11920,id14091,id14092,id14094,id14095,id14096,id14097,id14100,id14101,id14103,id14104,id14105,id14107,id14108,id14109,id14110,id14114,id14115,id14117,id14119,id14120,id14121,id14122,id14124,id14125,id14219,id1496,id16033,id16087,id16094,id16282,id16284,id16291,id16292,id16293,id16296,id16297,id16301,id9547
id14111,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,0,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id14112,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id14113,1,1,1,NaN,NaN,1,1,1,1,1,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1
id14114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
id14115,NaN,NaN,1,1,NaN,1,NaN,1,NaN,1,0,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,1,1,NaN,NaN,1,1,0,1,1,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1
id14117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id14119,NaN,NaN,1,NaN,NaN,1,NaN,1,NaN,1,0,1,1,NaN,1,NaN,1,1,NaN,NaN,NaN,1,1,1,NaN,1,NaN,0,1,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
id14120,NaN,NaN,1,1,NaN,1,NaN,1,NaN,1,0,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,1,1,1,NaN,1,NaN,0,1,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
id14121,1,1,1,1,NaN,1,1,1,0,1,0,1,1,0,1,0,0.888888888888889,1,NaN,1,1,1,1,1,NaN,0.5,1,0,1,1,1,1,1,0,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,1,1
id14122,1,NaN,1,1,NaN,1,NaN,1,NaN,1,0,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,0.5,NaN,0,1,1,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,0,NaN,1,1,1,1
id14123,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id14124,1,NaN,1,1,NaN,1,NaN,1,NaN,0.888888888888889,0,1,1,NaN,1,NaN,1,1,NaN,1,1,1,1,1,NaN,1,NaN,0,1,1,1,1,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,1,1
id14125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id14219,0.5,0.5,0.833333333333333,0,0,1,0.5,0.666666666666667,1,0.857142857142857,0,0.833333333333333,0.833333333333333,0.5,0.5,1,0.857142857142857,0.833333333333333,0.5,0.5,0.5,0.833333333333333,0.8,0.666666666666667,0.5,1,1,0.25,0.8,0.666666666666667,0.5,0.5,0.833333333333333,1,0.5,1,0.833333333333333,0,0.5,0.5,0.5,0.5,NaN,1,1,0.5,0.666666666666667,0.5
id1496,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id16033,NaN,NaN,1,1,NaN,1,NaN,1,NaN,1,0,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,1,1,1,NaN,1,1,0,1,1,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
id16087,NaN,NaN,1,NaN,NaN,1,NaN,1,NaN,1,0,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,1,1,1,NaN,NaN,NaN,0,1,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1
id16094,1,1,1,NaN,NaN,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,NaN,1,NaN,1,1,1
id16221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id16278,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id16280,0,0,0.8,0,0,1,0,0,NaN,0.75,0,0.8,0.8,0,0,NaN,0.75,0.8,0,0,0,0.8,0.8,0,0,NaN,1,NaN,0.8,0,0,0,0.8,NaN,0,NaN,0.8,0,0,0,0,0,NaN,NaN,1,0,0,0
id16282,0.75,0,0.909090909090909,0.666666666666667,0,1,0,0,NaN,0.916666666666667,0,0.909090909090909,0.923076923076923,0,0.75,NaN,0.916666666666667,0.916666666666667,0,0.75,0.666666666666667,0.933333333333333,0.923076923076923,0,0,NaN,1,0,0.923076923076923,0.666666666666667,0.75,0.5,0.916666666666667,NaN,0,NaN,0.909090909090909,0,0,0.75,0,0,NaN,NaN,1,0.666666666666667,0.5,0
id16283,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,0.25,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
id16284,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,1,0,1,1,NaN,NaN,NaN,1,1,NaN,1,1,1,1,NaN,NaN,NaN,1,0,1,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,1,NaN,1,NaN
id16285,0,0,0.666666666666667,0,0,1,0,0,NaN,0.75,0,0.666666666666667,0.666666666666667,0,0,NaN,0.666666666666667,0.666666666666667,0,0,0,0.666666666666667,0.666666666666667,0,0,NaN,1,0,0.666666666666667,0,0,0,0.666666666666667,NaN,0,NaN,0.666666666666667,0,0,0,0,0,NaN,NaN,1,0,0.5,0
id16286,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,0,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
id16288,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,0,1,1,NaN,1,NaN,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
id16291,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,0,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
id16292,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id16293,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id16294,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,1,0,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id16295,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id16296,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,1,0,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,1,1,NaN,1,NaN,NaN,0,1,1,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
id16297,0.666666666666667,0,0.666666666666667,0.5,0,1,0,0,NaN,0.666666666666667,0,0.666666666666667,0.75,0,0.666666666666667,NaN,0.75,0.75,0,0.666666666666667,0.5,0.833333333333333,0.75,0,0,NaN,1,NaN,0.75,0.5,0.666666666666667,0,0.666666666666667,NaN,0,NaN,0.666666666666667,0,0,0.666666666666667,0,0,NaN,NaN,1,0.666666666666667,0,0
id16299,1,NaN,1,1,NaN,1,NaN,NaN,NaN,1,0,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,0,1,1,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
id16301,1,NaN,1,1,NaN,1,NaN,NaN,NaN,1,0,1,1,NaN,1,NaN,1,1,NaN,1,1,1,1,NaN,NaN,NaN,1,0,1,1,1,1,1,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,1,1,1,NaN
id16303,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,1,0,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,0,0.8,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
id16317,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,1,0,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,0,1,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
id17428,NaN,NaN,1,NaN,NaN,1,NaN,1,NaN,1,0,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1
id17429,1,1,1,1,NaN,1,1,1,NaN,1,0,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,1,0,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,NaN,1,1,1,1
id9547,0.666666666666667,0,0.75,0.666666666666667,0,1,0.5,0.857142857142857,NaN,0.8,0,0.666666666666667,0.75,0,0.666666666666667,NaN,0.75,0.75,0,0.5,0.5,0.75,0.8,0.5,0,1,1,0,0.75,0.5,0.5,0.5,0.75,1,0,NaN,0.666666666666667,0,0.5,0.5,0.5,0,NaN,NaN,1,0,0.5,0.857142857142857
