Row,id10968,id10969,id10970,id11612,id14130,id1495,id1498,id1500,id1502,id1516,id1528,id1532,id1535,id1536,id1546,id1548,id1582,id1590,id1591,id1597,id1606,id1610,id16304
id10968,1,1,1,1,1,0.0608695652173913,1,0.0882352941176471,0.984848484848485,0.990740740740741,0.928571428571429,1,1,1,1,0.984615384615385,1,1,1,0.990291262135922,0.971698113207547,1,1
id10969,1,1,1,1,1,0.0754716981132075,1,0.116279069767442,1,0.990196078431373,0.880952380952381,1,0.99009900990099,0.979591836734694,0.956521739130435,1,1,1,1,0.978021978021978,1,0.99009900990099,1
id10970,1,1,1,1,1,0.109375,1,0.155172413793103,0.979591836734694,0.983606557377049,0.955555555555556,0.947368421052632,1,0.980392156862745,1,1,0.976744186046512,1,1,1,1,1,0.95
id11612,1,0.9375,0.909090909090909,1,1,0.0263157894736842,1,0.0833333333333333,1,0.971428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1
id11614,1,NaN,NaN,1,1,0.25,1,0.5,1,0.666666666666667,1,NaN,1,0.666666666666667,NaN,1,1,0.666666666666667,1,1,1,0.666666666666667,NaN
id11921,1,1,1,1,0.888888888888889,0.384615384615385,1,0.636363636363636,1,0.909090909090909,1,1,1,1,1,1,0.8,0.692307692307692,0.909090909090909,0.7,1,0.75,1
id14130,1,1,1,0.985294117647059,1,0.0493827160493827,1,0.0958904109589041,0.987341772151899,1,0.885714285714286,0.96551724137931,0.961538461538462,0.9875,0.928571428571429,1,1,1,1,1,1,1,1
id14134,1,1,NaN,1,1,0,1,0.037037037037037,1,1,0.964285714285714,NaN,1,1,NaN,1,1,1,1,1,1,1,NaN
id1495,1,1,1,1,1,0.129032258064516,1,0.032258064516129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id1498,1,1,1,1,1,0.0454545454545455,1,0.1125,1,0.98780487804878,0.946428571428571,1,1,1,1,0.983606557377049,1,1,0.990990990990991,0.99009900990099,1,0.981308411214953,1
id1500,0.961538461538462,0,1,1,0.925925925925926,0.137931034482759,0.962962962962963,0.137931034482759,0.962962962962963,0.964285714285714,1,1,1,0.962962962962963,1,1,1,0.909090909090909,0.9375,0.967741935483871,1,0.909090909090909,0
id1502,1,1,0.944444444444444,1,1,0.0253164556962025,1,0.0845070422535211,1,0.987179487179487,0.924528301886792,1,1,1,0.888888888888889,1,1,1,1,1,1,1,1
id1516,1,1,1,1,1,0.0697674418604651,1,0.0821917808219178,0.979166666666667,0.976470588235294,0.875,1,0.988095238095238,1,0.96,1,0.985915492957747,0.99,0.989247311827957,0.98876404494382,0.989690721649485,0.989583333333333,1
id1525,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,0.5,0,1,0,0,0,NaN
id1527,NaN,NaN,1,1,0,1,1,1,1,0.5,1,1,1,1,1,NaN,1,0.25,0.666666666666667,0.666666666666667,1,0.25,0
id1528,1,1,1,1,0.928571428571429,0.142857142857143,1,0.363636363636364,1,0.925925925925926,1,1,0.96,1,1,1,1,0.95,1,0.96969696969697,1,0.973684210526316,1
id1532,1,1,1,1,0.974358974358974,0.078125,1,0.181818181818182,0.976744186046512,0.983333333333333,0.916666666666667,1,1,0.977272727272727,0.91304347826087,1,0.954545454545455,0.972222222222222,1,0.983870967741936,0.971428571428571,0.955223880597015,1
id1535,1,1,0.944444444444444,1,0.945945945945946,0.161290322580645,1,0.169811320754717,1,0.983870967741936,0.909090909090909,1,1,0.951219512195122,0.904761904761905,1,0.980392156862745,0.972972972972973,0.969230769230769,0.970588235294118,1,0.986111111111111,1
id1536,1,1,1,1,1,0.0326086956521739,1,0.0930232558139535,1,0.988888888888889,0.913793103448276,1,1,1,0.916666666666667,1,1,1,0.990990990990991,0.990740740740741,1,0.990990990990991,1
id1541,0,NaN,NaN,1,0,0.666666666666667,1,0.666666666666667,1,0.333333333333333,1,NaN,1,1,NaN,0,0.75,0.4,0.666666666666667,0.333333333333333,1,0.4,NaN
id1546,1,1,1,1,1,0.03125,1,0.115384615384615,1,1,1,1,1,1,1,1,1,1,1,0.976744186046512,0.933333333333333,1,1
id1548,1,1,1,1,1,0.0145985401459854,1,0.0666666666666667,1,0.992424242424242,0.950819672131147,1,0.992481203007519,1,0.9,1,1,1,0.993827160493827,0.979020979020979,1,0.993827160493827,1
id1552,NaN,NaN,NaN,1,0,0.75,1,0.75,1,0,1,NaN,1,1,NaN,NaN,0.833333333333333,0.666666666666667,1,0.857142857142857,1,0.666666666666667,NaN
id1582,1,1,NaN,0.96078431372549,1,0.0588235294117647,1,0.0789473684210526,0.964285714285714,0.988235294117647,0.851851851851852,NaN,0.975,0.964285714285714,NaN,1,1,1,1,1,1,1,NaN
id1588,1,1,1,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.333333333333333,0.5,0.5,1,0.333333333333333,1
id1590,1,1,1,1,1,0.0526315789473684,1,0.0875,0.9921875,0.994082840236686,0.830357142857143,1,0.976190476190476,0.9921875,0.958333333333333,1,1,1,1,0.990338164251208,0.990476190476191,1,1
id1591,1,1,1,1,1,0.0612244897959184,1,0.155555555555556,1,0.978260869565217,0.896551724137931,1,1,1,1,1,0.976190476190476,1,1,1,1,1,1
id1597,1,1,1,1,1,0.111111111111111,1,0.170731707317073,0.981132075471698,0.988636363636364,0.869565217391304,1,0.975609756097561,0.981132075471698,0.956521739130435,1,1,1,1,1,0.990909090909091,1,1
id1604,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,0,NaN,NaN,1,NaN,NaN,NaN,1,0,NaN,NaN,1,0,NaN
id16048,1,1,1,1,0.75,0,1,0.5,1,1,1,1,1,1,1,1,1,0.75,1,0.666666666666667,1,1,1
id1606,1,1,0.967741935483871,1,1,0.0379746835443038,1,0.225352112676056,1,0.987341772151899,0.88,1,0.987654320987654,1,0.9375,1,0.983870967741936,1,1,1,1,1,1
id1610,1,1,1,1,0.989583333333333,0.0942028985507246,1,0.146153846153846,0.978723404255319,0.992805755395684,0.879518072289157,1,0.992537313432836,0.989583333333333,0.939393939393939,1,1,0.994252873563218,1,0.987951807228916,1,1,1
id16304,1,1,1,1,1,0.0606060606060606,1,0.0714285714285714,1,1,0.875,1,0.970588235294118,1,0.9375,1,NaN,1,1,1,1,1,1
id16306,1,1,1,1,1,0.0476190476190476,1,0.0625,1,1,0.833333333333333,1,1,1,0.952380952380952,1,NaN,1,1,1,1,1,1
id16307,1,1,1,1,1,0,1,0.2,1,1,0.777777777777778,1,1,1,1,1,NaN,1,1,1,1,1,1
id16308,1,1,1,1,1,0,1,0.0555555555555556,1,1,0.823529411764706,1,1,1,0.904761904761905,1,NaN,1,1,1,1,1,1
id16309,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id16310,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1
id17701,1,1,1,1,1,0,1,0,1,1,0.666666666666667,1,1,1,0.75,1,NaN,1,1,1,1,1,1
