Row,consistency,opportunity,percentage
id11083,0,0,NaN
id11092,0,0,NaN
id11093,0,0,NaN
id11094,0,0,NaN
id11095,0,0,NaN
id11096,0,0,NaN
id1143,0,0,NaN
id1218,0,0,NaN
id1219,0,0,NaN
id1220,0,0,NaN
id1222,0,0,NaN
id1223,0,0,NaN
id1224,0,0,NaN
id1225,0,0,NaN
id1226,0,0,NaN
id1228,0,0,NaN
id1229,0,0,NaN
id1232,0,0,NaN
id1237,0,0,NaN
id1238,0,0,NaN
id1239,0,0,NaN
id1241,0,0,NaN
id1244,0,0,NaN
id1246,0,0,NaN
id1248,0,0,NaN
id1249,0,0,NaN
id14434,0,0,NaN
id14435,0,0,NaN
id14645,0,0,NaN
id14647,0,0,NaN
id14926,0,0,NaN
id14927,0,0,NaN
id16111,0,0,NaN
id16603,0,0,NaN
id16604,0,0,NaN
id16605,0,0,NaN
id16606,0,0,NaN
id17672,0,0,NaN
