287,1,62,32,2,0,22,22,14,16,9
17,2361,39,84,17,43,8,262,218,83,39
30,37,1494,71,6,4,27,164,46,30,16
15,25,5,1261,8,2,98,84,53,27,8
3,29,80,99,367,9,78,25,52,38,89
25,214,83,123,20,786,139,298,483,208,112
0,4,9,29,3,5,178,12,4,16,1
2,65,101,65,4,2,56,1245,47,26,11
9,140,60,327,37,33,108,277,2467,297,187
9,23,25,69,10,2,57,54,105,1702,49
52,124,8,259,39,2,108,89,121,87,2201
