bill_id,date,action
435129,2012-05-17,"Read for the first time and referred to the House of Representatives committee on Local Legislation"
435129,2012-05-18,"Read for the second time and placed on the calendar"
435129,2012-05-21,"Third Reading Passed"
435129,2012-05-21,"Motion to Read a Third Time and Pass adopted Roll Call 3"
435129,2012-05-22,"Read for the first time and referred to the Senate committee on Local Legislation No. 1"
435129,2012-05-23,"Read for the second time and placed on the calendar"
435129,2012-05-23,"Pending third reading on day 6 Favorable from Local Legislation No. 1"
435133,2012-05-17,"Read for the first time and referred to the House of Representatives committee on Local Legislation"
435133,2012-05-18,"Read for the second time and placed on the calendar"
435133,2012-05-21,"Third Reading Passed"
435133,2012-05-21,"Motion to Read a Third Time and Pass adopted Roll Call 4"
435133,2012-05-22,"Read for the first time and referred to the Senate committee on Local Legislation No. 1"
435133,2012-05-23,"Read for the second time and placed on the calendar"
435133,2012-05-23,"Pending third reading on day 6 Favorable from Local Legislation No. 1"
435135,2012-05-17,"Read for the first time and referred to the House of Representatives committee on Ways and Means Education"
435139,2012-05-17,"Read for the first time and referred to the House of Representatives committee on Baldwin County Legislation"
435139,2012-05-18,"Read for the second time and placed on the calendar"
435139,2012-05-21,"Third Reading Passed"
435139,2012-05-21,"Motion to Read a Third Time and Pass adopted Roll Call 1"
435139,2012-05-22,"Read for the first time and referred to the Senate committee on Local Legislation No. 1"
435139,2012-05-23,"Read for the second time and placed on the calendar"
435139,2012-05-23,"Pending third reading on day 6 Favorable from Local Legislation No. 1"
435143,2012-05-17,"Read for the first time and referred to the House of Representatives committee on Constitution, Campaigns and Elections"
435150,2012-05-17,"Read for the first time and referred to the House of Representatives committee on Constitution, Campaigns and Elections"
435154,2012-05-17,"Read for the first time and referred to the House of Representatives committee on Ways and Means Education"
435158,2012-05-17,"Read for the first time and referred to the House of Representatives committee on Constitution, Campaigns and Elections"
435162,2012-05-17,"Read for the first time and referred to the House of Representatives committee on Constitution, Campaigns and Elections"
435166,2012-05-17,"Read for the first time and referred to the House of Representatives committee on Ways and Means General Fund"
435171,2012-05-17,"Read for the first time and referred to the House of Representatives committee on Ways and Means General Fund"
435178,2012-05-17,"Read for the first time and referred to the House of Representatives committee on Ways and Means Education"
435178,2012-05-18,"Read for the second time and placed on the calendar 1 amendment"
435178,2012-05-21,"Third Reading Passed"
435178,2012-05-21,"Ways and Means Education Amendment Offered"
435178,2012-05-21,"Motion to Adopt adopted Roll Call 16"
435178,2012-05-21,"Motion to Read a Third Time and Pass adopted Roll Call 17"
435178,2012-05-21,Engrossed
435178,2012-05-22,"Read for the first time and referred to the Senate committee on Finance and Taxation Education"
435178,2012-05-23,"Read for the second time and placed on the calendar"
435178,2012-05-24,"Third Reading Passed"
435178,2012-05-24,"Rules Petition to Cease Debate adopted Roll Call 26"
435178,2012-05-24,"Motion to Read a Third Time and Pass adopted Roll Call 27"
435178,2012-05-24,"Passed Second House"
435178,2012-05-24,Enrolled
435178,2012-05-24,"Signature Requested"
435178,2012-05-24,"Clerk of the House Certification"
435178,2012-05-24,"Assigned Act No. 2012-567."
435178,2012-05-24,"Delivered to Secretary of State at 1:50 a. m. on May 24, 2012."
435183,2012-05-17,"Read for the first time and referred to the House of Representatives committee on Ways and Means Education"
435183,2012-05-18,"Read for the second time and placed on the calendar 1 amendment"
435183,2012-05-21,"Third Reading Passed"
435183,2012-05-21,"Ways and Means Education Amendment Offered"
435183,2012-05-21,"Motion to Adopt adopted Roll Call 13"
435183,2012-05-21,"Love Amendment Offered"
435183,2012-05-21,"Motion to Adopt adopted Roll Call 14"
435183,2012-05-21,"Motion to Read a Third Time and Pass adopted Roll Call 15"
435183,2012-05-21,"Oden intended to cote ""Yea"""
435183,2012-05-21,Engrossed
435183,2012-05-22,"Read for the first time and referred to the Senate committee on Finance and Taxation Education"
435183,2012-05-23,"Read for the second time and placed on the calendar"
435183,2012-05-24,"Third Reading Passed"
435183,2012-05-24,"Rules Petition to Cease Debate adopted Roll Call 28."
435183,2012-05-24,"Motion to Read a Third Time and Pass adopted Roll Call 29"
435183,2012-05-24,"Smitherman motion to Reconsider"
