bill_id,roll_call_id,date,description,yea,nay,nv
437674,232344,2013-02-12,"Do pass and be re-referred to the Committee on Appropriations",6,0,0
437675,247881,2013-03-12,"Do pass and be re-referred to the Committee on Appropriations",2,4,0
437675,257390,2013-04-02,"Reconsideration granted",6,0,0
437675,303931,2013-04-02,"Reconsideration granted",6,0,0
437677,261702,2013-04-09,"Do pass",5,2,0
437677,280264,2013-05-16,"AB4 AMMIANO  Assembly Third Reading",44,22,0
437677,295825,2013-07-02,"Do pass",5,2,0
437677,298922,2013-09-09,"Assembly 3rd Reading AB4 Ammiano By De Le",25,11,3
437677,299126,2013-09-10,"AB4 AMMIANO  Concurrence in Senate Amendments",48,25,0
437678,270715,2013-04-23,"Do pass as amended and be re-referred to the Committee on 	Appropriations",7,3,0
437680,266380,2013-04-15,"Do pass as amended and be re-referred to the Committee on 	Appropriations",7,0,0
437680,283795,2013-05-24,"Do pass as amended",16,0,0
437680,288724,2013-06-12,"Do pass",3,0,0
437680,288725,2013-06-12,"Set first hearing.  Failed passage.  Reconsideration granted",8,0,0
437680,291523,2013-06-24,"Do pass",5,2,0
437680,292153,2013-06-27,"AB7 WIECKOWSKI  Assembly Third Reading",24,17,0
437681,261679,2013-04-08,"Do pass and be re-referred to the Committee on Natural Resources",10,3,0
437681,276255,2013-05-06,"Do pass as amended and be re-referred to the Committee on 	Appropriations",6,2,0
437681,283828,2013-05-24,"Do pass",11,3,0
437681,292145,2013-06-27,"AB8 PEREA  Third Reading Urgency",54,20,0
437681,297811,2013-08-20,"Do pass, but re-refer to the Committee on Environmental Quality",9,2,0
437681,297850,2013-08-21,"Do pass, but re-refer to the Committee on Appropriations",8,1,0
437681,297991,2013-08-26,"Placed on Appropriations Suspense file",7,0,0
437681,298270,2013-08-30,"Do pass as amended",5,2,0
437681,299445,2013-09-11,"AB8 PEREA  Concurrence in Senate Amendments",54,19,0
437681,299446,2013-09-11,"Assembly 3rd Reading AB8 Perea Urgency Clause",29,6,4
437683,272311,2013-04-24,"Do pass and be re-referred to the Committee on Appropriations",5,2,0
437683,283771,2013-05-24,"Do pass",12,5,0
437683,285527,2013-05-30,"AB 10 ALEJO  Assembly Third Reading",45,27,0
